,index,w1,w2,count1,count2,total1,total2,isDuplicate
2776,,Food Beverage and Tobacco Products,Industrial Manufacturing and Processing Machinery and Accessories,27875.0,2920.0,346018.0,346018.0,0.0
2777,,2011 (household consumption only).,Rolling,15.0,37.0,263.0,263.0,0.0
2778,,District of Columbia,North Dakota,31.0,121.0,21112.0,21112.0,0.0
2779,,"8,7","6,3",1.0,4.0,258.0,258.0,0.0
2780,,Mauritania,India,1.0,1.0,155.0,155.0,0.0
2781,3378.0,Dogue De Bordeaux X,Dogue de Bordeaux X,11.0,4.0,82545.0,82545.0,1.0
2782,,GT,UY,118.0,6300.0,2483304.0,2483304.0,0.0
2783,,Snellville,Mechanicsville,1.0,1.0,24591.0,24591.0,0.0
2784,,wholesale_and_retail_trade_transportation_and_storage_accommodation_and_food_service_activities,equals_value_added_gross_at_basic_prices,2649.0,3407.0,61626.0,61626.0,0.0
2785,,Average Annual Crude Rate,US Dollars,832.0,321.0,403984.0,403984.0,0.0
2786,,"71,72",32,10.0,159.0,225363.0,225363.0,0.0
2787,,800,651,736.0,1174.0,82958.0,82958.0,0.0
2788,,Nigeria,Ukraine,10.0,4.0,4572.0,4572.0,0.0
2789,,Dutch East Indies,Iran,1.0,5.0,4572.0,4572.0,0.0
2790,,"Electricity, gas, steam and air conditioning supply",Wholesale and retail trade; repair of motor vehicles and motorcycles,1312.0,1385.0,61626.0,61626.0,0.0
2791,3835.0,tur,TUR,14.0,2846.0,463231.0,463231.0,1.0
2792,,Vandalism,Sex Offenses,5783.0,494.0,64618.0,64618.0,0.0
2793,,Vin de Pays de Macédoine,Provence,6.0,1021.0,150930.0,150930.0,0.0
2794,,Flamenco Dancer,Sousaphone,7.0,6.0,806179.0,806179.0,0.0
2795,,End,Prep,25.0,174.0,1668.0,1668.0,0.0
2796,,Thailand,Georgia,6.0,296.0,15736.0,15736.0,0.0
2797,,Oregon,Kansas,32.0,16.0,2720.0,2720.0,0.0
2798,,1,22,788.0,2.0,191325.0,191325.0,0.0
2799,2874.0,"Health Technologists and Technicians, All Other","Health Technologists and Technicians, All Other*",10.0,8.0,374362.0,374362.0,1.0
2800,,CA-MB CA-SB CA-SBE MBE MOSB,CA-SBE CDVBE SB SDVOSB,23.0,21.0,346018.0,346018.0,0.0
2801,,Ohio,Wisconsin,36.0,24.0,910.0,910.0,0.0
2802,,private_households_with_employed_persons,wholesale_and_retail_trade_transportation_and_storage_accommodation_and_food_service_activities,786.0,2914.0,68023.0,68023.0,0.0
2803,3932.0,Special Counsel,SPECIAL COUNSEL,8.0,1.0,374362.0,374362.0,1.0
2804,,1329,4133,1.0,1.0,374362.0,374362.0,0.0
2805,,Aruban florin,Samoni,393.0,828.0,227092.0,227092.0,0.0
2806,,Mining and quarrying,"Crop and animal production, hunting and related service activities",1198.0,894.0,61626.0,61626.0,0.0
2807,3090.0,MP,NORTHERN MARIANA ISLANDS,49.0,23.0,374362.0,374362.0,1.0
2808,4506.0,NEW MEXICO,NM,409.0,319.0,374362.0,374362.0,1.0
2809,3165.0,American Pit Bull Terrier,American  Pit Bull Terrier,2.0,5.0,82545.0,82545.0,1.0
2810,,MNG,GMB,5.0,8.0,2772.0,2772.0,0.0
2811,,R1Y2,R4Y1,33.0,33.0,2117.0,2117.0,0.0
2812,,BUCKMAN-WEST,ROSE CITY PARK,1165.0,441.0,59853.0,59853.0,0.0
2813,3279.0,Bull Mastiff X,Bullmastiff X,52.0,92.0,82545.0,82545.0,1.0
2814,,C102,WEST,11.0,8.0,198900.0,198900.0,0.0
2815,,Starting,Layer 1 Down,1.0,148.0,1055.0,1055.0,0.0
2816,3143.0,City of London,London,42.0,5900.0,50000.0,50000.0,1.0
2817,,Grenada,Tajikistan,380.0,234.0,81106.0,81106.0,0.0
2818,4380.0,Social Work,Social Welfare,6.0,2.0,31212.0,31212.0,1.0
2819,,Cyprus,Belgium,1314.0,1505.0,100048.0,100048.0,0.0
2820,,Drilling Services,"Works, Maintenance and Rehabilitation",3.0,10665.0,151623.0,151623.0,0.0
2821,,"13,25",31,12.0,92.0,223379.0,223379.0,0.0
2822,,Colombes,Daejeon,3.0,3.0,4572.0,4572.0,0.0
2823,,Tag,HBI,157611.0,75.0,2483304.0,2483304.0,0.0
2824,,560,141,957.0,7.0,59853.0,59853.0,0.0
2825,,Fiji,Paraguay,3.0,6.0,59228.0,59228.0,0.0
2826,,US Dollars,Average Annual Crude Rate,321.0,832.0,403984.0,403984.0,0.0
2827,,17,27,52.0,14.0,100048.0,100048.0,0.0
2828,3331.0,COCKER SPANIEL CROSS,Cocker Spaniel Cross,13.0,127.0,82545.0,82545.0,1.0
2829,,Arkansas,New Hampshire,1.0,1.0,52.0,52.0,0.0
2830,,less_financial_intermediation_services_indirectly_measured_fisim,agriculture_hunting_and_related_service_activities,7133.0,3111.0,223379.0,223379.0,0.0
2831,,EmployerType,expense_refunds,1.0,1.0,280.0,280.0,0.0
2832,,Y12,R3Y1,1.0,33.0,2117.0,2117.0,0.0
2833,,TD,KO,2466.0,70940.0,387427.0,387427.0,0.0
2834,,"Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods",Education,5853.0,4686.0,225363.0,225363.0,0.0
2835,,342,827,14.0,1.0,10001.0,10001.0,0.0
2836,,I-IDENTIFIER,I-SYSTEMATIC,77.0,2098.0,667075.0,667075.0,0.0
2837,,Other specialized managers,Other government associate professionals,6.0,7.0,41544.0,41544.0,0.0
2838,,"Water supply; sewerage, waste management and remediation activities",Financial and insurance activities,966.0,3089.0,68023.0,68023.0,0.0
2839,642.0,NM,NEW MEXICO,91.0,44.0,374362.0,374362.0,1.0
2840,,Frankovka,Agiorgitiko,1.0,63.0,129971.0,129971.0,0.0
2841,,AL,MO,3.0,9.0,558.0,558.0,0.0
2842,70.0,MP,NORTHERN MARIANA ISLANDS,34.0,5.0,374362.0,374362.0,1.0
2843,,Detroit,San Francisco,32.0,16.0,2720.0,2720.0,0.0
2844,,codebridge,iHub,62.0,1274.0,24933.0,24933.0,0.0
2845,,q28LoveCSharp,q21CoreCompDebugging,2.0,1.0,452.0,452.0,0.0
2846,2890.0,"Computer Occupations, All Other","Computer Occupations, All Other*",1554.0,66.0,374362.0,374362.0,1.0
2847,,WI,WV,7779.0,7680.0,403984.0,403984.0,0.0
2848,,850,730,1586.0,1270.0,70964.0,70964.0,0.0
2849,,IC.TAX.METG,IC.FRM.FEMO.ZS,6.0,6.0,373.0,373.0,0.0
2850,,Equatorial Guinea,Brazil,6.0,334.0,59228.0,59228.0,0.0
2851,,1999 PTE euro / euro,TFYR Macedonian Denar,228.0,3504.0,320551.0,320551.0,0.0
2852,,Andorra,Tanzania,9.0,15.0,59228.0,59228.0,0.0
2853,,Forgery,Kidnap,1333.0,21.0,61281.0,61281.0,0.0
2854,,Georgia,Uganda,12.0,7.0,25090.0,25090.0,0.0
2855,,Latvia,Cyprus,468.0,717.0,48269.0,48269.0,0.0
2856,,Law Programs,First Year High School,39.0,1247.0,41544.0,41544.0,0.0
2857,,ELIZABETH NORTH,LINDEN PARK,654.0,183.0,82545.0,82545.0,0.0
2858,,Drury Auditorium,Sheep Meadow,1.0,46.0,21607.0,21607.0,0.0
2859,,R1X4,R2X2,33.0,33.0,2117.0,2117.0,0.0
2860,,RWA,TUR,1.0,1.0,269.0,269.0,0.0
2861,,LKOS - OAK CREEK,GRESHAM - NORTH GRESHAM,1.0,9.0,80256.0,80256.0,0.0
2862,,gross_capital_formation,collective_consumption_expenditure,14322.0,5496.0,188939.0,188939.0,0.0
2863,,Italian Language,"Single Parents, Divorced Parents, Widowed Parents",44.0,5.0,31212.0,31212.0,0.0
2864,,Secretaries,Sugar production machine operators,52.0,8.0,41544.0,41544.0,0.0
2865,613.0,LOUISIANA,LA,205.0,367.0,374362.0,374362.0,1.0
2866,3965.0,ATTORNEY FOR MSX AMERICAS INC.,ATTORNEY FOR MSX AMERICAS INC,4.0,21.0,374362.0,374362.0,1.0
2867,,lighttpd,nginx/1.2.6,1.0,1.0,1781.0,1781.0,0.0
2868,,MANATI,AGUADILLA,13.0,27.0,1351.0,1351.0,0.0
2869,,"10,8","6,9",1.0,1.0,258.0,258.0,0.0
2870,,Sudan (former),Barbados,3761.0,3460.0,1189482.0,1189482.0,0.0
2871,,Other,Availability (including rural call completion),935.0,22709.0,943111.0,943111.0,0.0
2872,,Sudan,Albania,1.0,1.0,269.0,269.0,0.0
2873,,300,982,5.0,1036.0,82958.0,82958.0,0.0
2874,,HEALY HEIGHTS,ELIOT,4.0,770.0,61281.0,61281.0,0.0
2875,,Ukraine,Guadeloupe,1094.0,362.0,215337.0,215337.0,0.0
2876,,NO,IT,189.0,1127.0,63465.0,63465.0,0.0
2877,,GRESHAM - CENTENNIAL EAST,PLEASANT VALLEY,5.0,459.0,59853.0,59853.0,0.0
2878,,Education,Defence,4601.0,3687.0,48269.0,48269.0,0.0
2879,,Oregon,Tennessee,5635.0,3304.0,359836.0,359836.0,0.0
2880,,Office Furniture (except Wood) Manufacturing,Other Spectator Sports,2.0,8.0,374362.0,374362.0,0.0
2881,,LBN,HKG,1.0,4.0,2031.0,2031.0,0.0
2882,,Orlando,Berlin West,5.0,3.0,4572.0,4572.0,0.0
2883,,Drugs,Embezzlement,4566.0,279.0,80256.0,80256.0,0.0
2884,,field ID,ID Uncertain,3709.0,33.0,513373.0,513373.0,0.0
2885,,550,967,19.0,1.0,10001.0,10001.0,0.0
2886,,0,2,1159.0,5797.0,25090.0,25090.0,0.0
2887,,Mexican new peso,Dinar,701.0,1435.0,68023.0,68023.0,0.0
2888,52.0,MA,MASSACHUSETTS,4592.0,2801.0,374362.0,374362.0,1.0
2889,,% in US Bonds,Member Normal Cost,1.0,1.0,280.0,280.0,0.0
2890,,Dominican Republic,Mongolia,198.0,616.0,100048.0,100048.0,0.0
2891,,Village,Urban,754.0,16.0,21112.0,21112.0,0.0
2892,,Nepal,Ukraine,15.0,1.0,2772.0,2772.0,0.0
2893,,Lilangeni,Indian rupee,1272.0,1140.0,320551.0,320551.0,0.0
2894,,Materials,Utilities,25.0,28.0,505.0,505.0,0.0
2895,,Level Percent,Level Percent Fixed,116.0,46.0,2720.0,2720.0,0.0
2896,,SINT MAARTEN,EGYPT,1.0,948.0,374362.0,374362.0,0.0
2897,,sales jobs,charity jobs,1855.0,939.0,50000.0,50000.0,0.0
2898,42.0,IL,ILLINOIS,5940.0,4047.0,374362.0,374362.0,1.0
2899,,Apache/2.2.27 (CentOS),Apache/2.2.31 (Amazon),3.0,6.0,1781.0,1781.0,0.0
2900,,Equals: CHANGES IN NET WORTH DUE TO SAVING AND CAPITAL TRANSFERS,Acquisitions less disposals of non-produced non-financial assets,2981.0,1921.0,227092.0,227092.0,0.0
2901,,pop-music,80s-dancing,3.0,3.0,31212.0,31212.0,0.0
2902,,moving & storage,health studios & gym,30.0,239.0,198900.0,198900.0,0.0
2903,,New Mexico,Rhode Island,32.0,48.0,2720.0,2720.0,0.0
2904,,CIALES,CASTANER,3.0,2.0,1351.0,1351.0,0.0
2905,,Group 2,Preliminary round,59.0,8.0,4572.0,4572.0,0.0
2906,,Baptist Church,Drury Auditorium,12.0,5.0,806179.0,806179.0,0.0
2907,,Healthcare Services,Structures and Building and Construction and Manufacturing Components and Supplies,7977.0,6603.0,346018.0,346018.0,0.0
2908,3619.0,Poodle Standard,Poodle (Standard),48.0,162.0,82545.0,82545.0,1.0
2909,,AL,IN,1934.0,11237.0,671205.0,671205.0,0.0
2910,,NPL,CIV,15.0,11.0,2772.0,2772.0,0.0
2911,,70,"144,149",241.0,2.0,595971.0,595971.0,0.0
2912,,E_PBUS,E_103,34.0,52.0,11106.0,11106.0,0.0
2913,3060.0,NEVADA,NV,425.0,327.0,374362.0,374362.0,1.0
2914,,BY,PY,404.0,433.0,151623.0,151623.0,0.0
2915,,Industrial robot operators,"Glass makers, cutters, grinders and finishers",1.0,9.0,41544.0,41544.0,0.0
2916,,information_and_communication,real_estate_activities,2676.0,2628.0,61626.0,61626.0,0.0
2917,4044.0,HR GENERALIST,HR Generalist,1.0,1.0,374362.0,374362.0,1.0
2918,4228.0,Forint,forint,334.0,44.0,48269.0,48269.0,1.0
2919,,Netherlands Antillean guilder,Cayman Islands dollar,1512.0,180.0,227092.0,227092.0,0.0
2920,,HP4,730,2.0,1279.0,63279.0,63279.0,0.0
2921,3013.0,OR,OREGON,1630.0,2723.0,374362.0,374362.0,1.0
2922,,Forgery,Embezzlement,935.0,186.0,59853.0,59853.0,0.0
2923,,Kiribati,Democratic Republic of the Congo,360.0,368.0,72485.0,72485.0,0.0
2924,,Ibaraki,Sunderland,3.0,4.0,4572.0,4572.0,0.0
2925,,21,Norway,1.0,2463.0,100048.0,100048.0,0.0
2926,,Pesticide and Other Agricultural Chemical Manufacturing,Telephone Apparatus Manufacturing,4.0,42.0,374362.0,374362.0,0.0
2927,,disapproved,issued,2.0,83559.0,198900.0,198900.0,0.0
2928,,Pre,Oth,467.0,4.0,1518.0,1518.0,0.0
2929,,Lebanon,Brunei,70.0,6.0,59228.0,59228.0,0.0
2930,,COP,PEN,21984.0,21401.0,671205.0,671205.0,0.0
2931,,Miami County,Buncombe County,1.0,1.0,910.0,910.0,0.0
2932,,GT,CN,7310.0,134.0,671205.0,671205.0,0.0
2933,,North Dakota,Idaho,1.0,1.0,52.0,52.0,0.0
2934,,003D,001I,50.0,75.0,198900.0,198900.0,0.0
2935,343.0,Restaurant/Food Services;Food and Beverage Production;Other/Not Classified,Restaurant/Food ServicesFood and Beverage ProductionOther/Not Classified,2.0,3.0,22000.0,22000.0,1.0
2936,,MONT,24TH,1.0,1.0,46.0,46.0,0.0
2937,,362,931,2.0,809.0,64618.0,64618.0,0.0
2938,,"3,8","7,9",1.0,1.0,258.0,258.0,0.0
2939,,Malawi,Djibouti,434.0,112.0,165808.0,165808.0,0.0
2940,859.0,Black/Red,Red/Black,15.0,22.0,82545.0,82545.0,1.0
2941,,"7,8",12,32.0,30.0,100048.0,100048.0,0.0
2942,,Number Portability (keeping your number if you change providers),Loud Commercials,16312.0,10046.0,943111.0,943111.0,0.0
2943,,other_community_social_and_personal_services,memorandum_item_fisim_if_distributed_to_uses,4964.0,490.0,225363.0,225363.0,0.0
2944,,Annual Plus,Annual (Omaha B-cycle),132.0,3.0,649231.0,649231.0,0.0
2945,,Massachusetts,Kansas,9110.0,7145.0,359836.0,359836.0,0.0
2946,,NCL,SOM,772.0,1007.0,463231.0,463231.0,0.0
2947,,"Golden Globes, USA",David di Donatello Awards,12.0,9.0,331.0,331.0,0.0
2948,,SOUTH TABOR,MT SCOTT-ARLETA,717.0,1032.0,82958.0,82958.0,0.0
2949,,Mixed Chorus,Vocal preparation,1.0,1.0,56194.0,56194.0,0.0
2950,,other_hydrocarbons,fuelwood,1962.0,52032.0,1189482.0,1189482.0,0.0
2951,893.0,Gold & Brown,Gold/Brown,19.0,22.0,82545.0,82545.0,1.0
2952,,FL,ID,48.0,16.0,2720.0,2720.0,0.0
2953,,HILLSIDE,MULTNOMAH,42.0,327.0,64618.0,64618.0,0.0
2954,,15L,15H,4409.0,1.0,399918.0,399918.0,0.0
2955,,Elementary Graduate,Manufacturing and Processing Programs,7640.0,15.0,41544.0,41544.0,0.0
2956,,Less: Subsidies on products,Post and telecommunications,3611.0,3448.0,225363.0,225363.0,0.0
2957,,PA,AK,25.0,7.0,558.0,558.0,0.0
2958,,720,W21,860.0,2.0,61779.0,61779.0,0.0
2959,,good,ID by expert from still images,18958.0,14504.0,513373.0,513373.0,0.0
2960,,Expert Witneses,Consulting Services,3800.0,1150.0,346018.0,346018.0,0.0
2961,,TECHNICAL SERVICE REPRESENTATIVE,"Principal, Law Offices of Stuart J. Reich",1.0,2.0,374362.0,374362.0,0.0
2962,,Merlot-Cabernet Franc,Malbec-Merlot,21.0,109.0,150930.0,150930.0,0.0
2963,,"8,9","1,10",6.0,4.0,227092.0,227092.0,0.0
2964,,Canada,Austria,307.0,977.0,68023.0,68023.0,0.0
2965,,Costa Rica,Turks and Caicos Islands,1.0,1.0,269.0,269.0,0.0
2966,,641,352,768.0,2.0,61281.0,61281.0,0.0
2967,,The,Ryder,24.0,18.0,34857.0,34857.0,0.0
2968,2980.0,Halkidiki,Chalkidiki,20.0,3.0,150930.0,150930.0,1.0
2969,,suborder,species,279.0,172147.0,513373.0,513373.0,0.0
2970,,Rhode Island,Arkansas,32.0,32.0,2720.0,2720.0,0.0
2971,,fairy,bug,29.0,5.0,801.0,801.0,0.0
2972,,GAMBIA,ARMENIA,1.0,8.0,374362.0,374362.0,0.0
2973,,PENFIELD GARDENS,MITCHAM,46.0,276.0,82545.0,82545.0,0.0
2974,,MS,NY,16.0,112.0,2720.0,2720.0,0.0
2975,,Walk Up,ACL Weekend Pass Special (Austin B-cycle),282170.0,329.0,649231.0,649231.0,0.0
2976,,130,PB2,10.0,2.0,61779.0,61779.0,0.0
2977,,Rd,Hl,389.0,1.0,198900.0,198900.0,0.0
2978,,Jewelry,Liquor Store / Off-License,1371.0,1558.0,671205.0,671205.0,0.0
2979,,R2W1,R1Y4,33.0,33.0,2117.0,2117.0,0.0
2980,4325.0,Poli's Theatre,Poli Theater,6.0,12.0,806179.0,806179.0,1.0
2981,,Korea,Germany,1.0,3.0,73.0,73.0,0.0
2982,,IBRD only,Albania,1519.0,1519.0,401016.0,401016.0,0.0
2983,,AZ,MD,21594.0,34471.0,943111.0,943111.0,0.0
2984,,inframe_deletion&splice_region_variant,splice_acceptor_variant&coding_sequence_variant,9.0,6.0,65188.0,65188.0,0.0
2985,,CZ,HN,2.0,2690.0,151623.0,151623.0,0.0
2986,,"Middle School Teachers, Except Special and Vocational Education","Police, Fire, and Ambulance Dispatchers",54.0,2.0,374362.0,374362.0,0.0
2987,,MILL PARK,ASHCREEK,817.0,104.0,61497.0,61497.0,0.0
2988,,Valparaiso UberX,Guayaquil Cabify Guayaco,8.0,149.0,90287.0,90287.0,0.0
2989,,small colony,ID by non-expert from trawl survey,1.0,24495.0,513373.0,513373.0,0.0
2990,,Ecuador,Panamá Uber,1781.0,707.0,90287.0,90287.0,0.0
2991,4108.0,MRS,Mrs.,1.0,1.0,374362.0,374362.0,1.0
2992,,central_bank_monetary_authorities_non_monetary_liabilities,other_depository_corporations_deposit_money_banks_liabilities_included_in_definition_of_money,27666.0,9773.0,884244.0,884244.0,0.0
2993,,São Paulo UberX,Quito Cabify Lite,11.0,400.0,90287.0,90287.0,0.0
2994,,LEBANON,MALTA,270.0,4.0,374362.0,374362.0,0.0
2995,,Dinar,Mexican new peso,1435.0,701.0,68023.0,68023.0,0.0
2996,,County Armagh,Abu Dhabi,6.0,19.0,50000.0,50000.0,0.0
2997,,12TH,EMBR,273047.0,304470.0,9971582.0,9971582.0,0.0
2998,984.0,Orange & Brown,Brown/Orange,3.0,1.0,82545.0,82545.0,1.0
2999,,Barbados,Colombia,1.0,81.0,25090.0,25090.0,0.0
3000,,Dominican Republic,Kenya,496.0,75825.0,671205.0,671205.0,0.0
3001,,Sandwiches/Salads/Mixed Buffet,Eastern European,2990.0,1296.0,399918.0,399918.0,0.0
3002,,Alaska,New York,7354.0,7778.0,403984.0,403984.0,0.0
3003,3027.0,SOUTH CAROLINA,SC,1397.0,1452.0,374362.0,374362.0,1.0
3004,,Gabon,Marshall Islands,397.0,389.0,80583.0,80583.0,0.0
3005,2726.0,Convention Hall,Convention Hall Ballroom,9.0,1.0,21607.0,21607.0,1.0
3006,,Oklahoma,South Carolina,24.0,24.0,1224.0,1224.0,0.0
3007,,yellow,brown tiger,8.0,6.0,29421.0,29421.0,0.0
3008,,MOZ,BIH,1.0,1.0,269.0,269.0,0.0
3009,,Philippine peso,vatu,554.0,90.0,320551.0,320551.0,0.0
3010,,Fraud,Gambling,2008.0,1.0,61497.0,61497.0,0.0
3011,,a1050000002ZOr8,a1050000000utj9,28.0,3.0,4861.0,4861.0,0.0
3012,,Vermont,West Virginia,7.0,51.0,7930.0,7930.0,0.0
3013,,Geneva,Lyon,1572.0,2930.0,125527.0,125527.0,0.0
3014,,Cook Islands,Pacific Islands (former),791.0,68.0,1189482.0,1189482.0,0.0
3015,,still image,catch record,46402.0,41520.0,513373.0,513373.0,0.0
3016,,ACL Weekend Pass Special (Austin B-cycle),Walk Up,329.0,282170.0,649231.0,649231.0,0.0
3017,4157.0,PDTE / ALLC,PDTE / ALCC.,1.0,1.0,374362.0,374362.0,1.0
3018,,Oud,Sitar,2.0,9.0,56194.0,56194.0,0.0
3019,,TOB9_0,CAN8_2,110.0,156.0,403984.0,403984.0,0.0
3020,,AFRICA,LATIN AMERICA AND CARIBBEAN,39926.0,30088.0,151623.0,151623.0,0.0
3021,,Rwanda,Micronesia (Federated States of),368.0,368.0,73645.0,73645.0,0.0
3022,,Cirò Classico,Cerasuolo d'Abruzzo,2.0,9.0,150930.0,150930.0,0.0
3023,,KZ,EC,3.0,14.0,2483304.0,2483304.0,0.0
3024,,Special Category Request (SCR),Emergency Purchase,677.0,10186.0,346018.0,346018.0,0.0
3025,,"Assault, Simple",Fraud,5119.0,2741.0,73590.0,73590.0,0.0
3026,4378.0,Wellness,Well Being,790.0,6.0,31212.0,31212.0,1.0
3027,,CA-MB CA-SB MOSB SB WOSB,CA-MB CA-SB CA-SBE DBE SB WBE,5.0,2.0,346018.0,346018.0,0.0
3028,,Others,Peddler,127.0,851.0,41544.0,41544.0,0.0
3029,,NBRK,16TH,64968.0,94780.0,3313625.0,3313625.0,0.0
3030,,Nigeria,Viet Nam,76.0,20.0,59228.0,59228.0,0.0
3031,,q17HirChaJobDescript,q22LangProfLua,1.0,1.0,452.0,452.0,0.0
3032,,Connecticut,Nebraska,199.0,226.0,21112.0,21112.0,0.0
3033,,Canada,Palestine,1.0,285.0,15736.0,15736.0,0.0
3034,,201,20,1.0,13.0,80256.0,80256.0,0.0
3035,,712,971,1294.0,1694.0,80256.0,80256.0,0.0
3036,,"1,13",2,1.0,185.0,191325.0,191325.0,0.0
3037,,"3,3","9,9",1.0,1.0,258.0,258.0,0.0
3038,3929.0,ATTORNEY,Attorney,15691.0,103473.0,374362.0,374362.0,1.0
3039,,CYM;MCO,VGB;GGY;RUS,7.0,1.0,24957.0,24957.0,0.0
3040,,A,N,38040.0,2197.0,374362.0,374362.0,0.0
3041,,gross_domestic_product_gdp,gross_fixed_capital_formation_including_acquisitions_less_disposals_of_valuables,9234.0,9188.0,81106.0,81106.0,0.0
3042,,Trenton,Murray,2.0,7.0,24591.0,24591.0,0.0
3043,,Graševina,Syrah-Viognier,1.0,18.0,129971.0,129971.0,0.0
3044,,EGYPT,DOMINICAN REPUBLIC,62.0,29.0,374362.0,374362.0,0.0
3045,,109,006B,128.0,152.0,198900.0,198900.0,0.0
3046,,outdoor sketching,Groovy Programming Language,1.0,3.0,31212.0,31212.0,0.0
3047,,LLOYD,HILLSDALE,1941.0,361.0,70964.0,70964.0,0.0
3048,,Barbados,Sudan (former),3460.0,3761.0,1189482.0,1189482.0,0.0
3049,,Prin,PreOth,107.0,40.0,1518.0,1518.0,0.0
3050,,046C,001S,1.0,11.0,198900.0,198900.0,0.0
3051,,Houston UberBlack,Lima UberX,471.0,185.0,90287.0,90287.0,0.0
3052,,Fuji Gakuen Hall,Mershon Auditorium,1.0,2.0,21607.0,21607.0,0.0
3053,,OP,570,49.0,849.0,64618.0,64618.0,0.0
3054,2872.0,"Installation, Maintenance, and Repair Workers, All Other","Installation, Maintenance, and Repair Workers, All Other*",4.0,1.0,374362.0,374362.0,1.0
3055,,PROHIBITED,7-Day,8.0,3137.0,649231.0,649231.0,0.0
3056,,JOR,BGR,1519.0,1519.0,401016.0,401016.0,0.0
3057,,TZA,NIC,9.0,17.0,2772.0,2772.0,0.0
3058,,B.9,B.8g,7552.0,10253.0,215337.0,215337.0,0.0
3059,,State Programs,WSCA/Coop,27842.0,19478.0,346018.0,346018.0,0.0
3060,,Eynesbury,Sydenham,1.0,28.0,34857.0,34857.0,0.0
3061,,Dominican Republic,Syrian Arab Republic,584.0,10.0,151623.0,151623.0,0.0
3062,,Costa Rica,France,10.0,30.0,4572.0,4572.0,0.0
3063,633.0,NORTH DAKOTA,ND,6.0,7.0,374362.0,374362.0,1.0
3064,,Gross capital formation,General government final consumption expenditure,14301.0,14201.0,188939.0,188939.0,0.0
3065,,American Cinematheque Award,BSFC Award,1.0,4.0,331.0,331.0,0.0
3066,,Florida,Montana,48.0,32.0,2720.0,2720.0,0.0
3067,4124.0,OWNER / PARTNER,OWNER/PARTNER,3.0,2.0,374362.0,374362.0,1.0
3068,,genetic,Uncertain - ID from video,1182.0,1.0,513373.0,513373.0,0.0
3069,,YesNo,AvgAnnAgeAdjRate,918.0,832.0,403984.0,403984.0,0.0
3070,,152,LO3,2.0,1.0,63279.0,63279.0,0.0
3071,,Woodinville,Athens,2.0,3.0,558.0,558.0,0.0
3072,,NER,CMR,1.0,1.0,269.0,269.0,0.0
3073,,W21,922,1.0,1042.0,80256.0,80256.0,0.0
3074,,others,wepay,4797.0,63.0,5807.0,5807.0,0.0
3075,,STREET CLEANING-BLVD,STREET CLEANING-RESIDENTIAL,9374.0,38001.0,564403.0,564403.0,0.0
3076,,"FIFA World Cup Stadium, Cologne","FIFA World Cup Stadium, Frankfurt",5.0,5.0,4572.0,4572.0,0.0
3077,,Automotive,Advanced Mfg,1163.0,18749.0,374362.0,374362.0,0.0
3078,4512.0,OKLAHOMA,OK,438.0,409.0,374362.0,374362.0,1.0
3079,,651,822,1155.0,2046.0,70964.0,70964.0,0.0
3080,,Egypt,China PR,4.0,2.0,4572.0,4572.0,0.0
3081,,SOUTH KOREA,GABON,23614.0,9.0,374362.0,374362.0,0.0
3082,,Long Island,Central Valley,680.0,1062.0,129971.0,129971.0,0.0
3083,,Washington DC Area Film Critics Association Awards,Western Heritage Awards,2.0,2.0,331.0,331.0,0.0
3084,,DE,AK,7351.0,7354.0,403984.0,403984.0,0.0
3085,,Grey/Ginger,Black & Tan & Brown,1.0,17.0,82545.0,82545.0,0.0
3086,,HP2,25,7.0,22.0,61779.0,61779.0,0.0
3087,,SOUTHWEST HILLS,RICHMOND,185.0,801.0,70964.0,70964.0,0.0
3088,,Systems Software,"Technology Hardware, Storage & Peripherals",3.0,1.0,505.0,505.0,0.0
3089,,Denmark,Democratic People's Republic of Korea,46.0,46.0,9234.0,9234.0,0.0
3090,,00772-9659,00940-1265,1.0,1.0,1351.0,1351.0,0.0
3091,,09/11/2012,11/03/2011,45.0,45.0,8190.0,8190.0,0.0
3092,,Chinese/Japanese,Vegetarian,1017.0,1582.0,399918.0,399918.0,0.0
3093,,R2Z1,R1Y5,33.0,33.0,2117.0,2117.0,0.0
3094,4098.0,Managing Partner,MANAGING PARTNER,295.0,12.0,374362.0,374362.0,1.0
3095,,Changes in inventories,Final consumption expenditure,6958.0,9234.0,80583.0,80583.0,0.0
3096,,Other Financial Vehicles,Homes for the Elderly,5.0,11.0,374362.0,374362.0,0.0
3097,,Oman,Hungary,1.0,1.0,152.0,152.0,0.0
3098,,steel,flying,22.0,95.0,801.0,801.0,0.0
3099,,Santa Fe,Guadalajara UberXL,359.0,127.0,90287.0,90287.0,0.0
3100,334.0,Advertising and PR ServicesManagement Consulting ServicesOther/Not Classified,Advertising and PR Services Management Consulting Services Other/Not Classified,4.0,2.0,22000.0,22000.0,1.0
3101,,Business Development Services,Conflict Zone (Gaza Businesses),386.0,136.0,779092.0,779092.0,0.0
3102,,Other service activities,Fishing and aquaculture,2618.0,853.0,61626.0,61626.0,0.0
3103,,Maine,Montana,6730.0,11313.0,359836.0,359836.0,0.0
3104,,Saint Kitts and Nevis,Former Yugoslavia,46.0,21.0,9234.0,9234.0,0.0
