,w1,w2,count1,count2,total1,total2,isDuplicate
2678,SWE,TEA,1519.0,1519.0,401016.0,401016.0,0.0
2679,BN,HI,1.0,6.0,161.0,161.0,0.0
2680,SBRN,HAYW,1.0,1.0,46.0,46.0,0.0
2681,IL,CA,5.0,3.0,13.0,13.0,0.0
2682,ROSE CITY PARK,MONTAVILLA,679.0,2304.0,73590.0,73590.0,0.0
2683,1041,1041,9.0,7.0,374362.0,374362.0,1.0
2684,96913-0000,96950-4333,4.0,1.0,1973.0,1973.0,0.0
2685,5253,5253,1.0,3.0,374362.0,374362.0,1.0
2686,"China, People's Republic of",Mozambique,334.0,368.0,73646.0,73646.0,0.0
2687,Dog (Declared Dangerous),Dog (New),2.0,927.0,158026.0,158026.0,0.0
2688,public_administration_and_defence_education_human_health_and_social_work_activities,agriculture_forestry_and_fishing,2861.0,3093.0,68023.0,68023.0,0.0
2689,French Guiana,Sudan,2246.0,519.0,1189482.0,1189482.0,0.0
2690,South Africa,Hungary,1.0,1.0,269.0,269.0,0.0
2691,6150,6150,3.0,3.0,374362.0,374362.0,1.0
2692,WCRK,WSPR,71607.0,16520.0,3313625.0,3313625.0,0.0
2693,Administrative Services,Awareness Campaigns,3730.0,688.0,151623.0,151623.0,0.0
2694,Asset Valuation Method,Net Increase/(Decrease) in Fair Value of Investments,1.0,1.0,280.0,280.0,0.0
2695,CIVC,SBRN,310566.0,177092.0,9971582.0,9971582.0,0.0
2696,4828,4828,2.0,1.0,374362.0,374362.0,1.0
2697,"Of-Counsel, Odin Feldman & Pittleman, PC","Of-Counsel, Odin Feldman & Pittleman PC",1.0,2.0,374362.0,374362.0,1.0
2698,NJ,IL,11745.0,1206007.0,5893886.0,5893886.0,0.0
2699,Prep,Layer 1 Down,41.0,34.0,605.0,605.0,0.0
2700,Bahrain,Belgium,837.0,3647.0,215337.0,215337.0,0.0
2701,order,family,40059.0,30086.0,513373.0,513373.0,0.0
2702,BUCKMAN-EAST,FOSTER-POWELL,629.0,695.0,61497.0,61497.0,0.0
2703,VERMONT,VT,298.0,178.0,374362.0,374362.0,1.0
2704,GARBAGE COLLECTIONS,MIXED LITTER,198489.0,1292.0,564403.0,564403.0,0.0
2705,FTVL,24TH,255464.0,278141.0,9971582.0,9971582.0,0.0
2706,LOT,HEI,1.0,1.0,842.0,842.0,0.0
2707,Senior Attorney,Sr. Attorney,357.0,57.0,374362.0,374362.0,1.0
2708,taka,taka,170.0,119.0,48269.0,48269.0,1.0
2709,Remaining Amortization Period,Market Value Adjustment,1.0,1.0,280.0,280.0,0.0
2710,VERNON,MAPLEWOOD,187.0,42.0,61497.0,61497.0,0.0
2711,Jazz Combo,Designer,3.0,9.0,56194.0,56194.0,0.0
2712,Repositioning,Layer 3 Up,259.0,210.0,1521.0,1521.0,0.0
2713,US dollar,US dollar,1170.0,6528.0,320551.0,320551.0,1.0
2714,RUSSELL,SUNDERLAND,322.0,146.0,61281.0,61281.0,0.0
2715,EC dollar,EC dollar,725.0,203.0,48269.0,48269.0,1.0
2716,4203,4203,6.0,9.0,374362.0,374362.0,1.0
2717,IL,FL,940.0,970.0,21112.0,21112.0,0.0
2718,RICHMOND,HEALY HEIGHTS,881.0,5.0,73590.0,73590.0,0.0
2719,Zanzibar,Iceland,9.0,2375.0,215337.0,215337.0,0.0
2720,siamese/japanese bobtail,turkish angora,3.0,5.0,29421.0,29421.0,0.0
2721,Nagpur,Cape Town,3.0,7.0,636.0,636.0,0.0
2722,Ethiopia [up to 1993],3,98.0,25.0,215337.0,215337.0,0.0
2723,Hungary,South Africa,1.0,1.0,269.0,269.0,0.0
2724,3241,3241,11.0,5.0,374362.0,374362.0,1.0
2725,West Virginia,Montana,9.0,7.0,910.0,910.0,0.0
2726,plus_current_transfers_from_and_to_the_rest_of_the_world_net,gross_domestic_product,9965.0,12537.0,215337.0,215337.0,0.0
2727,Y05,Z11b,33.0,3.0,2150.0,2150.0,0.0
2728,OH,PA,80.0,64.0,2720.0,2720.0,0.0
2729,1680,1680,10.0,5.0,374362.0,374362.0,1.0
2730,Lebanon,China,37.0,3.0,150930.0,150930.0,0.0
2731,912,680,710.0,1001.0,61779.0,61779.0,0.0
2732,Kentucky,Massachusetts,333.0,372.0,21112.0,21112.0,0.0
2733,Panama,Kubo Experiment - No credit history,186.0,133.0,779092.0,779092.0,0.0
2734,E,G,4162.0,38031.0,124048.0,124048.0,0.0
2735,021E,049L,4.0,2.0,198900.0,198900.0,0.0
2736,"27,28",151,3.0,31.0,595971.0,595971.0,0.0
2737,3701,3701,2.0,3.0,374362.0,374362.0,1.0
2738,7418,7418,1.0,1.0,374362.0,374362.0,1.0
2739,a1050000002VVK6,a1050000000wf0V,15.0,1061.0,4861.0,4861.0,0.0
2740,501,501,16.0,9.0,374362.0,374362.0,1.0
2741,Human Resource Assistant,Human Resources Assistant,3.0,510.0,374362.0,374362.0,1.0
2742,1111,1111,6.0,11.0,374362.0,374362.0,1.0
2743,560,141,957.0,7.0,59853.0,59853.0,0.0
2744,CORPORATE ATTORNEY,Corporate Attorney,77.0,139.0,374362.0,374362.0,1.0
2745,VA,WA,485.0,439.0,21112.0,21112.0,0.0
2746,Greenland,Turkmenistan,46.0,26.0,9234.0,9234.0,0.0
2747,Total Membership,Net Increase/(Decrease) in Fair Value of Real Estate Investments,1.0,1.0,280.0,280.0,0.0
2748,New Hampshire,Kansas,7383.0,7386.0,403984.0,403984.0,0.0
2749,Kentucky,Delaware,20.0,2.0,910.0,910.0,0.0
2750,7375,7375,2.0,2.0,374362.0,374362.0,1.0
2751,MT TABOR,PARKROSE,509.0,961.0,61281.0,61281.0,0.0
2752,roleplaying-games-rpgs,role-playing-games-rpgs,47.0,18.0,31212.0,31212.0,1.0
2753,"Recreation, culture and religion",Health,3957.0,4578.0,48269.0,48269.0,0.0
2754,NEW MEXICO,NM,44.0,91.0,374362.0,374362.0,1.0
2755,Maddalam,Writer/Narrator,34.0,87.0,806179.0,806179.0,0.0
2756,CHN,LAO,8.0,2.0,15736.0,15736.0,0.0
2757,Sudan (former),Barbados,3761.0,3460.0,1189482.0,1189482.0,0.0
2758,OWNER,owner,20.0,2.0,374362.0,374362.0,1.0
2759,Lit-Events-for-the-Lit-Minded,12th-Annual-Community-Access-NYC-Mental-Health-Film-Festival,1.0,11.0,5807.0,5807.0,0.0
2760,PITT,16TH,225405.0,278639.0,9971582.0,9971582.0,0.0
2761,University of California,Birmingham,16.0,16.0,2720.0,2720.0,0.0
2762,FTVL,FRMT,1.0,1.0,46.0,46.0,0.0
2763,Sweden,Yugoslavia,19.0,20.0,4572.0,4572.0,0.0
2764,NAM,PHL,4.0,3467.0,15736.0,15736.0,0.0
2765,3,Switzerland,30.0,750.0,61626.0,61626.0,0.0
2766,morphol. Examin.; ID tentative,morphol. examin.; ID tentative,1.0,5.0,513373.0,513373.0,1.0
2767,Art,Art Classes,329.0,5.0,31212.0,31212.0,1.0
2768,other_hydrocarbons,fuelwood,1962.0,52032.0,1189482.0,1189482.0,0.0
2769,Local_11,Local_05,2.0,59.0,439.0,439.0,0.0
2770,244,244,18.0,6.0,374362.0,374362.0,1.0
2771,Sr. Attorney,Senior Attorney,57.0,357.0,374362.0,374362.0,1.0
2772,Guinea-Bissau,Nicaragua,46.0,46.0,9234.0,9234.0,0.0
2773,other_service_activities_s,administrative_and_support_service_activities_n,11328.0,10709.0,320551.0,320551.0,0.0
2774,Stolen Property,Embezzlement,77.0,139.0,61779.0,61779.0,0.0
2775,OFFMAR,ADM,5.0,3.0,11106.0,11106.0,0.0
2776,SD,SOUTH DAKOTA,103.0,66.0,374362.0,374362.0,1.0
2777,00960-0493,00731-1148,1.0,1.0,1351.0,1351.0,0.0
2778,yr,Year,19757.0,344323.0,374362.0,374362.0,1.0
2779,CONNECTICUT,CT,1977.0,1612.0,374362.0,374362.0,1.0
2780,Kyrgyzstan,Jordan,5774.0,4167.0,671205.0,671205.0,0.0
2781,"Boating and Waterways, Department of",Military Department,397.0,1086.0,346018.0,346018.0,0.0
2782,890,110,429.0,4.0,61497.0,61497.0,0.0
2783,NM,CY.DE,1.0,2.0,24957.0,24957.0,0.0
2784,Italy,South Africa,3.0,2.0,73.0,73.0,0.0
2785,43699,43699,68.0,103.0,374362.0,374362.0,1.0
2786,public_limited,public,1989.0,14327.0,16330.0,16330.0,0.0
2787,2010,2010,9.0,5.0,374362.0,374362.0,1.0
2788,MD,AZ,34471.0,21594.0,943111.0,943111.0,0.0
2789,"Pasricha & Patel, LLC","Partner, Pryor Cashman LLP",1.0,3.0,374362.0,374362.0,1.0
2790,Guinea-Bissau,Angola,368.0,368.0,73645.0,73645.0,0.0
2791,SPECIAL PROJECT LC,RECYCLING - PILOT,757.0,40.0,564403.0,564403.0,0.0
2792,Sabuj Sangha,Clients below the poverty line,59.0,7.0,779092.0,779092.0,0.0
2793,BAYF,EMBR,217895.0,310151.0,9971582.0,9971582.0,0.0
2794,2209,2209,4.0,2.0,374362.0,374362.0,1.0
2795,Billing,Video Description,159290.0,88.0,943111.0,943111.0,0.0
2796,Greenland,12,275.0,2.0,48269.0,48269.0,0.0
2797,COSTA RICA,BELIZE,135.0,10.0,374362.0,374362.0,0.0
2798,KING,WOODLAWN,1347.0,656.0,80256.0,80256.0,0.0
2799,600,600,5.0,5.0,374362.0,374362.0,1.0
2800,IMMIGRATION PARALEGAL,Immigration Paralegal,1.0,2.0,374362.0,374362.0,1.0
2801,Idaho,Pennsylvania,2735.0,14485.0,359836.0,359836.0,0.0
2802,NVSS,SEDD; SID,79756.0,1866.0,403984.0,403984.0,0.0
2803,aviation_gasoline,white_spirit_and_special_boiling_point_industrial_spirits,18171.0,10079.0,1189482.0,1189482.0,0.0
2804,Kentucky,Arkansas,4026.0,6700.0,359836.0,359836.0,0.0
2805,LVA,MDG,136.0,125.0,21477.0,21477.0,0.0
2806,women-business-networking,womens-business-networking,23.0,215.0,31212.0,31212.0,1.0
2807,CT,TS,1.0,3.0,161.0,161.0,0.0
2808,Texas,New Mexico,24.0,24.0,1224.0,1224.0,0.0
2809,education,hotels_and_restaurants,4698.0,5698.0,225363.0,225363.0,0.0
2810,Awareness Campaigns,Administrative Services,688.0,3730.0,151623.0,151623.0,0.0
2811,Distributor Finance,Micro-enterprise,400.0,494.0,779092.0,779092.0,0.0
2812,agent,AGENT,1069.0,1323.0,374362.0,374362.0,1.0
2813,UCTY,POWL,1.0,1.0,46.0,46.0,0.0
2814,Larceny,Burglary,21929.0,4029.0,61779.0,61779.0,0.0
2815,228,228,17.0,16.0,374362.0,374362.0,1.0
2816,Washington,Vermont,24.0,24.0,1224.0,1224.0,0.0
2817,COLORADO,CO,774.0,1236.0,374362.0,374362.0,1.0
2818,7006,7006,20.0,23.0,374362.0,374362.0,1.0
2819,Consultant,CONSULTANT,6.0,5.0,374362.0,374362.0,1.0
2820,equals_gross_domestic_product,real_estate_renting_and_business_activities,13580.0,6167.0,223379.0,223379.0,0.0
2821,Battle-no change of territory,Battle-No change of territory,16.0,44005.0,165808.0,165808.0,1.0
2822,"Partner - Fragomen, Del Rey, Bernsen & Loewy, LLP","Partner - Fragomen, Del Rey, Bernsen & Loewy LLP",39.0,26.0,374362.0,374362.0,1.0
2823,46,46,2.0,2.0,374362.0,374362.0,1.0
2824,HILLSDALE,LLOYD,361.0,1941.0,70964.0,70964.0,0.0
2825,NEW YORK,NY,9455.0,16443.0,374362.0,374362.0,1.0
2826,CV,5PM,618.0,3.0,24957.0,24957.0,0.0
2827,West Virginia,Vermont,1.0,1.0,52.0,52.0,0.0
2828,Pennsylvania,Massachusetts,7386.0,7574.0,403984.0,403984.0,0.0
2829,7184,7184,1.0,2.0,374362.0,374362.0,1.0
2830,fighting,electric,28.0,39.0,801.0,801.0,0.0
2831,No,Pz,2.0,210.0,198900.0,198900.0,0.0
2832,Livestock,Clothing,13095.0,5014.0,671205.0,671205.0,0.0
2833,Southern Asia,Eastern Asia,7.0,6.0,157.0,157.0,0.0
2834,Oman,Colombia,368.0,368.0,73646.0,73646.0,0.0
2835,SAL-MAR Construction,Visuals,1.0,1.0,56194.0,56194.0,0.0
2836,Switzerland,Singapore,368.0,368.0,72485.0,72485.0,0.0
2837,euro,Euro,2818.0,121517.0,320551.0,320551.0,1.0
2838,3083,3083,1.0,1.0,374362.0,374362.0,1.0
2839,1024,1024,36.0,44.0,374362.0,374362.0,1.0
2840,Birmingham,Dortmund,3.0,10.0,4572.0,4572.0,0.0
2841,Z15,Z06,33.0,33.0,2150.0,2150.0,0.0
2842,Montana,Delaware,32.0,16.0,2720.0,2720.0,0.0
2843,T23,642,1.0,1135.0,61779.0,61779.0,0.0
2844,final_consumption_expenditure,exports_of_goods_and_services,9234.0,9213.0,81106.0,81106.0,0.0
2845,Turkey,"China, Macao SAR",12526.0,2576.0,1189482.0,1189482.0,0.0
2846,write,writing,2.0,311.0,31212.0,31212.0,1.0
2847,642,T23,1135.0,1.0,61779.0,61779.0,0.0
2848,Sunderland,Ibaraki,4.0,3.0,4572.0,4572.0,0.0
2849,8000,8000,2.0,3.0,374362.0,374362.0,1.0
2850,Mississippi,California,59.0,703.0,7930.0,7930.0,0.0
2851,"China, Hong Kong SAR",Montserrat,368.0,368.0,73646.0,73646.0,0.0
2852,00821-0755,96931-7350,1.0,2.0,1973.0,1973.0,0.0
2853,516,516,3.0,1.0,374362.0,374362.0,1.0
2854,8779,8779,10.0,6.0,374362.0,374362.0,1.0
2855,1435,1435,1.0,2.0,374362.0,374362.0,1.0
2856,RICHMOND,SOUTHWEST HILLS,801.0,185.0,70964.0,70964.0,0.0
2857,MD,MARYLAND,2322.0,1692.0,374362.0,374362.0,1.0
2858,1990,2000,2.0,5.0,1518.0,1518.0,0.0
2859,NV,NEVADA,319.0,404.0,374362.0,374362.0,1.0
2860,S04,N06,18.0,14.0,1420.0,1420.0,0.0
2861,BZ,BR,168.0,3397.0,151623.0,151623.0,0.0
2862,WISCONSIN,WI,871.0,1437.0,374362.0,374362.0,1.0
2863,DM,PL,62.0,319.0,151623.0,151623.0,0.0
2864,NIO,UGX,7185.0,20534.0,671205.0,671205.0,0.0
2865,Swiss franc,Swiss franc,20.0,279.0,48269.0,48269.0,1.0
2866,refinery_feedstocks,lubricants,5696.0,21374.0,1189482.0,1189482.0,0.0
2867,Senior Partner,Sr. Staff Attorney,29.0,5.0,374362.0,374362.0,1.0
2868,233,233,27.0,18.0,374362.0,374362.0,1.0
2869,BN,CN,12.0,311.0,2483304.0,2483304.0,0.0
2870,Detroit,San Francisco,32.0,16.0,2720.0,2720.0,0.0
2871,real_estate_renting_and_business_activities,equals_gross_domestic_product,6167.0,13580.0,223379.0,223379.0,0.0
2872,CAD,GBP,3736.0,8758.0,108129.0,108129.0,0.0
2873,pound sterling,pound sterling,409.0,515.0,48269.0,48269.0,1.0
2874,EASTMORELAND,ARBOR LODGE,222.0,635.0,61281.0,61281.0,0.0
2875,Alaska,Vermont,2.0,1.0,910.0,910.0,0.0
2876,State of Palestine,Haiti,368.0,368.0,72485.0,72485.0,0.0
2877,61971,61971,16.0,8.0,374362.0,374362.0,1.0
2878,Cameroon,German DR,11.0,3.0,4572.0,4572.0,0.0
2879,Valdepeñas,Napa County-Lake County,82.0,1.0,150930.0,150930.0,0.0
2880,Poland,Czech Republic,368.0,208.0,73646.0,73646.0,0.0
2881,Switzerland,Germany,207.0,250.0,8406.0,8406.0,0.0
2882,Wy,Wk,3540.0,9.0,198900.0,198900.0,0.0
2883,15,15,13.0,32.0,374362.0,374362.0,1.0
2884,Saudi Arabia,13,180.0,2.0,48269.0,48269.0,0.0
2885,20,931,6.0,668.0,61779.0,61779.0,0.0
2886,527,527,1.0,1.0,374362.0,374362.0,1.0
2887,Apache/2.4.6 (CentOS) OpenSSL/1.0.1e-fips mod_fcgid/2.3.9 PHP/5.4.16 mod_jk/1.2.40,tsa_c,1.0,2.0,1781.0,1781.0,0.0
2888,Sw,Pk,2.0,128.0,198900.0,198900.0,0.0
2889,BD,JM,19.0,121.0,2483304.0,2483304.0,0.0
2890,Arts,Entertainment,12060.0,830.0,671205.0,671205.0,0.0
2891,108,108,38.0,48.0,374362.0,374362.0,1.0
2892,All Other Health and Personal Care Stores,"Brick, Stone, and Related Construction Material Merchant Wholesalers",1.0,4.0,374362.0,374362.0,0.0
2893,1303,1303,5.0,11.0,374362.0,374362.0,1.0
2894,Livestock,Bird,9.0,334.0,78256.0,78256.0,0.0
2895,mining_and_quarrying_b,public_administration_and_defence_compulsory_social_security_o,11610.0,11010.0,320551.0,320551.0,0.0
2896,"Other Direct Insurance (except Life, Health, and Medical) Carriers","Other Professional, Scientific, and Technical Services",3.0,4.0,374362.0,374362.0,0.0
2897,MAILEDIN,ONLINE,2129.0,112564.0,374362.0,374362.0,0.0
2898,30,20,11.0,8.0,82958.0,82958.0,0.0
2899,Aggravated Assault,Arson,1699.0,146.0,61497.0,61497.0,0.0
2900,FOUNDING ARTISITC DIRECTOR,FOUNDING ARTISTIC DIRECTOR,1.0,1.0,374362.0,374362.0,1.0
2901,Vermont,District of Columbia,10.0,41.0,10621.0,10621.0,0.0
2902,PB2,712,1.0,841.0,61497.0,61497.0,0.0
2903,hotels_and_restaurants,land_transport_transport_via_pipelines_water_transport_air_transport_supporting_and_auxiliary_transport_activities_activities_of_travel_agencies,5912.0,3356.0,223379.0,223379.0,0.0
2904,Nebraska,Rhode Island,24.0,24.0,1224.0,1224.0,0.0
2905,Vermont,Virginia,27.0,924.0,48722.0,48722.0,0.0
2906,5235,5235,2.0,1.0,374362.0,374362.0,1.0
2907,1119,1119,2.0,2.0,374362.0,374362.0,1.0
2908,United Republic of Tanzania: Zanzibar,Ireland,26.0,46.0,9234.0,9234.0,0.0
2909,"LLM, LLMC, Paralegal","LLM, LLMC, PARALEGAL",2.0,5.0,374362.0,374362.0,1.0
2910,Nigeria,Kenya,368.0,368.0,73646.0,73646.0,0.0
2911,Iowa,Nebraska,13.0,4.0,910.0,910.0,0.0
2912,Managing Paralegal,MANAGING PARALEGAL,8.0,9.0,374362.0,374362.0,1.0
2913,MP,NORTHERN MARIANA ISLANDS,34.0,5.0,374362.0,374362.0,1.0
2914,Lucas County,Dade County,1.0,1.0,910.0,910.0,0.0
2915,412,839,13.0,1.0,10001.0,10001.0,0.0
2916,Nashville-Davidson,Austin,16.0,16.0,2720.0,2720.0,0.0
2917,Electric,Water,44.0,112.0,800.0,800.0,0.0
2918,Cuba,Tunisia,2.0,4.0,4572.0,4572.0,0.0
2919,"4,5","5,11",1.0,1.0,100048.0,100048.0,0.0
2920,SO,IQ,2.0,2.0,161.0,161.0,0.0
2921,tsa_c,Apache/2.4.6 (CentOS) OpenSSL/1.0.1e-fips mod_fcgid/2.3.9 PHP/5.4.16 mod_jk/1.2.40,2.0,1.0,1781.0,1781.0,0.0
2922,British Virgin Islands,Togo,368.0,368.0,72485.0,72485.0,0.0
2923,Missouri,Oregon,20.0,15.0,910.0,910.0,0.0
2924,Turkey,Jamaica,2.0,1.0,4572.0,4572.0,0.0
2925,8074,8074,4.0,2.0,374362.0,374362.0,1.0
2926,Changes in inventories,General government final consumption expenditure,6894.0,9043.0,79422.0,79422.0,0.0
2927,Burglary,DUII,4102.0,1483.0,61497.0,61497.0,0.0
2928,"Memorandum Item: FISIM, if distributed to uses","Wholesale and retail trade, transportation and storage, accommodation and food service activities",127.0,2906.0,68023.0,68023.0,0.0
2929,DSL,Internet (VOIP),26715.0,48397.0,943111.0,943111.0,0.0
2930,a1050000006GlCE,a1050000006Tr3k,94.0,4.0,4861.0,4861.0,0.0
2931,Redford,Destin,1.0,1.0,24591.0,24591.0,0.0
2932,HAYDEN ISLAND,ARGAY,607.0,626.0,61281.0,61281.0,0.0
2933,7281,7281,2.0,1.0,374362.0,374362.0,1.0
2934,5362,5362,2.0,2.0,374362.0,374362.0,1.0
2935,720,881,882.0,596.0,59853.0,59853.0,0.0
2936,10,641,4.0,695.0,61497.0,61497.0,0.0
2937,real_estate_renting_and_business_activities,education_health_and_social_work_other_community_social_and_personal_services,6045.0,10243.0,225363.0,225363.0,0.0
2938,New Zealand dollar,New Zealand Dollars,131.0,129.0,48269.0,48269.0,1.0
2939,BUCKMAN-EAST,BROOKLYN,931.0,389.0,80256.0,80256.0,0.0
2940,Austrian Grand Prix,South African Grand Prix,31.0,23.0,997.0,997.0,0.0
2941,Vermentino di Gallura,Colli Tortonesi,17.0,1.0,150930.0,150930.0,0.0
2942,Fighting,Flying,27.0,4.0,800.0,800.0,0.0
2943,Financial Services,Audit Services,2375.0,2656.0,151623.0,151623.0,0.0
2944,009V,340,1.0,1.0,198900.0,198900.0,0.0
2945,6229,6229,2.0,2.0,374362.0,374362.0,1.0
2946,E_HOR,E_D213,1.0,52.0,11106.0,11106.0,0.0
2947,Z13,Y12b,33.0,1.0,2117.0,2117.0,0.0
2948,416,416,3.0,5.0,374362.0,374362.0,1.0
2949,3003,3003,2.0,1.0,374362.0,374362.0,1.0
2950,dragon,fairy,27.0,18.0,801.0,801.0,0.0
2951,Specialty Stores,Leisure Products,9.0,2.0,505.0,505.0,0.0
2952,Texas,Arkansas,60.0,17.0,910.0,910.0,0.0
2953,Smoothed 5-year,Market,4.0,2.0,2720.0,2720.0,0.0
2954,Portugal,Canada,3.0,3.0,73.0,73.0,0.0
2955,POWELHST-GILBRT,RUSSELL,2576.0,397.0,64618.0,64618.0,0.0
2956,016D,050A,19.0,1.0,198900.0,198900.0,0.0
2957,MAINE,ME,71.0,125.0,374362.0,374362.0,1.0
2958,Tonga,Armenia,46.0,26.0,9234.0,9234.0,0.0
2959,88331,88331,17.0,26.0,374362.0,374362.0,1.0
2960,PL,DM,319.0,62.0,151623.0,151623.0,0.0
2961,"ASSOCIATE, ATTORNEY AT LAW","Associate, Attorney at Law",2.0,76.0,374362.0,374362.0,1.0
2962,New Hampshire,Arkansas,52.0,86.0,10621.0,10621.0,0.0
2963,Messinia,Bekaa Valley,1.0,22.0,129971.0,129971.0,0.0
2964,ATTORNEY OF RECORD,Attorney of Record,129.0,758.0,374362.0,374362.0,1.0
2965,transport_storage_and_communication_isic_i,total_value_added,9188.0,9234.0,73646.0,73646.0,0.0
2966,Fashion Design,Fashion Designers,85.0,5.0,31212.0,31212.0,1.0
2967,Danish Krone,Danish krone,318.0,509.0,48269.0,48269.0,1.0
2968,85685,85685,1.0,2.0,374362.0,374362.0,1.0
2969,Idaho,New York,16.0,112.0,2720.0,2720.0,0.0
2970,OR,OREGON,1630.0,2723.0,374362.0,374362.0,1.0
2971,VIRGIN ISLANDS,VI,21.0,17.0,374362.0,374362.0,1.0
2972,903,903,1.0,2.0,374362.0,374362.0,1.0
2973,notation,video observation,749.0,370375.0,513373.0,513373.0,0.0
2974,SUNDERLAND,GRESHAM - SOUTHWEST GRESH,154.0,1.0,73590.0,73590.0,0.0
2975,Open Internet/Net Neutrality,Availability,38826.0,48275.0,943111.0,943111.0,0.0
2976,Georgia,Tennessee,1.0,1.0,52.0,52.0,0.0
2977,Delaware,Montana,16.0,32.0,2720.0,2720.0,0.0
2978,Plus: Statistical discrepancy,"Professional, scientific and technical activities",2.0,1041.0,61626.0,61626.0,0.0
2979,Israel,Ireland,368.0,368.0,73645.0,73645.0,0.0
2980,ARDENWALD,E COLUMBIA,47.0,337.0,73590.0,73590.0,0.0
2981,InfoUSA; USDA,Death certificate,110.0,1248.0,403984.0,403984.0,0.0
2982,RI,ME,7575.0,7384.0,403984.0,403984.0,0.0
2983,605,605,3.0,3.0,374362.0,374362.0,1.0
2984,Iran (Islamic Republic of),9,1799.0,8.0,191325.0,191325.0,0.0
2985,797,749,1.0,1.0,10001.0,10001.0,0.0
2986,LSL,UAH,422.0,963.0,671205.0,671205.0,0.0
2987,7149,7149,3.0,5.0,374362.0,374362.0,1.0
2988,339,339,2.0,3.0,374362.0,374362.0,1.0
2989,Missouri,Hawaii,12610.0,24.0,359836.0,359836.0,0.0
2990,IMMIGRATION SPECIALIST,Immigration Specialist,9.0,88.0,374362.0,374362.0,1.0
2991,Chad,Marshall Islands,368.0,368.0,73645.0,73645.0,0.0
2992,111,111,206.0,221.0,374362.0,374362.0,1.0
2993,Texas,New Hampshire,25339.0,4213.0,359836.0,359836.0,0.0
2994,2419,2419,4.0,5.0,374362.0,374362.0,1.0
2995,Management Counsel,MANAGEMENT COUNSEL,6.0,2.0,374362.0,374362.0,1.0
2996,"2,11","8,12",2.0,35.0,595971.0,595971.0,0.0
2997,IOWA,IA,484.0,692.0,374362.0,374362.0,1.0
2998,South Dakota,Nevada,16.0,32.0,2720.0,2720.0,0.0
2999,Closed Captioning over the Internet,Indecency,265.0,21450.0,943111.0,943111.0,0.0
3000,Maryland,Missouri,7575.0,7386.0,403984.0,403984.0,0.0
3001,5070,5070,3.0,1.0,374362.0,374362.0,1.0
3002,NCON,NBRK,127025.0,198806.0,9971582.0,9971582.0,0.0
3003,23110,23110,4.0,6.0,374362.0,374362.0,1.0
3004,FJI,SAU,125.0,130.0,21477.0,21477.0,0.0
3005,Pakistan,Timor-Leste,368.0,208.0,72485.0,72485.0,0.0
3006,ARGAY,HAYDEN ISLAND,626.0,607.0,61281.0,61281.0,0.0
3007,RI,IA,48.0,32.0,2720.0,2720.0,0.0
3008,Estremadura,Moscatel de Setúbal,44.0,7.0,129971.0,129971.0,0.0
3009,712,942,903.0,1045.0,59853.0,59853.0,0.0
3010,GMB,MNG,8.0,5.0,2772.0,2772.0,0.0
3011,"Manufacturing, mining and quarrying and other industrial activities",Equals: GROSS DOMESTIC PRODUCT,2642.0,3456.0,61626.0,61626.0,0.0
3012,"Bahamas, The",Cabo Verde,1.0,1.0,269.0,269.0,0.0
3013,REPRESENTATIVE WITH GULF COAST ASIAN RESOURCES,REPRESENATIVE WITH GULF COAST ASIAN RESOURCES,3.0,2.0,374362.0,374362.0,1.0
3014,Safety Studies,Procurement Technical Assistance,154.0,3186.0,151623.0,151623.0,0.0
3015,MANAGER,Manager,9.0,4.0,374362.0,374362.0,1.0
3016,GRESHAM - ROCKWOOD GROUP,VERNON,120.0,411.0,80256.0,80256.0,0.0
3017,972,961,1520.0,1204.0,82958.0,82958.0,0.0
3018,E_120,E_D304,52.0,52.0,11106.0,11106.0,0.0
3019,2316,2316,10.0,5.0,374362.0,374362.0,1.0
3020,21002,21002,1.0,3.0,374362.0,374362.0,1.0
3021,8764,8764,6.0,4.0,374362.0,374362.0,1.0
3022,Columbia Valley,Southern Oregon,9157.0,662.0,150930.0,150930.0,0.0
3023,2512,2512,7.0,15.0,374362.0,374362.0,1.0
3024,Trinidad and Tobago,Malta,368.0,368.0,73645.0,73645.0,0.0
3025,Kenya,Dominican Republic,75825.0,496.0,671205.0,671205.0,0.0
3026,133,133,7.0,4.0,374362.0,374362.0,1.0
3027,French Grand Prix,Turkish Grand Prix,59.0,7.0,997.0,997.0,0.0
3028,225,225,39.0,41.0,374362.0,374362.0,1.0
3029,Botswana,Guatemala,1.0,1.0,155.0,155.0,0.0
3030,NORTH CAROLINA,NC,4081.0,4223.0,374362.0,374362.0,1.0
3031,uranium,animal_waste,684.0,1922.0,1189482.0,1189482.0,0.0
3032,tr,ar,424.0,320.0,85881.0,85881.0,0.0
3033,Kansas,District of Columbia,1.0,1.0,52.0,52.0,0.0
3034,ARBOR LODGE,GLENFAIR,623.0,460.0,61497.0,61497.0,0.0
3035,Rwanda,Togo,104.0,22.0,15736.0,15736.0,0.0
3036,Yugoslavia,Sweden,20.0,19.0,4572.0,4572.0,0.0
3037,MONT,HAYW,303165.0,221568.0,9971582.0,9971582.0,0.0
3038,3111,3111,14.0,19.0,374362.0,374362.0,1.0
3039,BRIDLEMILE,GRANT PARK,39.0,360.0,61779.0,61779.0,0.0
