Category_Set,Category_Occurrences,Total_Examples,Entity_Number
Miniature Dachshund Short Haired        ,7,82545,392
Miniature Dachshund Wire Haired         ,1,82545,393
Miniature Fox Terrier                   ,59,82545,394
Miniature Groodle                       ,1,82545,395
Miniature Pinscher,34,82545,396
Miniature Pinscher                                ,31,82545,396
Miniature Pinscher                      ,10,82545,396
MINIATURE PINSCHER,1,82545,396
Miniature Pinscher X,1,82545,397
Miniature Pomeranian                    ,3,82545,398
Miniature Poodle                        ,43,82545,399
Miniature Schnauzer                               ,157,82545,400
Miniature Schnauzer                     ,153,82545,400
Miniature Schnauser,2,82545,400
MINITURE FOX TERRIER WIRE HAIR,1,82545,401
Mixed                                             ,245,82545,402
Mixed Breed,12,82545,403
Moodle,71,82545,404
Moodle                                  ,33,82545,404
Musterlander                            ,8,82545,405
Munsterlander                                     ,6,82545,405
MUNSTERLANDER,1,82545,405
Munsterlander,1,82545,405
Munsterlander - Large,1,82545,406
Munsterlander X                                   ,1,82545,407
Neapolitan Mastiff,6,82545,408
Neopolitan Mastiff                                ,3,82545,408
Neapolitan Mastiff                      ,2,82545,408
Neapolitan Mastiff X,5,82545,409
Neopolitan Mastiff X                              ,2,82545,409
New Zealand Huntaway,2,82545,410
New Zealand Huntaway                    ,1,82545,410
Newfoundland                                      ,13,82545,411
Newfoundland,9,82545,411
Newfoundland                            ,6,82545,411
Newfoundland X,1,82545,412
Newfoundland X                                    ,1,82545,412
Norfolk Terrier,2,82545,413
Norfolk Terrier                         ,1,82545,413
Norwegian Buhund                                  ,1,82545,414
Norwegian Elk Hound,6,82545,415
Norwegian Elkhound,6,82545,415
Norwegian Elkhound                                ,6,82545,415
Norwegian Elkhound                      ,2,82545,415
Norwegian Elkhound Cross,1,82545,416
Norwich Terrier,1,82545,417
Nova Scotia Duck Tolling Retriever                ,18,82545,418
Nova Scotia Duck Tolling Retriever,11,82545,418
Nova Scotia Duck Tolling Retriever      ,10,82545,418
Nova Scotia Duck Tolling Retriever Cross,1,82545,419
Nova Scotia Duck Tolling Retriever X,1,82545,420
NZ Shepherd                             ,1,82545,421
Old English Sheepdog,18,82545,422
Old English Sheep Dog                             ,10,82545,422
Old English Sheepdog                    ,10,82545,422
Old English Sheep Dog X                           ,3,82545,423
Papillon                                          ,75,82545,424
Papillon,69,82545,424
Papillon                                ,48,82545,424
Papillion,40,82545,424
PAPILLON,4,82545,424
Papillion X,24,82545,425
PAPILLON  CROSS,4,82545,426
Papillon Cross,2,82545,426
Papillon X,36,82545,427
Papillon X                                        ,33,82545,427
Parson Jack Russell Terrier             ,3,82545,428
Pekingese,15,82545,429
Pekingese                                         ,9,82545,429
Pekingese                               ,4,82545,429
PEKINGESE,3,82545,429
Pekinese,2,82545,429
Pekingese Cross,1,82545,430
Pekingese X,13,82545,431
Pekingese X                                       ,9,82545,431
Pembroke Corgi                          ,9,82545,432
Pembroke Corgi,6,82545,432
Petit basset Griffon Vendeen            ,3,82545,433
Petit Basset Griffon Vendeen            ,2,82545,433
Pharaoh Hound                                     ,1,82545,434
Pharoah Hound                           ,1,82545,434
Pharoh Hound,1,82545,434
Pharaoh Hound X                                   ,1,82545,435
Pinscher - Miniature,9,82545,436
Pinscher X,2,82545,437
Pit Bull Terrier,2,82545,438
Pit Bull Terrier                        ,2,82545,438
Pit Bull Terrier X,1,82545,439
Pointer,29,82545,440
Pointer                                           ,24,82545,440
Pointer                                 ,3,82545,440
Pointer Cross,1,82545,441
Pointer X,16,82545,442
Pointer X                                         ,14,82545,442
Polish Lowland Sheepdog                           ,2,82545,443
Pomeranian,340,82545,444
Pomeranian                                        ,183,82545,444
Pomeranian                              ,74,82545,444
POMERANIAN,4,82545,444
Pomeranian - Miniature,2,82545,445
Pomeranian Cross,24,82545,446
POMERANIAN CROSS,6,82545,446
Pomeranian X,372,82545,447
Pomeranian X                                      ,248,82545,447
Pomeranian X - Miniature,2,82545,448
Poodle,248,82545,449
Poodle                                  ,202,82545,449
Poodle (Miniature)                                ,121,82545,450
Poodle Miniature,71,82545,450
Poodle - Miniature,57,82545,450
Poodle (Miniature),47,82545,450
POODLE MINIATURE,10,82545,450
Poodle (Standard)                                 ,162,82545,451
Poodle Standard,48,82545,451
Poodle - Standard,15,82545,451
POODLE STANDARD,3,82545,451
Poodle (Toy)                                      ,205,82545,452
Poodle - Toy,120,82545,452
Poodle Toy,93,82545,452
Poodle (Toy),77,82545,452
POODLE TOY,18,82545,452
Poodle (Miniature) X                              ,24,82545,453
Poodle (Miniature) X,8,82545,453
Poodle (Standard) X                               ,451,82545,454
Poodle Standard X,1,82545,454
Poodle (Toy) X                                    ,44,82545,455
Poodle (Toy) X,9,82545,455
POODLE MINATURE CROSS,17,82545,456
Poodle Miniature Cross,52,82545,457
Poodle Standard Cross,34,82545,458
POODLE STANDARD CROSS,7,82545,458
Poodle Toy Cross,21,82545,459
POODLE TOY CROSS,4,82545,459
Poodle X,331,82545,460
Poodle X - Miniature,4,82545,461
Poodle X - Toy,21,82545,462
Portuguese Water Dog,5,82545,463
Portugese Water Dog,4,82545,463
Portuguese Water Dog                    ,4,82545,463
Portuguese Water Dog                              ,3,82545,463
Portugese Water Dog                     ,2,82545,463
Pug,228,82545,464
Pug                                               ,206,82545,464
Pug                                     ,106,82545,464
PUG,11,82545,464
Pug Cross,23,82545,465
PUG CROSS,7,82545,465
Pug X                                             ,198,82545,466
Pug X,111,82545,466
Pugalier,62,82545,467
Pugalier                                ,18,82545,467
Puli,4,82545,468
Puli                                              ,2,82545,468
Pyrenean Mountain Dog                             ,3,82545,469
Pyrenean Mountain Dog,2,82545,469
Pyrenean Mountian Dog,2,82545,469
Pyrenean Mountain Dog                   ,1,82545,469
Pyrenean Mountain Dog X                           ,1,82545,470
Rare                                              ,1,82545,471
Red Heeler,41,82545,472
Red Heeler X,54,82545,473
Retriever                                         ,56,82545,474
Retriever                               ,19,82545,474
Retriever,15,82545,474
Retriever - Curly Coated,9,82545,475
Retriever Curly,1,82545,476
Retriever Golden,21,82545,477
Retriever X                                       ,22,82545,478
Retriever X,12,82545,478
Retriever X - Curly Coated,2,82545,479
Rhodesian Ridgeback,126,82545,480
Rhodesian Ridgeback                               ,118,82545,480
Rhodesian Ridgeback                     ,84,82545,480
RHODESIAN RIDGEBACK,6,82545,480
Rhodesian Ridgeback Cross,13,82545,481
RHODESIAN RIDGEBACK CROSS,5,82545,481
Rhodesian Ridgeback X                             ,174,82545,482
Rhodesian Ridgeback X,153,82545,482
River Murray Retriever                  ,2,82545,483
Rottweiler,436,82545,484
Rottweiler                                        ,325,82545,484
Rottweiler                              ,75,82545,484
ROTTWEILER,2,82545,484
Rottweiler Cross,13,82545,485
ROTTWEILER CROSS,1,82545,485
Rottweiler X,308,82545,486
Rottweiler X                                      ,241,82545,486
Russian Black Terrier,1,82545,487
Russo - European Laika                  ,1,82545,488
Saint Bernard,5,82545,489
Saint Bernard                           ,5,82545,489
Saint Bernard X,1,82545,490
Saluki,11,82545,491
Saluki                                  ,4,82545,491
Saluki                                            ,4,82545,491
Saluki Cross,1,82545,492
Saluki X                                          ,1,82545,493
Samoyed                                           ,52,82545,494
Samoyed,44,82545,494
Samoyed                                 ,29,82545,494
SAMOYED,1,82545,494
Samoyed Cross,4,82545,495
SAMOYED CROSS,2,82545,495
Samoyed X,15,82545,496
Samoyed X                                         ,12,82545,496
Samreiver                               ,1,82545,497
Schipperke,26,82545,498
Schipperke                                        ,18,82545,498
Schipperke                              ,9,82545,498
SCHIPPERKE,1,82545,498
Schipperke X,3,82545,499
Schipperke X                                      ,1,82545,499
Schnauzer,212,82545,500
Schnauzer                                         ,97,82545,500
Schnauser,18,82545,500
SCHNAUZER,3,82545,500
Schnauzer - Miniature,85,82545,501
Schnauzer (Miniature),66,82545,501
Schnauzer Miniature,27,82545,501
SCHNAUZER MINIATURE,25,82545,501
Schnauzer (Giant),3,82545,502
SCHNAUZER GIANT,1,82545,502
Schnauzer (Giant) X,1,82545,503
Schnauzer (Miniature) X,3,82545,504
Schnauzer Cross,23,82545,505
SCHNAUZER CROSS,8,82545,505
Schnauzer Miniature Cross,2,82545,506
Schnauzer Standard                      ,63,82545,507
Schnauzer X                                       ,52,82545,508
Schnauzer X,31,82545,508
Schnauzer X - Miniature,19,82545,509
Schnauzer X Poodle (listed as Schnoodle)          ,30,82545,510
Schnoodle                               ,29,82545,511
Schnoodle,19,82545,511
Scotch Collie,2,82545,512
Scotch Terrier,19,82545,513
Scotch Terrier X,2,82545,514
Scottish Terrier,25,82545,515
Scottish Terrier                                  ,24,82545,515
Scottish Terrier                        ,12,82545,515
SCOTTISH TERRIER,5,82545,515
Scottish Terrier Cross,2,82545,516
Scottish Terrier X,5,82545,517
Scottish Terrier X                                ,1,82545,517
Setter                                  ,2,82545,518
Shar Pei,153,82545,519
Shar Pei                                          ,78,82545,519
Shar-Pei,6,82545,519
SHAR PEI,5,82545,519
Shar Pei Chinese                        ,35,82545,520
Shar Pei X                                        ,91,82545,521
Shar Pei X,71,82545,521
Shar-Pei Cross,2,82545,522
Sharplaninac,1,82545,523
Sheepdog,4,82545,524
Sheepdog X,3,82545,525
Sheltie                                 ,13,82545,526
Sheltie,2,82545,526
Shepherd,11,82545,527
Shepherd X,18,82545,528
Shetland Collie                         ,2,82545,529
Shetland Sheep Dog                                ,91,82545,530
Shetland Sheepdog,49,82545,530
Shetland Sheepdog                       ,31,82545,530
SHETLAND SHEEP DOG,3,82545,530
Shetland Sheep Dog X                              ,10,82545,531
Shetland Sheepdog X,4,82545,531
Shetland Sheepdog (Sheltie),43,82545,532
Shetland Sheepdog (Sheltie) X,1,82545,533
Shetland Sheepdog Cross,3,82545,534
Shiba Inu,16,82545,535
Shiba Inu                                         ,13,82545,535
Shiba Inu                               ,4,82545,535
Shiba Inu X                                       ,2,82545,536
Shiba Inu X,1,82545,536
Shih Tzu,257,82545,537
Shih Tzu                                          ,170,82545,537
Shih Tzu                                ,135,82545,537
Shih-Tzu,30,82545,537
Shihtzu,19,82545,537
SHIH TZU,6,82545,537
Shih-Tzu Cross,54,82545,538
SHIH TZU CROSS,12,82545,538
Shih Tzu X,605,82545,539
Shih Tzu X                                        ,427,82545,539
Siberian Husky,376,82545,540
Siberian Husky                                    ,317,82545,540
Siberian Husky                          ,45,82545,540
Siberian Husky Cross,2,82545,541
Siberian Husky X                                  ,114,82545,542
Siberian Husky X,81,82545,542
Silky Terrier,74,82545,543
Silky Terrier -  Miniature,1,82545,544
Silky Terrier X,59,82545,545
Silky Terrier X -  Miniature,1,82545,546
Skye Terrier,8,82545,547
SKYE TERRIER,1,82545,547
Skye Terrier Cross,1,82545,548
Skye Terrier X,2,82545,549
Skye Terrier X                                    ,1,82545,549
Smithfield,2,82545,550
Smithfield Cattle Dog                   ,4,82545,551
Smithfield X,1,82545,552
Soft Coat Wheaten Terrier,11,82545,553
SOFT COATED WHEATON TERRIER,7,82545,553
Soft Coated Wheaten Terrier                       ,4,82545,553
Spanador                                ,3,82545,554
Spaniel                                 ,29,82545,555
Spaniel,20,82545,555
Spaniel Cocker,18,82545,556
Spaniel English Springer,1,82545,557
Spaniel Labrador                        ,1,82545,558
Spaniel X,20,82545,559
Spaniel X                                         ,17,82545,559
Spaniel x Beagle (listed as Speagle)              ,1,82545,560
Spitz                                   ,2,82545,561
Spitz (see German/Japanese/Finnish)               ,5,82545,562
Spitz X,1,82545,563
Spitz X (see German/Japanes/Finnish)              ,2,82545,564
Spoodle                                 ,174,82545,565
Spoodle,172,82545,565
Spoodle (Spaniel X Poodle)                        ,202,82545,566
Spoodle X,11,82545,567
Spoodle X (Spaniel X Poodle)                      ,9,82545,568
Springer Spaniel                        ,10,82545,569
Springer Spaniel,6,82545,569
Springer Spaniel X,4,82545,570
St. Bernard,12,82545,571
St Bernard                                        ,9,82545,571
St Bernard,3,82545,571
St Bernard X                                      ,3,82545,572
St. Bernard X,1,82545,572
Staffordshire Bull Terrier                        ,1245,82545,573
Staffordshire Bull Terrier,1195,82545,573
Staffordshire Bull Terrier              ,253,82545,573
STAFFORDSHIRE BULL TERRIER,16,82545,573
Staffordshire Bull Terrier Cross,42,82545,574
STAFFORDSHIRE BULL TERRIER CROSS,7,82545,574
Staffordshire Bull Terrier X                      ,1530,82545,575
Staffordshire Bull Terrier X,1506,82545,575
Staffordshire Terrier                   ,85,82545,576
Staffordshire Terrier,1,82545,576
Staghound                               ,5,82545,577
Stag Hound,4,82545,577
Stag Hound X,4,82545,578
Standard Poodle                                   ,13,82545,579
Standard Poodle                         ,4,82545,579
Stumpy Tailed Cattle                    ,1,82545,580
Sussex Spaniel,2,82545,581
Sussex Spaniel                          ,1,82545,581
Swedish Vallhund,8,82545,582
Swedish Vallhund                                  ,4,82545,582
Swedish Vallhund                        ,1,82545,582
Swedish Wolfhound                       ,1,82545,583
Sydney Silky terrier                    ,11,82545,584
TENNTIFIELD TERRIER CROSS,1,82545,585
Tenterfield Terrier,278,82545,586
Tenterfield Terrier                               ,247,82545,586
Tenterfield Terrier                     ,88,82545,586
TENTERFIELD TERRIER,7,82545,586
Tenterfield Terrier cross,20,82545,587
Tenterfield Terrier X,80,82545,588
Tenterfield Terrier X                             ,47,82545,588
Terrier,103,82545,589
Terrier                                 ,88,82545,589
Terrier                                           ,51,82545,589
TERRIER - UNKNOWN,11,82545,590
Terrier Fox Mini,5,82545,591
Terrier Jack Russell,45,82545,592
Terrier Kerry Blue,2,82545,593
Terrier S`Shire Bull,27,82545,594
Terrier Welsh,1,82545,595
Terrier Westhighland,19,82545,596
Terrier X,293,82545,597
Terrier X                                         ,141,82545,597
Terrier Yorkshire,1,82545,598
Tibetan Mastiff,4,82545,599
Tibetan Mastiff                                   ,4,82545,599
Tibetan Spaniel,61,82545,600
Tibetan Spaniel                                   ,43,82545,600
Tibetan Spaniel                         ,37,82545,600
TIBETAN SPANIEL,3,82545,600
Tibetan Spaniel Cross,5,82545,601
Tibetan Spaniel X,23,82545,602
Tibetan Spaniel X                                 ,14,82545,602
Tibetan Terrier,9,82545,603
Tibetan Terrier                                   ,4,82545,603
Tibetian Terrier                        ,4,82545,603
Tibetan Terrier X,2,82545,604
Toy Poodle                              ,83,82545,605
Toy Terrier                             ,1,82545,606
Unknown                                           ,79,82545,607
Unknown,19,82545,607
Unknown Breed                           ,1,82545,608
Unknown-pleaseadvise,3,82545,609
Vizsla Pointer                          ,4,82545,610
Water Spaniel,1,82545,611
Weimaraner,59,82545,612
Weimaraner                                        ,36,82545,612
Weimaraner X                                      ,8,82545,613
Weimaraner X,2,82545,613
Weimeraner                              ,35,82545,614
WEIMERANER,4,82545,614
WELSH CORGI,2,82545,615
Welsh Corgi                             ,2,82545,615
Welsh Corgi  X (Cardigan),9,82545,616
Welsh Corgi (Cardigan) X                          ,8,82545,616
Welsh Corgi (Cardigan)                            ,9,82545,617
Welsh Corgi Cardigan,5,82545,617
Welsh Corgi (Cardigan),1,82545,617
WELSH CORGIE CARDIGAN,1,82545,617
Welsh Corgi (Pembroke),15,82545,618
Welsh Corgi (Pembroke)                            ,8,82545,618
Welsh Corgi Pembroke,4,82545,618
WELSH CORGIE PEMBROKE,4,82545,618
Welsh Corgi (Pembroke) Cross,4,82545,619
Welsh Corgi (Pembroke) X                          ,5,82545,620
Welsh Pemb Corgi X,1,82545,621
Welsh Springer Spaniel,12,82545,622
Welsh Springer Spaniel                            ,9,82545,622
Welsh Springer Spaniel                  ,2,82545,622
Welsh Terrier,5,82545,623
Welsh Terrier                           ,2,82545,623
WELSH TERRIER,1,82545,623
West Highland Terrier                   ,164,82545,624
West Highland Terrier,105,82545,624
West Highland Terrier X,40,82545,625
West Highland White Terrier                       ,231,82545,626
West Highland White Terrier,140,82545,626
WEST HIGHLAND WHITE TERRIER,17,82545,626
West Highland White Terrier Cross,24,82545,627
WEST HIGHLAND WHITE TERRIER CROSS,4,82545,627
West Highland White Terrier X                     ,73,82545,628
West Highland White Terrier X,27,82545,628
Wheaton Terrier                         ,3,82545,629
Whippet                                           ,154,82545,630
Whippet,142,82545,630
Whippet                                 ,58,82545,630
WHIPPET,7,82545,630
Whippet Cross,8,82545,631
Whippet X                                         ,34,82545,632
Whippet X,30,82545,632
White Swiss Shepherd,6,82545,633
White Swiss Shepard,1,82545,633
White Swiss Shepherd                    ,1,82545,633
White Swiss Shepherd Dog                          ,13,82545,634
Wirehaired Terrier                      ,4,82545,635
Wire Hair Terrier,3,82545,635
Wire Hair Terrier X,1,82545,636
Wire Haired Fox Terrier                 ,2,82545,637
Wolfhound X,6,82545,638
X Breed,91,82545,639
X Breed                                 ,2,82545,639
XOLOITZCUINTLI                          ,1,82545,640
Yorkshire Terrier                                 ,51,82545,641
Yorkshire Terrier,33,82545,641
Yorkshire Terrier                       ,16,82545,641
YORKSHIRE TERRIER,3,82545,641
YORKSHIRE TERRIER CROSS,1,82545,642
Yorkshire Terrier Cross,1,82545,642
Yorkshire Terrier X,7,82545,643
Yorkshire Terrier X                               ,4,82545,643
