Category_Set,Category_Occurrences,Total_Examples,Entity_Number
Manufacturing - OtherReal Estate/Property ManagementConstruction - Residential & Commercial/Office,1,22000,482
"Electronics, Components, and Semiconductor MfgManagement Consulting ServicesOther/Not Classified",1,22000,483
BankingReal Estate/Property ManagementAccounting and Auditing Services,1,22000,484
"Gurnee, IL",1,22000,485
Computer SoftwareEducationComputer/IT Services,1,22000,486
Computer HardwareComputer/IT Services,1,22000,487
Internet ServicesStaffing/Employment Agencies,1,22000,488
Staffing/Employment AgenciesGovernment and Military,1,22000,489
Printing and Publishing Architectural and Design ServicesConstruction - Residential & Commercial/Office,1,22000,490
Management Consulting ServicesComputer Software,1,22000,492
Accounting and Auditing ServicesComputer/IT ServicesFinancial Services,1,22000,493
"Jersey City, NJ",1,22000,494
"Electronics, Components, and Semiconductor MfgComputer SoftwareSecurity and Surveillance",1,22000,495
"Richardson, TX",1,22000,497
"Richardson, TX 75082",1,22000,497
Metals and Minerals; Biotechnology/Pharmaceuticals; Chemicals/Petro-Chemicals,1,22000,498
"Travel, Transportation and TourismComputer/IT Services",1,22000,499
InsuranceAccounting and Auditing Services,1,22000,500
Advertising and PR ServicesSports and Physical RecreationOther/Not Classified,1,22000,501
RetailFinancial Services,1,22000,502
Printing and Publishing Internet ServicesAdvertising and PR Services,1,22000,503
Accounting and Auditing ServicesFood and Beverage Production,1,22000,504
"Grayslake, IL",1,22000,505
Management Consulting Services Business Services - Other Other/Not Classified,1,22000,506
Management Consulting ServicesBusiness Services - OtherOther/Not Classified,1,22000,506
Insurance; Legal Services; Financial Services,1,22000,507
Computer SoftwareBusiness Services - OtherEngineering Services,1,22000,508
Construction - Industrial Facilities and InfrastructureHealthcare Services,1,22000,509
AllInsurance,1,22000,510
Barrow Industries,1,22000,511
"Highland Park, TX",1,22000,512
Computer SoftwareFinancial Services,1,22000,513
Aire-Flo Industries,1,22000,515
"Electronics, Components, and Semiconductor MfgComputer HardwareEngineering Services",1,22000,519
RetailManagement Consulting Services,1,22000,520
Hotels and LodgingEntertainment Venues and TheatersFood and Beverage Production,1,22000,521
"Consumer Packaged Goods ManufacturingTravel, Transportation and TourismHotels and Lodging",1,22000,522
RetailTelecommunications ServicesManagement Consulting Services,1,22000,523
Telecommunications Services Computer Software Computer/IT Services,1,22000,524
BankingComputer/IT Services,1,22000,525
Metals and MineralsConstruction - Industrial Facilities and InfrastructureManufacturing - Other,1,22000,526
Legal ServicesBusiness Services - Other,1,22000,527
Telecommunications Services Computer/IT Services,1,22000,528
Telecommunications Services; Computer/IT Services,1,22000,528
"Pasadena, TX 77501",1,22000,529
Automotive and Parts Mfg; Manufacturing - Other; Retail,1,22000,530
Management Consulting Services Healthcare Services,1,22000,531
Coast Tool Industrial Solutions,1,22000,532
"Brooklyn, NY",1,22000,533
"Wabash, IN 46992",1,22000,534
AllComputer SoftwareBusiness Services - Other,1,22000,535
AllReal Estate/Property ManagementOther/Not Classified,1,22000,536
Telecommunications Services; Engineering Services,1,22000,537
"Beaverton, OR",1,22000,538
"Beaverton, OR 97006",1,22000,538
Banking Business Services - Other,1,22000,539
AllConstruction - Industrial Facilities and Infrastructure,1,22000,540
"General Manager, Training, Manager, Management, Operations, Retail",1,22000,541
Transport and Storage - Materials Other/Not Classified,1,22000,542
"Southfield, MI 48075",1,22000,543
"Jernberg Industries, Inc.",1,22000,545
Telecommunications ServicesOther/Not Classified,1,22000,546
Aerospace and DefenseManufacturing - OtherEngineering Services,1,22000,547
"Round Rock, TX",1,22000,548
"Round Rock, TX 78682",1,22000,548
"West Milwaukee, WI",1,22000,549
Financial ServicesOther/Not Classified,1,22000,550
Restaurant/Food ServicesEntertainment Venues and Theaters,1,22000,552
"Travel, Transportation and Tourism; Government and Military",1,22000,553
Biotechnology/Pharmaceuticals; Engineering Services,1,22000,554
Healthcare ServicesComputer/IT ServicesMedical Devices and Supplies,1,22000,555
EG Industries,1,22000,556
Internet Services Computer Software Computer/IT Services,1,22000,557
"Carlsbad, CA 92008",1,22000,558
Chemicals/Petro-ChemicalsManufacturing - OtherEngineering Services,1,22000,559
Accounting and Auditing ServicesHealthcare ServicesGovernment and Military,1,22000,560
"Basking Ridge, NJ",1,22000,561
"Basking Ridge, NJ 07920",1,22000,561
"Manufacturing - OtherTravel, Transportation and TourismOther/Not Classified",1,22000,562
"HR, Information Systems, Business Analyst, Testing, HRIS, Human Resources, Technology",1,22000,563
Manufacturing - OtherPrinting and Publishing Construction - Residential & Commercial/Office,1,22000,564
"Travel, Transportation and Tourism Healthcare Services Other/Not Classified",1,22000,565
"Milwaukee, WI",1,22000,566
"Milwaukee, WI 53224",1,22000,566
Computer SoftwareHealthcare ServicesComputer/IT Services,1,22000,567
"Renton, WA",1,22000,568
Architectural and Design ServicesEngineering Services,1,22000,569
"Columbus, OH",3,22000,570
"Columbus, OH 43215",2,22000,570
"Columbus Ohio, OH 43085",1,22000,570
"Columbus, OH 43016",1,22000,570
"Columbus, OH 43085",1,22000,570
"Springfield, VA",1,22000,571
"Travel, Transportation and TourismHotels and LodgingFood and Beverage Production",1,22000,573
"Elk Grove Village, IL",1,22000,574
"Elk Grove Village, IL 60016",1,22000,574
"Sunnyvale, CA",1,22000,575
"Sunnyvale, CA 94086",1,22000,575
"Marvin, NC 28277",1,22000,576
Biotechnology/PharmaceuticalsComputer/IT Services,1,22000,577
"Palo Alto, CA",1,22000,578
"Arkwin Industries, Inc.",1,22000,579
Computer SoftwareHealthcare ServicesBusiness Services - Other,1,22000,580
"Electronics, Components, and Semiconductor MfgSecurity and SurveillanceEngineering Services",1,22000,581
"Pasadena, TX 77502",1,22000,582
"Lake Aluma, OK",1,22000,583
All; Manufacturing - Other,1,22000,584
Agriculture/Forestry/FishingWholesale Trade/Import-ExportBusiness Services - Other,1,22000,585
"Travel, Transportation and TourismTransport and Storage - Materials Business Services - Other",1,22000,586
Printing and Publishing Telecommunications Services,1,22000,587
Manufacturing - Other; Telecommunications Services; Computer Hardware,1,22000,588
Telecommunications ServicesComputer Software,1,22000,589
Computer HardwareComputer SoftwareHealthcare Services,1,22000,590
"Boys Town, NE 68154",1,22000,591
Legal ServicesOther/Not Classified,1,22000,592
Computer Software; Computer/IT Services; Engineering Services,1,22000,593
RetailFood and Beverage ProductionOther/Not Classified,1,22000,594
Retail Insurance,1,22000,595
Automotive and Parts MfgEngineering Services,1,22000,596
"Vernon Hills, IL 60061",1,22000,597
"Lancaster, WI",1,22000,598
"Plymouth, MN 55447",1,22000,599
"Falls Church, VA",1,22000,600
"Falls Church, VA 22042",1,22000,600
Advertising and PR Services Entertainment Venues and Theaters Other/Not Classified,1,22000,601
Biotechnology/PharmaceuticalsAccounting and Auditing ServicesComputer Software,1,22000,602
Manufacturing - OtherClothing and Textile Manufacturing,1,22000,603
Construction - Industrial Facilities and InfrastructureChemicals/Petro-ChemicalsAutomotive Sales and Repair Services,1,22000,604
"Energy and Utilities; Electronics, Components, and Semiconductor Mfg; Government and Military",1,22000,605
"Spring House, PA 19477",1,22000,606
Hotels and LodgingRestaurant/Food ServicesFood and Beverage Production,1,22000,607
Computer/IT Services Financial Services,1,22000,608
Hotels and LodgingRestaurant/Food Services,1,22000,609
Construction - Industrial Facilities and InfrastructureInternet ServicesBusiness Services - Other,1,22000,610
"Rockford, IL 61101",1,22000,611
"Boca Raton, FL 33496",1,22000,612
"Marlborough, MA 01752",1,22000,613
All; Automotive Sales and Repair Services; Other/Not Classified,1,22000,614
"Aerospace and Defense; Travel, Transportation and Tourism",1,22000,615
Industrial Design,1,22000,616
"Travel, Transportation and TourismBusiness Services - OtherOther/Not Classified",1,22000,617
AllConstruction - Industrial Facilities and InfrastructureReal Estate/Property Management,1,22000,618
Construction - Industrial Facilities and Infrastructure Real Estate/Property Management Government and Military,1,22000,619
"Chamblee, GA 30326",1,22000,621
"Indianapolis, IN",1,22000,622
Construction - Industrial Facilities and InfrastructureConstruction - Residential & Commercial/OfficeOther/Not Classified,1,22000,623
"Euclid, OH 44117",1,22000,624
AllReal Estate/Property ManagementEngineering Services,1,22000,625
AllInsuranceReal Estate/Property Management,1,22000,626
Metals and MineralsConstruction - Industrial Facilities and InfrastructureConstruction - Residential & Commercial/Office,1,22000,627
Manufacturing - OtherInsurance,1,22000,628
"Lake Zurich, IL 60047",1,22000,629
"Folsom, CA 95762",1,22000,630
Energy and UtilitiesRetailManagement Consulting Services,1,22000,631
Accounting and Auditing ServicesNonprofit Charitable OrganizationsOther/Not Classified,1,22000,633
Manufacturing - OtherArchitectural and Design ServicesConstruction - Residential & Commercial/Office,1,22000,634
Advertising and PR Services Sports and Physical Recreation Business Services - Other,1,22000,635
Advertising and PR ServicesSports and Physical RecreationBusiness Services - Other,1,22000,635
Wholesale Trade/Import-ExportRetailOther/Not Classified,1,22000,636
"Sandy Springs, GA 30342",1,22000,637
Voss Industries,1,22000,638
"Dayton, OH 45431",1,22000,639
Automotive and Parts MfgArchitectural and Design ServicesAutomotive Sales and Repair Services,1,22000,640
Telecommunications Services;Advertising and PR Services;Management Consulting Services,1,22000,641
Sports and Physical RecreationRestaurant/Food ServicesFood and Beverage Production,1,22000,642
Aerospace and Defense;Government and Military;Security and Surveillance,1,22000,643
Computer HardwareOther/Not Classified,1,22000,644
Biotechnology/Pharmaceuticals; Chemicals/Petro-Chemicals; Engineering Services,1,22000,645
"Southlake, TX 76092",1,22000,646
Real Estate/Property ManagementRental ServicesAccounting and Auditing Services,1,22000,647
"Consumer Packaged Goods ManufacturingElectronics, Components, and Semiconductor MfgManufacturing - Other",1,22000,648
Manufacturing - OtherTransport and Storage - Materials Food and Beverage Production,1,22000,649
Healthcare ServicesSecurity and Surveillance,1,22000,650
RetailHealthcare ServicesMedical Devices and Supplies,1,22000,651
Performing and Fine Arts,1,22000,652
Real Estate/Property ManagementConstruction - Residential & Commercial/OfficeOther/Not Classified,1,22000,653
Management Consulting Services; Computer Hardware; Business Services - Other,1,22000,654
"Electronics, Components, and Semiconductor MfgRetail",1,22000,655
"Maine, IL",1,22000,656
Aerospace and DefenseManufacturing - Other,1,22000,657
Internet ServicesAdvertising and PR ServicesBusiness Services - Other,1,22000,658
"Madison, WI",1,22000,659
Computer SoftwareBusiness Services - OtherComputer/IT Services,1,22000,661
"Northlake, IL 60164",1,22000,662
"Minnetonka, MN",1,22000,663
"Minnetonka, MN 55343",1,22000,663
InsuranceBusiness Services - OtherFinancial Services,1,22000,664
Accounting and Auditing Services Healthcare Services Hotels and Lodging,1,22000,665
Accounting and Auditing ServicesComputer/IT Services,1,22000,666
"Clothing and Textile ManufacturingRetailBroadcasting, Music, and Film",1,22000,667
Computer HardwareComputer Software,1,22000,669
US_EN_8_33768_43833905,1,22000,671
Manufacturing - OtherTelecommunications ServicesConstruction - Residential & Commercial/Office,1,22000,672
AllAutomotive and Parts MfgManufacturing - Other,1,22000,673
AllAccounting and Auditing ServicesConstruction - Residential & Commercial/Office,1,22000,674
"Middleton, WI 53562",1,22000,675
"Allentown, PA",1,22000,676
Construction - Industrial Facilities and InfrastructureAutomotive and Parts MfgChemicals/Petro-Chemicals,1,22000,677
Biotechnology/PharmaceuticalsLegal ServicesMedical Devices and Supplies,1,22000,678
BankingNonprofit Charitable OrganizationsFinancial Services,1,22000,679
BankingBusiness Services - OtherFinancial Services,1,22000,680
Internet ServicesManagement Consulting ServicesBusiness Services - Other,1,22000,681
