Category_Set,Category_Occurrences,Total_Examples,Entity_Number
Sports Business,11,31212,837
Sports Cars,10,31212,838
Sports Fan,73,31212,839
Sports Performance,2,31212,840
Stay at Home Parents,13,31212,841
Step-Parents,2,31212,842
Stepping up your game in Real Estate,1,31212,843
Storytelling Games,3,31212,844
Strategic Technology,1,31212,845
Strategy Games,67,31212,846
Street dance,3,31212,847
Street Photography,47,31212,848
Studio Photography,53,31212,849
Success Education,1,31212,850
Swedish Language,1,31212,851
"Swing Dance: Lindy, Blues, Balboa, Charleston",5,31212,852
Swing Dancing,35,31212,853
Tabletop Games,5,31212,854
Tabletop Games = Board Games + Card Games,1,31212,855
Tabletop Role Playing and Board Games,49,31212,856
Talent and Runway Fashion Shows,7,31212,857
Tango Music,6,31212,858
Tea Education,2,31212,859
Teaching English as a Foreign Language,3,31212,860
Teaching English as a Second Language,8,31212,861
Team Sport,8,31212,862
Technical Writing,4,31212,863
Technological Singularity,15,31212,864
Technology,625,31212,865
"Technology (Computer Forensics, Data Recovery)",3,31212,866
"Technology (Security, Audits)",17,31212,867
Technology Consulting,3,31212,868
Technology Entrepreneurs,4,31212,869
Technology Innovation,14,31212,870
Technology Networking,3,31212,871
Technology Professionals,134,31212,872
Telecommunications Industry,8,31212,873
Textile Arts,5,31212,874
Thai Language and Culture,8,31212,875
The Art of Listening,2,31212,876
The Future of Video Games,29,31212,877
Theater Industry,16,31212,878
Therapy Cats & Pets,1,31212,879
Total Wellness: Body + Mind + Soul,2,31212,880
Trader Education,3,31212,881
Trading Education,1,31212,881
Trading Card Games,3,31212,882
Trance Dance,5,31212,884
Trans Guys Social Group,1,31212,885
Transforming Education,1,31212,886
travel industry,2,31212,887
Travel Photography,61,31212,888
travel technology,6,31212,889
Turkish Belly Dance,1,31212,890
UFC and Boxing Matches Sports Bar Nights,8,31212,891
Underground Music,2,31212,892
Uniformed Services Professional Networking,1,31212,893
Urban Educators,7,31212,894
Vegan Education,16,31212,895
Video Game Entrepreneurs,6,31212,896
Vietnamese Culture,5,31212,897
Vietnamese Language & Cultural,1,31212,898
"Vocal Harmony, A Capella, Shape Note Music",1,31212,899
VoIP and Technology,7,31212,900
Volleyball Social,18,31212,901
Waldorf Inspired Crafts,1,31212,902
Watch Miami Dolphins Games NY Area,1,31212,903
Watching Movies,158,31212,904
watching rugby,1,31212,905
Water Sports,41,31212,906
Web Technology,852,31212,908
Web & New Technology,7,31212,908
Web Writing,2,31212,909
Wedding Photography,14,31212,910
Wellness,790,31212,911
Well Being,6,31212,911
Wellness & Well-Being,3,31212,913
Wellness and Complentary Lifestyels and Therapies,1,31212,914
Wellness Coaching,6,31212,915
West Coast Swing Dancing,6,31212,916
Western Martial Arts,3,31212,917
Whale Watching,1,31212,918
Why Wellness Works: How to Eat Move & Think Well,1,31212,919
Wildlife Photography,1,31212,920
Wine,356,31212,921
"Wine , Cheese and Chocolate Socials",1,31212,922
Wine & Food Events,1,31212,923
Wine and Food Lovers,6,31212,924
Wine and Food Pairing,94,31212,925
Wine Education,34,31212,926
Wine Tasting and Food,3,31212,927
"Wine,WineTasting,Wine and Food Pairing,WineLovers",20,31212,928
Winter and Summer Sports,4,31212,929
Winter Sports,24,31212,930
Witch craft,2,31212,931
Woman Entrepreneurs Business Networking,4,31212,932
Women and Spirituality,2,31212,933
Women Business Networking,23,31212,934
Women Science Technology Engineering & Mathematics,11,31212,935
Women's Business Networking,215,31212,936
Women's Health and Wellness,20,31212,937
Women's Networking,147,31212,938
Women's Social,749,31212,939
Women's Sports,17,31212,940
Women's Support Group Health and Wellness,1,31212,941
Womens Meetup for Small Business Networking,2,31212,942
work at home parents,2,31212,943
Working Parents,15,31212,944
World Languages,1,31212,945
world literature,1,31212,946
"WoW, World of Warcraft, Video Games",1,31212,947
Writing,311,31212,948
write,2,31212,948
Writing Fiction Books,1,31212,950
Writing for pleasure,1,31212,951
Writing for Self Discovery,6,31212,952
Writing Lyrics,1,31212,953
Writing Workshops,81,31212,954
"Yoga Dance Classes with World Music, Meditations",2,31212,955
"Yoga Dance, a Unique Movement Experience",1,31212,956
Young Adult Literature,2,31212,957
Young Professional Networking,12,31212,958
Youth Outdoor Education,2,31212,959
Science & Technology,2,31212,960
Science and Technology,1,31212,960
