Category_Set,Category_Occurrences,Total_Examples,Entity_Number
Outdoor Power Equipment and Other Small Engine Mechanics,5,374362,619
Medical Equipment Preparers,5,374362,620
Motorboat Mechanics and Service Technicians,4,374362,621
Graduate Teaching Assistants,4,374362,622
Shampooers,4,374362,623
"Community and Social Service Specialists, All Other",4,374362,624
"Community and Social Service Specialists, All Other*",1,374362,624
Electronic Home Entertainment Equipment Installers and Repairers,4,374362,625
Camera and Photographic Equipment Repairers,4,374362,626
"Drafters, All Other",4,374362,627
Aviation Inspectors,4,374362,628
Farmers and Ranchers,4,374362,629
"Electronics Engineers, Except Computer, Non R&D (ACWIA Only)",4,374362,630
Engine and Other Machine Assemblers,4,374362,631
"Life Scientists, All Other",4,374362,632
"Adult Literacy, Remedial Education, and GED Teachers and Instructors",4,374362,633
"Entertainers and Performers, Sports and Related Workers, All Other",4,374362,634
Surgical Technologists,4,374362,635
Commercial Divers,4,374362,636
"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",4,374362,637
"Layout Workers, Metal and Plastic",4,374362,640
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",4,374362,641
"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",4,374362,642
Fundraisers,4,374362,643
"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",4,374362,644
"Installation, Maintenance, and Repair Workers, All Other",4,374362,645
"Installation, Maintenance, and Repair Workers, All Other*",1,374362,645
"Credit Authorizers, Checkers, and Clerks",4,374362,646
Computer Programmer Non R & D,4,374362,647
Telemarketers,4,374362,648
Nuclear Medicine Technologists,4,374362,649
"Special Education Teachers, All Other",4,374362,650
Marine Architects,4,374362,651
"Office and Administrative Support Workers, All Other",4,374362,653
"Office and Administrative Support Workers, All Other*",4,374362,653
Numerical Tool and Process Control Programmers,4,374362,654
Marking Clerks,4,374362,655
Mathematical Technicians,4,374362,656
"Mechanical Engineers, Non R&D (ACWIA Only)",4,374362,657
"Education, Training, and Library Workers, All Other",4,374362,658
Counseling Psychologists,4,374362,659
"Billing, Cost, and Rate Clerks",3,374362,660
"Assemblers and Fabricators, All Other",3,374362,661
"Arbitrators, Mediators, and Conciliators",3,374362,662
"Life, Physical, and Social Science Technicians, All Other",3,374362,663
Floor Sanders and Finishers,3,374362,664
Anthropologists and Archeologists,3,374362,665
"Career/Technical Education Teachers, Middle School",3,374362,666
"Therapists, All Other*",3,374362,667
"Therapists, All Other",2,374362,667
"Building Cleaning Workers, All Other",3,374362,668
Septic Tank Servicers and Sewer Pipe Cleaners,3,374362,669
Computer Programmers R & D (ACWIA Only),3,374362,670
Taxi Drivers and Chauffeurs,3,374362,671
Program Directors,3,374362,672
Excavating and Loading Machine and Dragline Operators,3,374362,673
Nursery and Greenhouse Managers,3,374362,674
Avionics Technicians,3,374362,675
"Patternmakers, Wood",3,374362,676
Farm Equipment Mechanics,3,374362,677
Travel Guides,3,374362,678
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",3,374362,679
Loan Counselors,3,374362,680
Refuse and Recyclable Material Collectors,3,374362,681
"Production Inspectors, Testers, Graders, Sorters, Samplers, Weighers",3,374362,682
Millwrights,3,374362,683
"Production Workers, All Other",3,374362,684
Janitorial Supervisors,3,374362,685
"Interviewers, Except Eligibility and Loan",3,374362,686
"Artists and Related Workers, All Other",3,374362,687
Sculptors,3,374362,688
"Purchasing Agents and Buyers, Farm Products",3,374362,689
"Morticians, Undertakers and Funeral Directors",3,374362,690
Etchers and Engravers,3,374362,691
"First-Line Supervisors and Manager/Supervisors - Animal Care Workers, Except Livestock",3,374362,692
"Counselors, All Other",3,374362,693
Copy Writers,3,374362,694
Nursery Workers,3,374362,695
Motorcycle Mechanics,3,374362,696
"Bakers, Manufacturing",3,374362,697
Elevator Installers and Repairers,3,374362,698
"Pump Operators, Except Wellhead Pumpers",3,374362,699
Crane and Tower Operators,3,374362,700
Chemical Equipment Operators and Tenders,3,374362,701
"Mechanical Engineers, R&D",3,374362,702
Tour Guides and Escorts,3,374362,703
"Farm, Ranch, and Other Agricultural Managers",3,374362,704
Fence Erectors,3,374362,705
Athletes and Sports Competitors,3,374362,706
Water and Wastewater Treatment Plant and System Operators,3,374362,707
Textile Bleaching and Dyeing Machine Operators and Tenders,3,374362,708
"Electronics Engineers, Except Computer, Non R&D",3,374362,709
Machine Feeders and Offbearers,3,374362,710
Radio and Television Announcers,3,374362,711
"Lay-Out Workers, Metal and Plastic",2,374362,712
Industrial Safety and Health Engineers,2,374362,713
"Food Processing Workers, All Other",2,374362,714
"Computer Software Engineers, Systems Software,R&D",2,374362,715
"Coating, Painting, and Spraying Machine Operators and Tenders",2,374362,716
Welder-Fitters,2,374362,717
Cardiovascular Technologists and Technicians,2,374362,718
Meeting and Convention Planners,2,374362,719
Screen Printing Machine Setters and Set-Up Operators,2,374362,720
Parts Salespersons,2,374362,721
Paperhangers,2,374362,722
Radiologic Technologists and Technicians*,2,374362,723
Reservation and Transportation Ticket Agents and Travel Clerks,2,374362,724
Bicycle Repairers,2,374362,725
Funeral Service Managers,2,374362,726
Ship and Boat Captains,2,374362,727
Models,2,374362,728
Pipe Fitters,2,374362,729
Gem and Diamond Workers,2,374362,730
First-Line Supervisors and Manager/Supervisors - Horticultural Workers,2,374362,731
"All other vehicle and mobile equipment mechanics, installers, and repairers",2,374362,732
Airfield Operations Specialists,2,374362,733
"Graders and Sorters, Agricultural Products",2,374362,734
"Computer Software Engineers, Applications,R&D",2,374362,735
"Social Scientists and Related Workers, All Other",2,374362,736
"Mechanical Engineers, Non R&D",2,374362,737
"Mathematical Science Occupations, All Other",2,374362,738
"Electronics Engineers, Except Computer, R&D",2,374362,739
"Directors- Stage, Motion Pictures, Television, and Radio",2,374362,740
"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",2,374362,741
First-Line Supervisors and Manager/Supervisors - Animal Husbandry Workers,2,374362,742
"Library Assistants, Clerical",2,374362,743
Occupational Therapy Aides,2,374362,745
Funeral Attendants,2,374362,746
Agricultural Crop Farm Managers,2,374362,747
Skin Care Specialists,2,374362,748
Product Safety Engineers,2,374362,749
Anthropologists,2,374362,750
Correspondence Clerks,2,374362,751
Flight Attendants,2,374362,752
Housekeeping Supervisors,2,374362,753
Solar Photovoltaic Installers,2,374362,754
Custom Tailors,2,374362,755
"Textile Cutting Machine Setters, Operators, and Tenders",2,374362,756
"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",2,374362,757
"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",2,374362,758
Home Appliance Repairers,2,374362,759
Tapers,2,374362,760
Pharmacy Aides,2,374362,761
"Earth Drillers, Except Oil and Gas",2,374362,762
"Stock Clerks- Stockroom, Warehouse, or Storage Yard",2,374362,763
"Tax Examiners and Collectors, and Revenue Agents",2,374362,764
Insurance Claims and Policy Processing Clerks,2,374362,765
Psychiatric Aides,2,374362,766
Plumbers,2,374362,767
Farm Labor Contractors,2,374362,768
"Media and Communication Workers, All Other",2,374362,769
Electromechanical Equipment Assemblers,2,374362,771
"Rock Splitters, Quarry",2,374362,772
"Insulation Workers, Mechanical",2,374362,773
"Sales Representatives, Electrical/Electronic",2,374362,774
Molding and Casting Workers,2,374362,775
Genetic Counselors,2,374362,776
"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",2,374362,777
"Police, Fire, and Ambulance Dispatchers",2,374362,778
"Service Unit Operators, Oil, Gas, and Mining",2,374362,779
"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",2,374362,780
"Sales and Related Workers, All Other",2,374362,781
"Sales and Related Workers, All Other*",2,374362,781
Library Technicians,2,374362,782
Mechanical Door Repairers,2,374362,783
Semiconductor Processors,2,374362,784
"Food Preparation and Serving Related Workers, All Other",2,374362,785
"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2,374362,786
"Woodworkers, All Other",2,374362,787
Locksmiths and Safe Repairers,2,374362,788
"Civil Engineers, Non R&D (ACWIA Only)",2,374362,789
Barbers,2,374362,790
"Funeral Service Managers, Directors, Morticians, and Undertakers",2,374362,791
Computer Programmer R&D,1,374362,792
Log Graders and Scalers,1,374362,793
Dentists,1,374362,794
"Coin, Vending, and Amusement Machine Servicers and Repairers",1,374362,795
"Physical Scientists, All Other",1,374362,796
Automotive Glass Installers and Repairers,1,374362,797
"Coil Winders, Tapers, and Finishers",1,374362,798
"Cutting and Slicing Machine Setters, Operators, and Tenders",1,374362,799
Phlebotomists,1,374362,800
"Information and Record Clerks, All Other",1,374362,801
Medical Transcriptionists,1,374362,802
"Roustabouts, Oil and Gas",1,374362,803
Nuclear Technicians,1,374362,805
Terrazzo Workers and Finishers,1,374362,806
"Computer Network Architects, R&D",1,374362,807
Metal-Refining Furnace Operators and Tenders,1,374362,808
"Civil Engineers, R&D",1,374362,809
"Welders, Cutters, and Welder Fitters",1,374362,810
Printing Machine Operators,1,374362,811
Historians,1,374362,812
First-Line Supervisors and Manager/Supervisors - Agricultural Crop Workers,1,374362,813
Electric Home Appliance and Power Tool Repairers,1,374362,814
Power Distributors and Dispatchers,1,374362,815
"Musicians, Instrumental",1,374362,816
Costume Attendants,1,374362,817
"Claims Examiners, Property and Casualty Insurance",1,374362,818
Wellhead Pumpers,1,374362,819
"Protective Service Workers, All Other *",1,374362,820
Web Administrators,1,374362,821
Carpenter Assemblers and Repairers,1,374362,822
Highway Maintenance Workers,1,374362,823
"Computer Network Architects, Non R&D",1,374362,824
"Financial Clerks, All Other",1,374362,825
"Derrick Operators, Oil and Gas",1,374362,826
Emergency Medical Technicians and Paramedics,1,374362,827
Tire Builders,1,374362,828
Postal Service Clerks,1,374362,829
Adhesive Bonding Machine Operators and Tenders,1,374362,830
"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",1,374362,831
Geological Data Technicians,1,374362,832
First-Line Supervisors and Manager/Supervisors- Extractive Workers,1,374362,833
Stringed Instrument Repairers and Tuners,1,374362,834
"Tank Car, Truck, and Ship Loaders",1,374362,835
"Truck Drivers, Light or Delivery Services",1,374362,836
Surveying Technicians,1,374362,837
Service Station Attendants,1,374362,838
Ophthalmic Medical Technicians,1,374362,839
Occupational Health and Safety Technicians,1,374362,840
Government Service Executives,1,374362,841
City Planning Aides,1,374362,842
Stationary Engineers and Boiler Operators,1,374362,843
"Freight, Stock, and Material Movers, Hand",1,374362,844
Actors,1,374362,846
Psychiatric Technicians,1,374362,847
Technical Directors/Managers,1,374362,848
General Farmworkers,1,374362,849
Coroners,1,374362,850
"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",1,374362,851
Foundry Mold and Coremakers,1,374362,852
"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",1,374362,853
"First-Line Supervisors, Customer Service",1,374362,854
Geologists,1,374362,855
"Model Makers, Wood",1,374362,856
"Sales Representatives, Chemical and Pharmaceutical",1,374362,857
"Sawing Machine Setters, Operators, and Tenders, Wood",1,374362,858
"Computer and Information Systems Managers,Non R&D (ACWIA Only)",1,374362,859
"Electrical Engineers, R&D",1,374362,860
"Motor Vehicle Operators, All Other",1,374362,861
"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",1,374362,862
Fire-Prevention and Protection Engineers,1,374362,863
Court Clerks,1,374362,864
"Vocational Education Teachers, Secondary School",1,374362,865
Audio-Visual Collections Specialists,1,374362,866
Singers,1,374362,867
Amusement and Recreation Attendants,1,374362,868
Ship Engineers,1,374362,869
First-Line Supervisors and Manager/Supervisors - Logging Workers,1,374362,870
"Insurance Appraisers, Auto Damage",1,374362,871
Cooling and Freezing Equipment Operators and Tenders,1,374362,872
Network Designers,1,374362,873
"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",1,374362,874
"Office Machine Operators, Except Computer",1,374362,875
Freight Inspectors,1,374362,876
Licensing Examiners and Inspectors,1,374362,877
Archeologists,1,374362,878
Exercise Physiologists,1,374362,879
Educational Psychologists,1,374362,880
"Umpires, Referees, and Other Sports Officials",1,374362,881
"Healthcare Practitioners and Technical Workers, All Other*",4,374362,882
"Healthcare Practitioners and Technical Workers, All Other",1,374362,882
Radio Operators,1,374362,883
"Textile, Apparel, and Furnishings Workers, All Other",1,374362,884
Buffing and Polishing Set-Up Operators,1,374362,885
"Order Fillers, Wholesale and Retail Sales",1,374362,887
Gas Compressor and Gas Pumping Station Operators,1,374362,888
Civil Drafters,1,374362,889
"Employment Interviewers, Private or Public Employment Service",1,374362,890
Water and Liquid Waste Treatment Plant and System Operators,1,374362,891
Registered Nurses*,1,374362,892
"Administrative Law Judges, Adjudicators, and Hearing Officers",1,374362,893
Fiberglass Laminators and Fabricators,1,374362,894
Calibration and Instrumentation Technicians,1,374362,895
"Electrical Engineers, Non R&D",1,374362,896
Storage and Distribution Managers,1,374362,897
Team Assemblers,1,374362,898
Stone Cutters and Carvers,1,374362,899
"Pressers, Delicate Fabrics",1,374362,900
"Precision Mold and Pattern Casters, except Nonferrous Metals",1,374362,901
Tellers,1,374362,902
New Accounts Clerks,1,374362,903
Magnetic Resonance Imaging Technologists,1,374362,904
