Category_Set,Category_Occurrences,Total_Examples,Entity_Number
Teatro Bolivar,15,806179,768
Teatro Carlo Felice,2,806179,769
Teatro Colón,254,806179,770
Teatro Colombia,7,806179,771
Teatro Comunale,17,806179,772
Teatro Cultura Artistica,16,806179,773
Teatro de la Universidad de Puerto Rico,6,806179,774
Teatro di San Carlo,7,806179,775
Teatro Gran Rex,6,806179,776
Teatro Guimerá,20,806179,777
Teatro Imperio,8,806179,778
Teatro Juárez,51,806179,779
Teatro Junín,8,806179,780
Teatro La Fenice,12,806179,781
Teatro Lirico di Cagliari,549,806179,782
Teatro Morlacchi,6,806179,783
Teatro Municipal,261,806179,784
Teatro Nacional,41,806179,785
Teatro Perez Galdos,4,806179,786
Teatro Real,188,806179,787
Teatro Regio,46,806179,788
Teatro Rivera Indarte,6,806179,789
Teatro Solis,11,806179,790
Teatro Teresa Carreno,21,806179,791
Teatro Verdi,5,806179,792
Teck Theater,2,806179,793
Temple of Dendur at the Metropolitan Museum of Art,4,806179,794
Temple of Music,8,806179,795
Terminal Auditorium,7,806179,796
Théâtre National de l'Opéra,32,806179,797
Théâtre St-Denis,7,806179,798
Thailand Cultural Center,16,806179,799
Thammasat University,18,806179,800
The Academy,7,806179,801
The Armory,54,806179,802
The Auditorium,40,806179,803
The Boathouse,6,806179,804
The Cathedral Church of Saint John the Divine,142,806179,805
The Century Theatre,7,806179,806
The Coliseum,437,806179,807
The Empire Hotel,1,806179,808
The Equitable Building,224,806179,809
The Forum,23,806179,810
The Great Hall of the People,6,806179,811
The Green Space at WQXR,253,806179,812
The Greene Space,4,806179,813
The Mansion at Natirar,196,806179,814
The Mosque,31,806179,815
The New School,48,806179,816
The New York Yacht Club,3,806179,817
The Public Theater,266,806179,818
The Sport Center,3,806179,819
The Stanley H. Kaplan Penthouse,8721,806179,820
The State Theatre,4,806179,821
Theâtre des Champs-Élysées,46,806179,822
Theatre de L'Opera,4,806179,823
Theatre royale d'Anvers,2,806179,824
Theatre royale de la monnaie,5,806179,825
"Theresa L. Kaufmann Concert Hall, 92nd St. YMHA",1631,806179,826
Three West Club,1,806179,827
Tilles Center for the Performing Arts (Main),681,806179,828
Titania Palast,12,806179,829
Tivoli Gardens Concert Hall,32,806179,830
Tokyo Gymnasium,7,806179,831
Tokyo Opera City Concert Hall,59,806179,832
Toler Auditorium,1,806179,833
Tomlinson Hall,2,806179,834
Tonhalle,113,806179,835
Town Hall,4039,806179,836
Township Auditorium,13,806179,837
Transparent Factory,32,806179,838
Trocadéro,3,806179,839
U.S. Ambassador's Residence,16,806179,840
U.S. Consulate Shanghai,3,806179,841
U.S.S. Prairie State,4,806179,842
Union Club,1,806179,843
Union Theater,13,806179,844
United Nations General Assembly Hall,215,806179,845
United States Embassy,12,806179,846
Universidad Catolica,27,806179,847
University Armory,6,806179,848
University Armory Hall,2,806179,849
University Auditorium,29,806179,850
University Club,1,806179,851
University Fieldhouse,4,806179,852
University of Arizona,8,806179,853
University of North Carolina (Memorial Hall),12,806179,854
Unknown Venue,1275,806179,855
unnamed park,7,806179,856
Upper Story,20,806179,857
US Ambassador Residence,42,806179,858
US Ambasador Residence,12,806179,858
US Consul General Residence,10,806179,859
Usher Hall,174,806179,860
Vadászterem [Hunters Hall] in the Hungarian Parliament,9,806179,861
Van Cortlandt Park,456,806179,862
Van Curler Opera House,6,806179,863
Van Wezel Performing Arts Hall,17,806179,864
Varosy Theater,6,806179,865
venue to be announced,8,806179,866
Verizon Hall at Kimmel Center,52,806179,867
Veterans' Memorial Auditorium,8,806179,868
Victoria Concert Hall,296,806179,869
Victoria Hall,64,806179,870
Villa Louvigny,231,806179,871
Villa Taverna,12,806179,872
Villanova University,4,806179,873
Volkshaus,20,806179,874
Volkswagen Halle,31,806179,875
Wölffer Estate Vineyard,18,806179,876
Waikiki Shell,18,806179,877
Wait Chapel Auditorium,4,806179,878
Waldorf-Astoria Hotel,1132,806179,879
Walk Festival Hall,106,806179,880
Wallraf-Richartz Museum,5,806179,881
Walt Disney Concert Hall,5,806179,882
Walter Reade Theater (Furman Gallery),55,806179,883
War Department Theatre,7,806179,884
War Memorial Auditorium,12,806179,885
War Memorial Performing Arts Center,19,806179,886
Warner Theater,2,806179,887
Warners Fresno Theatre,5,806179,888
Washington Avenue Armory,5,806179,889
Washington Pavilion of Arts and Sciences,10,806179,890
Webster Hall,5,806179,891
"Weill Music Room, Carnegie Hall",114,806179,892
Weill Recital Hall at Carnegie Hall,120,806179,893
Wells College,20,806179,894
Westchester Community College,293,806179,895
Westchester County Center,29,806179,896
Westchester Premier Theatre,5,806179,897
Westover School,11,806179,898
White House,12,806179,899
White House - Rose Garden,6,806179,900
Whithorne Residence,10,806179,901
Whitney Museum of American Art,30,806179,902
Wiener Konzerthaus (Grosser Saal),126,806179,903
Wieting Opera House,113,806179,904
William Neal Reynolds Coliseum,15,806179,905
William Penn High School,5,806179,906
Willow Grove Park,1277,806179,907
Winfield House,3,806179,908
Winnipeg Auditorium,16,806179,909
Winter Garden,7,806179,910
Winter Garden Atrium (at the WFC),20,806179,911
Woodland Auditorium,14,806179,912
Woolsey Hall,214,806179,913
Wychwood House,24,806179,914
Y.M.C.A. Stadium,7,806179,915
Yale Bowl,6,806179,916
YMCA Auditorium,14,806179,917
York Opera House,30,806179,918
