Category_Set,Category_Occurrences,Total_Examples,Entity_Number
Teatro Bolivar,2,21607,771
Teatro Carlo Felice,1,21607,772
Teatro Colón,24,21607,773
Teatro Colombia,1,21607,774
Teatro Comunale,3,21607,775
Teatro Cultura Artistica,4,21607,776
Teatro de la Universidad de Puerto Rico,1,21607,777
Teatro di San Carlo,1,21607,778
Teatro Gran Rex,1,21607,779
Teatro Guimerá,3,21607,780
Teatro Imperio,2,21607,781
Teatro Juárez,2,21607,782
Teatro Junín,1,21607,783
Teatro La Fenice,3,21607,784
Teatro Lirico di Cagliari,4,21607,785
Teatro Morlacchi,1,21607,786
Teatro Municipal,24,21607,787
Teatro Nacional,3,21607,788
Teatro Perez Galdos,1,21607,789
Teatro Real,4,21607,790
Teatro Regio,3,21607,791
Teatro Rivera Indarte,1,21607,792
Teatro Solis,2,21607,793
Teatro Teresa Carreno,2,21607,794
Teatro Verdi,1,21607,795
Teck Theater,1,21607,796
Temple of Dendur at the Metropolitan Museum of Art,1,21607,797
Temple of Music,2,21607,798
Terminal Auditorium,1,21607,799
Théâtre National de l'Opéra,5,21607,800
Théâtre St-Denis,1,21607,801
Thailand Cultural Center,1,21607,802
Thammasat University,1,21607,803
The Academy,1,21607,804
The Boathouse,2,21607,807
The Cathedral Church of Saint John the Divine,27,21607,808
The Century Theatre,1,21607,809
The Coliseum,11,21607,810
The Empire Hotel,1,21607,811
The Equitable Building,1,21607,812
The Forum,4,21607,813
The Great Hall of the People,1,21607,814
The Green Space at WQXR,1,21607,815
The Greene Space,1,21607,816
The Mansion at Natirar,1,21607,817
The Mosque,5,21607,818
The New School,1,21607,819
The New York Yacht Club,1,21607,820
The Public Theater,3,21607,821
The Sport Center,1,21607,822
The Stanley H. Kaplan Penthouse,67,21607,823
The State Theatre,1,21607,824
Theâtre des Champs-Élysées,7,21607,825
Theatre de L'Opera,1,21607,826
Theatre royale d'Anvers,1,21607,827
Theatre royale de la monnaie,1,21607,828
"Theresa L. Kaufmann Concert Hall, 92nd St. YMHA",20,21607,829
Three West Club,1,21607,830
Tilles Center for the Performing Arts (Main),52,21607,831
Titania Palast,2,21607,832
Tivoli Gardens Concert Hall,4,21607,833
Tokyo Gymnasium,1,21607,834
Tokyo Opera City Concert Hall,5,21607,835
Toler Auditorium,1,21607,836
Tomlinson Hall,1,21607,837
Town Hall,57,21607,838
Tonhalle,12,21607,838
Township Auditorium,2,21607,840
Transparent Factory,1,21607,841
Trocadéro,1,21607,842
U.S. Ambassador's Residence,1,21607,843
U.S. Consulate Shanghai,1,21607,844
U.S.S. Prairie State,1,21607,845
Union Club,1,21607,846
Union Theater,2,21607,847
United Nations General Assembly Hall,9,21607,848
United States Embassy,1,21607,849
Universidad Catolica,1,21607,850
University Armory,1,21607,851
University Armory Hall,1,21607,851
University Auditorium,2,21607,853
University Club,1,21607,854
University Fieldhouse,1,21607,855
University of Arizona,1,21607,856
University of North Carolina (Memorial Hall),2,21607,857
Unknown Venue,68,21607,858
unnamed park,1,21607,859
Upper Story,1,21607,860
US Ambassador Residence,4,21607,861
US Ambasador Residence,1,21607,861
US Consul General Residence,1,21607,862
Usher Hall,26,21607,863
Vadászterem [Hunters Hall] in the Hungarian Parliament,1,21607,864
Van Cortlandt Park,46,21607,865
Van Curler Opera House,1,21607,866
Van Wezel Performing Arts Hall,3,21607,867
Varosy Theater,1,21607,868
venue to be announced,1,21607,869
Verizon Hall at Kimmel Center,7,21607,870
Veterans' Memorial Auditorium,2,21607,871
Victoria Concert Hall,1,21607,872
Victoria Hall,4,21607,873
Villa Louvigny,1,21607,874
Villa Taverna,1,21607,875
Villanova University,1,21607,876
Volkshaus,1,21607,877
Volkswagen Halle,2,21607,878
Wölffer Estate Vineyard,1,21607,879
Waikiki Shell,3,21607,880
Wait Chapel Auditorium,1,21607,881
Waldorf-Astoria Hotel,36,21607,882
Walk Festival Hall,5,21607,883
Wallraf-Richartz Museum,1,21607,884
Walt Disney Concert Hall,1,21607,885
Walter Reade Theater (Furman Gallery),13,21607,886
War Department Theatre,1,21607,887
War Memorial Auditorium,3,21607,888
War Memorial Performing Arts Center,3,21607,889
Warner Theater,1,21607,890
Warners Fresno Theatre,1,21607,891
Washington Avenue Armory,1,21607,892
Washington Pavilion of Arts and Sciences,1,21607,893
Webster Hall,1,21607,894
"Weill Music Room, Carnegie Hall",1,21607,895
Weill Recital Hall at Carnegie Hall,1,21607,896
Wells College,3,21607,897
Westchester Community College,22,21607,898
Westchester County Center,5,21607,899
Westchester Premier Theatre,1,21607,900
Westover School,2,21607,901
White House,1,21607,902
White House - Rose Garden,1,21607,903
Whithorne Residence,1,21607,904
Whitney Museum of American Art,1,21607,905
Wiener Konzerthaus (Grosser Saal),17,21607,906
Wieting Opera House,5,21607,907
William Neal Reynolds Coliseum,3,21607,908
William Penn High School,1,21607,909
Willow Grove Park,89,21607,910
Winfield House,1,21607,911
Winnipeg Auditorium,2,21607,912
Winter Garden,1,21607,913
Winter Garden Atrium (at the WFC),1,21607,913
Woodland Auditorium,1,21607,915
Woolsey Hall,17,21607,916
Wychwood House,1,21607,917
Y.M.C.A. Stadium,1,21607,918
Yale Bowl,1,21607,919
YMCA Auditorium,1,21607,920
York Opera House,1,21607,921
