w1,w2,count1,count2,total1,total2,isDuplicate,jaccard_1,jaccard_2,jaccard_3,cosine_1,cosine_2,cosine_3,w_levenshtein
cn,china,1.0,1.0,152.0,152.0,1.0,0.6,1.0,1.0,0.3675444679663241,1.0,1.0,3.0
alaskan malamute,alaskan malamute,151.0,153.0,82545.0,82545.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"social and personal services"".","social and personal service activities"". """,1.0,3.0,223379.0,223379.0,0.0,0.0625,0.2647058823529411,0.35,0.05697748416147452,0.1354653578831283,0.183017553762434,12.0
parkrose hgts,eliot,323.0,961.0,63279.0,63279.0,0.0,0.7692307692307692,1.0,1.0,0.6746043132720158,1.0,1.0,11.0
ok,ms,6.0,15.0,626.0,626.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
spaniel x beagle (listed as speagle),english bull dog,1.0,3.0,82545.0,82545.0,0.0,0.5,0.875,0.9772727272727273,0.2892903735864252,0.7690598923241497,0.9577422872635741,29.0
zimbabwe,equatorial guinea,46.0,46.0,9234.0,9234.0,0.0,0.8125,1.0,1.0,0.5889458463397076,1.0,1.0,15.0
samoa,namibia,368.0,414.0,81106.0,81106.0,0.0,0.7142857142857143,0.8888888888888888,1.0,0.43019711770181024,0.7958758547680684,1.0,4.0
apricot/cream,apricot & cream,13.0,15.0,82545.0,82545.0,1.0,0.25,0.375,0.5,0.13894322817710825,0.2284832501895404,0.33100639199432735,3.0
"33,34",64,13.0,38.0,225363.0,225363.0,0.0,0.75,1.0,1.0,0.7867992836443896,1.0,1.0,4.0
silver,silver,47.0,48.0,82545.0,82545.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
morphological id b. res. associate,morphological id by res. associate,1.0,104.0,513373.0,513373.0,1.0,0.05555555555555558,0.08823529411764708,0.17142857142857137,0.01169630879647543,0.05841618186160058,0.09375000000000022,1.0
dancing,photography,5.0,5.0,602.0,602.0,0.0,0.8333333333333334,1.0,1.0,0.8383095833091113,1.0,1.0,11.0
boston terrier,boston terrier,32.0,19.0,82545.0,82545.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icelandic króna,icelandic króna,219.0,3609.0,320551.0,320551.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mixed,white biscuit,2.0,2.0,82545.0,82545.0,0.0,0.8461538461538461,1.0,1.0,0.6096399708205866,1.0,1.0,11.0
copenhagen,ljubljana,2109.0,501.0,125527.0,125527.0,0.0,0.8333333333333334,1.0,1.0,0.7239737762630583,1.0,1.0,9.0
zweigelt,souzao,209.0,3.0,129971.0,129971.0,0.0,0.9090909090909091,1.0,1.0,0.8881966011250105,1.0,1.0,8.0
merle,merle,27.0,9.0,82545.0,82545.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grand prize,milestone award,1.0,1.0,331.0,331.0,0.0,0.5625,1.0,1.0,0.36371523702422226,1.0,1.0,13.0
china,cn,1.0,1.0,152.0,152.0,1.0,0.6,1.0,1.0,0.3675444679663241,1.0,1.0,3.0
south african,german,3.0,10.0,208.0,208.0,0.0,0.8,0.9375,1.0,0.5783629786442162,0.8709005551264195,1.0,10.0
public works,contracting for students,4791.0,84.0,346018.0,346018.0,0.0,0.631578947368421,0.96875,1.0,0.5196155385847385,0.9396977310844473,1.0,19.0
652,hp4,1062.0,3.0,73590.0,73590.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
thailand,bahamas,202.0,21.0,374362.0,374362.0,0.0,0.8,0.9166666666666666,1.0,0.38605938648507954,0.8456966500379081,1.0,6.0
pula,kenya shillings,128.0,425.0,100048.0,100048.0,0.0,0.8461538461538461,1.0,1.0,0.6872283789143878,1.0,1.0,14.0
national_accounts_gross_fixed_capital_formation,financial_corporations_survey_banking_survey_non_monetary_liabilities,13115.0,1581.0,884244.0,884244.0,0.0,0.2727272727272727,0.8133333333333334,0.9591836734693877,0.10398636482507606,0.6445395050620415,0.8763658331495636,51.0
bearded collie x,bearded collie x,5.0,4.0,82545.0,82545.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gaiety theatre,dane county memorial coliseum,6.0,20.0,806179.0,806179.0,0.0,0.5882352941176471,0.9459459459459459,0.972972972972973,0.46087168442073023,0.901941932430908,0.9463943732581103,22.0
follow,comment created,1407.0,1611.0,72312.0,72312.0,0.0,0.9230769230769231,1.0,1.0,0.8782838761099632,1.0,1.0,14.0
france,malaysia,7041.0,6944.0,884244.0,884244.0,0.0,0.9090909090909091,1.0,1.0,0.6726731646460113,1.0,1.0,7.0
pt,es,850.0,2.0,3122.0,3122.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
welsh springer spaniel,welsh springer spaniel,12.0,9.0,82545.0,82545.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
id by expert from specimen,questionable - id from video,1.0,60.0,513373.0,513373.0,0.0,0.4545454545454546,0.8372093023255813,0.8888888888888888,0.18632379565502755,0.7141033240432547,0.799839807743641,21.0
8049,1314,2.0,1.0,374362.0,374362.0,0.0,0.8333333333333334,1.0,1.0,0.7958758547680684,1.0,1.0,4.0
bacchus marsh,travancore,4.0,20.0,34857.0,34857.0,0.0,0.7857142857142857,1.0,1.0,0.5334305251841565,1.0,1.0,12.0
land and buildings and structures and thoroughfares,financial and insurance services,953.0,1236.0,346018.0,346018.0,0.0,0.33333333333333337,0.8518518518518519,0.9538461538461538,0.20585349101850137,0.5532642253000408,0.7865586054307585,35.0
lb,bz,8792.0,125.0,671205.0,671205.0,0.0,0.6666666666666667,1.0,1.0,0.5000000000000001,1.0,1.0,2.0
córdoba,córdoba,181.0,441.0,100048.0,100048.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
web technology,web & new technology,852.0,7.0,31212.0,31212.0,1.0,0.07692307692307687,0.3157894736842105,0.42105263157894735,0.0823370645177528,0.17282980813148896,0.2515448008162511,6.0
american sign language,american sign language classes,9.0,3.0,31212.0,31212.0,1.0,0.0,0.2692307692307693,0.2857142857142857,0.06023823555485941,0.12103957508234275,0.15484574527148354,8.0
ashburn,hershey,1.0,1.0,558.0,558.0,0.0,0.6666666666666667,0.9,1.0,0.5441576941614482,0.8556624327025936,1.0,7.0
russian,french,2.0,12.0,208.0,208.0,0.0,0.8,1.0,1.0,0.7278344730240913,1.0,1.0,7.0
67582,13750,1.0,1.0,374362.0,374362.0,0.0,0.75,0.8571428571428572,1.0,0.6000000000000001,0.75,1.0,4.0
oh,ny,15.0,15.0,626.0,626.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
namibian dollar,iranian rial,1.0,1.0,263.0,263.0,0.0,0.4,0.85,0.9047619047619048,0.12712843905603055,0.6549672203288228,0.8245883961385941,10.0
mt,wa,15.0,15.0,626.0,626.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
winsor mccay award,honorary césar,1.0,1.0,331.0,331.0,0.0,0.4285714285714286,0.8846153846153846,1.0,0.2422277716886161,0.7495102835659402,1.0,12.0
apricot brown & white,gold/fawn,1.0,2.0,82545.0,82545.0,0.0,0.7894736842105263,0.962962962962963,1.0,0.6712020253892854,0.9209430584957905,1.0,18.0
o'donoghues,steveway,11.0,1.0,34857.0,34857.0,0.0,0.8571428571428572,1.0,1.0,0.7699105033457889,1.0,1.0,11.0
27,15,8.0,87.0,191325.0,191325.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
cleaning equipment and supplies,musical instruments and games and toys and arts and crafts and educational equipment and materials and accessories and supplies,4362.0,4042.0,346018.0,346018.0,0.0,0.21052631578947367,0.7088607594936709,0.7857142857142857,0.1649741967519216,0.4304235144588956,0.5552395488096431,97.0
martinsville,jackson,1.0,2.0,558.0,558.0,0.0,0.7857142857142857,1.0,1.0,0.7165266452430796,1.0,1.0,10.0
hungarian viszla x,hungarian viszla x,8.0,3.0,82545.0,82545.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
blue & silver,blue and silver,3.0,2.0,82545.0,82545.0,1.0,0.3076923076923077,0.375,0.5,0.09887288622083412,0.2284832501895404,0.33100639199432735,3.0
bernese mountain dog x,bernese mountain dog x,10.0,3.0,82545.0,82545.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mn,tg,964.0,5749.0,671205.0,671205.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
wi,ky,15.0,15.0,626.0,626.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
definitely endangered,extinct,585.0,1104.0,23243.0,23243.0,0.0,0.7142857142857143,0.96,1.0,0.4606401100294063,0.9087129070824723,1.0,18.0
tree,tree,188239.0,1.0,188462.0,188462.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"includes real estate activities; professional, scientific and technical activities; and administrative and support service activities.",all data for gdp and its components refer to preliminary data for this year.,2.0,2.0,68023.0,68023.0,0.0,0.26086956521739135,0.7545454545454545,0.9493670886075949,0.17502219597124835,0.7346140941783692,0.9030857539135821,101.0
bloodhound x,french mastiff,1.0,6.0,82545.0,82545.0,0.0,0.8333333333333334,1.0,1.0,0.8500000000000001,1.0,1.0,13.0
new zealander,east german,9.0,3.0,842.0,842.0,0.0,0.6153846153846154,0.8421052631578947,1.0,0.24626533711856824,0.726138721247417,1.0,10.0
162,352,79.0,1.0,64618.0,64618.0,0.0,0.8,1.0,1.0,0.6666666666666666,1.0,1.0,2.0
bih,tca,25.0,7.0,6285.0,6285.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
france,fife,13.0,54.0,50000.0,50000.0,0.0,0.7142857142857143,1.0,1.0,0.4999999999999999,1.0,1.0,4.0
euro,euro,2818.0,121517.0,320551.0,320551.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
asian,american indian or alaska native,105.0,34.0,466566.0,466566.0,0.0,0.7333333333333334,0.9,0.967741935483871,0.1858088257844931,0.6619382981085934,0.8979379273840342,28.0
eg industries,printing and publishing telecommunications services,1.0,1.0,22000.0,22000.0,0.0,0.4736842105263158,0.9019607843137255,1.0,0.16117300079784824,0.7113248654051871,1.0,40.0
fawn/white,white/fawn,74.0,60.0,82545.0,82545.0,1.0,0.0,0.36363636363636365,0.5454545454545454,-2.220446049250313e-16,0.2222222222222222,0.3750000000000001,10.0
dogue de bordeaux,dogue de bordeaux,32.0,13.0,82545.0,82545.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
australian kelpie cross,australian kelpie cross,11.0,90.0,82545.0,82545.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
klein river,minho,4.0,32.0,150930.0,150930.0,0.0,0.8181818181818181,0.9230769230769231,1.0,0.6746043132720158,0.841886116991581,1.0,9.0
brown/black,brown & black,133.0,78.0,82545.0,82545.0,1.0,0.25,0.4285714285714286,0.5714285714285714,0.19279264720442502,0.26970325665977857,0.39697731084447274,3.0
lo2,363,2.0,2.0,80256.0,80256.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
international theater award,audience award,1.0,1.0,331.0,331.0,0.0,0.4285714285714286,0.8333333333333334,0.875,0.2288643402349254,0.762174252922753,0.7777777777777778,18.0
energy,transportation,1086.0,949.0,374362.0,374362.0,0.0,0.8181818181818181,1.0,1.0,0.7327387580875757,1.0,1.0,12.0
520,161,808.0,47.0,63279.0,63279.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
financial derivatives,taxes on production and imports,768.0,7847.0,227092.0,227092.0,0.0,0.4444444444444444,0.9318181818181819,1.0,0.39621447348804695,0.8903091363809305,1.0,26.0
american staffordshire terrier,american staffordshire terrier,571.0,339.0,82545.0,82545.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smoke-free air act / limited inspection,administrative miscellaneous / reopening inspection,2.0,76.0,399918.0,399918.0,0.0,0.2857142857142857,0.7619047619047619,0.868421052631579,0.07803999652824434,0.6070473760033122,0.7651443038494896,31.0
jamaica,christiansted st cro,3.0,1.0,1973.0,1973.0,0.0,0.7857142857142857,1.0,1.0,0.6930296932425397,1.0,1.0,18.0
grade 3,business and administration programs,1994.0,1344.0,41544.0,41544.0,0.0,0.625,0.9142857142857143,0.9736842105263158,0.5,0.7449693147746647,0.9233035011152629,33.0
d5+d61+d62,b.8g,9953.0,10253.0,215337.0,215337.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0
dom sindikatu,harold m. proshansky auditorium,27.0,14.0,806179.0,806179.0,0.0,0.3529411764705882,0.9743589743589743,1.0,0.22960849377025228,0.9504926228511663,1.0,23.0
hong kong,hungary,3.0,23.0,50000.0,50000.0,0.0,0.7,0.9090909090909091,1.0,0.5120499635257334,0.7642977396044841,1.0,6.0
data for this year refers to semi-final data.,all data for gdp and its components refer to provisional data for this year.,2.0,1.0,68023.0,68023.0,0.0,0.23809523809523814,0.582089552238806,0.6666666666666667,0.06003792973934674,0.2772550598951211,0.40450866582458633,44.0
"8,15","47,83,84",17.0,13.0,225363.0,225363.0,0.0,0.7142857142857143,1.0,1.0,0.4654775161751512,1.0,1.0,6.0
"frisco, tx 75034",computer hardwarecomputer softwarehealthcare services,1.0,1.0,22000.0,22000.0,0.0,0.6799999999999999,0.98,1.0,0.546320854018199,0.9467376358708692,1.0,47.0
tenterfield terrier x,tenterfield terrier x,80.0,47.0,82545.0,82545.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"plan a members are not covered by social security, plan b members are covered by social security",plan members covered by social security,16.0,1984.0,2720.0,2720.0,0.0,0.052631578947368474,0.25,0.38596491228070173,0.019046294629845084,0.07582677985888453,0.1225286315131745,57.0
7958,5210,2.0,1.0,374362.0,374362.0,0.0,0.8571428571428572,1.0,1.0,0.75,1.0,1.0,4.0
bookaar,manifold heights,2.0,470.0,158026.0,158026.0,0.0,0.8823529411764706,1.0,1.0,0.7303200550147031,1.0,1.0,15.0
"latin (cuban, dominican, puerto rican, south & central american)",american,19135.0,90968.0,399918.0,399918.0,0.0,0.6666666666666667,0.8571428571428572,0.8867924528301887,0.2647853779061923,0.40983110914934606,0.521286446121831,56.0
dachshund - miniature,dachshund (miniature),45.0,53.0,82545.0,82545.0,1.0,0.1875,0.26086956521739135,0.34782608695652173,0.05841618186160058,0.15000000000000013,0.21052631578947378,3.0
north haven,ottoway,1144.0,402.0,82545.0,82545.0,0.0,0.7272727272727273,1.0,1.0,0.6107505279192385,1.0,1.0,8.0
10/09/2010,15/03/2013,45.0,45.0,8190.0,8190.0,0.0,0.4285714285714286,0.6923076923076923,0.8571428571428572,0.2141747220142587,0.5979848738963152,0.75,3.0
linnton,northwest,98.0,1808.0,63279.0,63279.0,0.0,0.7,1.0,1.0,0.49825479399574546,1.0,1.0,9.0
venezuelan,british,3.0,162.0,842.0,842.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0
antarctica,nan,3.0,523.0,515738.0,515738.0,0.0,0.6666666666666667,0.9,1.0,0.5000000000000001,0.7642977396044842,1.0,8.0
black,chocolate,708.0,6.0,29421.0,29421.0,0.0,0.6666666666666667,0.9090909090909091,1.0,0.5038610616431661,0.8232233047033631,1.0,7.0
cocker spaniel (american),cocker spaniel (american),9.0,5.0,82545.0,82545.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
petit basset griffon vendeen,petit basset griffon vendeen,3.0,2.0,82545.0,82545.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
silver,silver,48.0,47.0,82545.0,82545.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tanzanian shilling,tanzania shilling,1128.0,630.0,320551.0,320551.0,1.0,0.0,0.125,0.2777777777777778,0.008636805806780501,0.06620094435231794,0.16085360832172635,1.0
orange,orange,27.0,22.0,82545.0,82545.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
haiti,serbia,10.0,1.0,2772.0,2772.0,0.0,0.75,1.0,1.0,0.5370899501137243,1.0,1.0,5.0
multi coloured,multi coloured,18.0,6.0,82545.0,82545.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
israel,namibia,51.0,1.0,1973.0,1973.0,0.0,0.7777777777777778,1.0,1.0,0.507634036082669,1.0,1.0,7.0
harlequin,harlequin,4.0,7.0,82545.0,82545.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,882,6.0,684.0,64618.0,64618.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
canadian dollar,canadian dollar,1050.0,1012.0,100048.0,100048.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
st. helena,dominica,51.0,5279.0,884244.0,884244.0,0.0,0.8571428571428572,1.0,1.0,0.8174258141649446,1.0,1.0,9.0
tolar,belgian franc,213.0,381.0,100048.0,100048.0,0.0,0.7692307692307692,1.0,1.0,0.5661390843626877,1.0,1.0,10.0
md,il,6.0,15.0,626.0,626.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
balaclava,box hill,64.0,114.0,34857.0,34857.0,0.0,0.8,1.0,1.0,0.6703097633021065,1.0,1.0,8.0
shiba inu,shiba inu,16.0,13.0,82545.0,82545.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02/11/2012,06/05/2011,45.0,45.0,8190.0,8190.0,0.0,0.33333333333333337,0.7142857142857143,0.8571428571428572,0.16679488165832224,0.5555555555555556,0.75,4.0
"secretaries, except legal, medical, and executive","career/technical education teachers, middle school",6.0,3.0,374362.0,374362.0,0.0,0.33333333333333337,0.8169014084507042,0.9545454545454546,0.11406336517207238,0.6899131635269788,0.9206948414281856,41.0
walk up,local365+guest pass,282170.0,2567.0,649231.0,649231.0,0.0,0.7058823529411764,0.9565217391304348,1.0,0.5086963155594825,0.9037749551350623,1.0,15.0
mafeteng,managua,1.0,1.0,2772.0,2772.0,0.0,0.5,0.9166666666666666,1.0,0.4737651884157824,0.8456966500379081,1.0,6.0
afghanistan/pakistan,south sudan/sudan,1.0,44.0,1518.0,1518.0,0.0,0.6,0.9166666666666666,0.9615384615384616,0.390550599779956,0.7433675487126317,0.9554564596812626,15.0
race,gender,246619.0,94150.0,403984.0,403984.0,0.0,0.7142857142857143,1.0,1.0,0.4696699141100894,1.0,1.0,5.0
gt,sv,7310.0,39875.0,671205.0,671205.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
sable/brown,sable brown,9.0,1.0,82545.0,82545.0,1.0,0.18181818181818177,0.33333333333333337,0.5,0.07692307692307676,0.20000000000000018,0.33333333333333337,1.0
bedfordshire,channel islands,484.0,28.0,50000.0,50000.0,0.0,0.6428571428571428,0.9565217391304348,1.0,0.6371126306987884,0.9246221638555591,1.0,14.0
wy,mp,1.0,7.0,374362.0,374362.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
830,951,2781.0,1438.0,64618.0,64618.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
staffordshire bull terrier cross,staffordshire bull terrier cross,42.0,7.0,82545.0,82545.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
manufacturing and processing programs,grade 6,15.0,237.0,41544.0,41544.0,0.0,0.6470588235294117,0.9393939393939394,0.9714285714285714,0.404128861820913,0.8845299461620748,0.9318005660529527,32.0
airedale terrier x,airedale terrier x,1.0,2.0,82545.0,82545.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
german shepherd dog x,german shepherd dog x,265.0,222.0,82545.0,82545.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jonglei and unity,ucayali,1.0,1.0,2772.0,2772.0,0.0,0.6428571428571428,1.0,1.0,0.5509497906302911,1.0,1.0,15.0
princes hill,hawthorn,23.0,428.0,34857.0,34857.0,0.0,0.7857142857142857,1.0,1.0,0.683772233983162,1.0,1.0,11.0
pharmacists,"cutting, punching, and press machine setters, operators, and tenders, metal and plastic",995.0,10.0,374362.0,374362.0,0.0,0.5,0.9508196721311475,0.9866666666666667,0.371879375338078,0.9300621393819765,0.970876531444632,76.0
great dane x,great dane x,29.0,40.0,82545.0,82545.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tmn,pry,50.0,2438.0,463231.0,463231.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
grade 1,no grade completed,874.0,1228.0,41544.0,41544.0,0.0,0.5714285714285714,0.7222222222222222,0.7647058823529411,0.30993444065764586,0.5049262285116628,0.5527864045000421,12.0
ca-mb ca-sb wosb,ca-dvbe ca-mb ca-sb ca-sbe cdvbe mbe mosb sb sdvosb,77.0,1.0,346018.0,346018.0,0.0,0.33333333333333337,0.5909090909090908,0.696969696969697,0.09946409717285487,0.25819696742973963,0.3841692011473168,36.0
comoros/anjouan,india/manipur,8.0,1.0,1518.0,1518.0,0.0,0.5384615384615384,0.9583333333333334,1.0,0.550596468236117,0.8556624327025936,1.0,12.0
zierfandler,ribolla gialla,16.0,87.0,129971.0,129971.0,0.0,0.6923076923076923,1.0,1.0,0.5129118129529476,1.0,1.0,11.0
tyne and wear,tyne and wear,147.0,386.0,50000.0,50000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
white pied,fawn/silver,1.0,1.0,82545.0,82545.0,0.0,0.8125,1.0,1.0,0.5970885179873099,1.0,1.0,10.0
new zealand dollar,new zealand dollar,945.0,663.0,100048.0,100048.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
va,nm,15.0,15.0,626.0,626.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
córdoba,córdoba,441.0,181.0,100048.0,100048.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
slate,slate,1.0,6.0,82545.0,82545.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842,981,1737.0,752.0,64618.0,64618.0,0.0,0.8,1.0,1.0,0.6666666666666666,1.0,1.0,3.0
automotive,it,1163.0,52617.0,374362.0,374362.0,0.0,0.75,1.0,1.0,0.43305329048615915,1.0,1.0,9.0
beagle,beagle,554.0,473.0,82545.0,82545.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w31,911,1.0,812.0,63279.0,63279.0,0.0,0.75,1.0,1.0,0.4836022205056778,1.0,1.0,2.0
red/brindle,red/brindle,24.0,1.0,82545.0,82545.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
american-italian,rhodesian,1.0,4.0,842.0,842.0,0.0,0.6428571428571428,0.9,0.95,0.38888888888888884,0.7427521222862368,0.8989847455447789,12.0
level dollar,open,71.0,6.0,2720.0,2720.0,0.0,0.8,1.0,1.0,0.705825797292724,1.0,1.0,11.0
yen,vatu,5669.0,90.0,320551.0,320551.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0
kent,czech republic,1223.0,8.0,50000.0,50000.0,0.0,0.9285714285714286,1.0,1.0,0.7867992836443896,1.0,1.0,13.0
reoth,iss,1.0,164.0,1518.0,1518.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0
15j,10j,132.0,2430.0,399918.0,399918.0,0.0,0.5,1.0,1.0,0.33333333333333326,1.0,1.0,1.0
barranquitas,saint just,3.0,8.0,1351.0,1351.0,0.0,0.4545454545454546,1.0,1.0,0.4023856953328032,1.0,1.0,9.0
923,40,783.0,4.0,63279.0,63279.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
blue & grey,blue/grey,28.0,37.0,82545.0,82545.0,1.0,0.30000000000000004,0.5,0.6666666666666667,0.221501055838477,0.3291796067500631,0.49604736932103044,3.0
portsmouth,gresham - southwest gresh,819.0,1.0,63279.0,63279.0,0.0,0.5,0.88,0.9230769230769231,0.41827197579521835,0.8333333333333334,0.8686935671402775,19.0
olympic theatre,international fair hall,8.0,8.0,806179.0,806179.0,0.0,0.4,0.9696969696969697,1.0,0.34291753980155126,0.9475857581639041,1.0,20.0
tan/cream,tan/cream,8.0,2.0,82545.0,82545.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
springer spaniel,springer spaniel,10.0,6.0,82545.0,82545.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
musical instruments and games and toys and arts and crafts and educational equipment and materials and accessories and supplies,cleaning equipment and supplies,4042.0,4362.0,346018.0,346018.0,0.0,0.21052631578947367,0.7088607594936709,0.7857142857142857,0.1649741967519216,0.4304235144588956,0.5552395488096431,97.0
hong kong dollar,indonesian rupiah,1190.0,182.0,68023.0,68023.0,0.0,0.5333333333333333,0.92,1.0,0.47533933137283757,0.8456966500379081,1.0,13.0
waldorf-astoria hotel,shanghai symphony hall,1132.0,166.0,806179.0,806179.0,0.0,0.631578947368421,0.9142857142857143,1.0,0.4338614829277022,0.8769085090206673,1.0,19.0
kip,vatu,56.0,323.0,227092.0,227092.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0
intermission-second,intermission-third,886.0,4.0,806179.0,806179.0,0.0,0.16666666666666663,0.4545454545454546,0.5,0.11328446410825499,0.2949760120893674,0.33302703115008436,5.0
patillas,toa alta,2.0,8.0,1351.0,1351.0,0.0,0.625,1.0,1.0,0.2783121635129677,1.0,1.0,6.0
laundry/laundromat,apartments,56.0,43032.0,198900.0,198900.0,0.0,0.6428571428571428,1.0,1.0,0.40414597693166276,1.0,1.0,15.0
keeshond x,keeshond x,3.0,2.0,82545.0,82545.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gerald w. lynch theater,madison square garden,51.0,3434.0,806179.0,806179.0,0.0,0.65,1.0,1.0,0.35549661336451044,1.0,1.0,20.0
lesotho,cambodia,458.0,1140.0,151623.0,151623.0,0.0,0.9166666666666666,1.0,1.0,0.7891814893221081,1.0,1.0,7.0
bob carr performing arts centre,the equitable building,5.0,224.0,806179.0,806179.0,0.0,0.6,0.9555555555555556,0.9791666666666666,0.4784848784761634,0.9314005659429965,0.95847726007313,27.0
camuy,guaynabo,8.0,56.0,1351.0,1351.0,0.0,0.6666666666666667,1.0,1.0,0.4343145750507621,1.0,1.0,7.0
schnauzer cross,schnauzer cross,23.0,8.0,82545.0,82545.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tan,lilac,20.0,1.0,29421.0,29421.0,0.0,0.8333333333333334,1.0,1.0,0.7817821097640076,1.0,1.0,4.0
bhutanese ngultrum,australian dollar,1.0,4.0,263.0,263.0,0.0,0.5,0.935483870967742,1.0,0.4597297973311022,0.8787321874818335,1.0,14.0
syrah-mourvèdre,marquette,20.0,2.0,129971.0,129971.0,0.0,0.6666666666666667,1.0,1.0,0.515817973864958,1.0,1.0,12.0
saudi arabia,slovakia,414.0,234.0,81106.0,81106.0,0.0,0.75,0.9411764705882353,1.0,0.3178089597593534,0.886039423540362,1.0,8.0
icelandic króna,icelandic króna,3609.0,219.0,320551.0,320551.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tortie,buff,1535.0,11.0,29421.0,29421.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0
hp4,560,2.0,881.0,63279.0,63279.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
mestafrica,bizspark,2184.0,1273.0,24933.0,24933.0,0.0,0.6923076923076923,1.0,1.0,0.4896896369201713,1.0,1.0,8.0
smoke-free air act / re-inspection,pre-permit (operational) / re-inspection,1605.0,10568.0,399918.0,399918.0,0.0,0.26315789473684215,0.6363636363636364,0.7307692307692308,0.09183036289381974,0.42079983735111515,0.5569068701287161,19.0
1080,3340,1.0,2.0,374362.0,374362.0,0.0,0.8,1.0,1.0,0.6666666666666666,1.0,1.0,3.0
morphological id by author,non-expert,1.0,4583.0,513373.0,513373.0,0.0,0.8,1.0,1.0,0.7090428130186768,1.0,1.0,24.0
