w1,w2,count1,count2,total1,total2,isDuplicate,jaccard_1,jaccard_2,jaccard_3,cosine_1,cosine_2,cosine_3,w_levenshtein
west virginia,arkansas,24.0,24.0,1224.0,1224.0,0.0,0.6666666666666667,1.0,1.0,0.5985224657265169,1.0,1.0,11.0
oh,mi,80.0,80.0,2720.0,2720.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
andorra,nepal,1.0,726.0,374362.0,374362.0,0.0,0.75,1.0,1.0,0.5954800825220548,1.0,1.0,6.0
col,col,14.0,2878.0,463231.0,463231.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
education,private_households_with_employed_persons,1086.0,786.0,68023.0,68023.0,0.0,0.5789473684210527,0.9302325581395349,1.0,0.447655229261006,0.8343527108877302,1.0,35.0
850,gl2,1724.0,4.0,73590.0,73590.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
health jobs,leisure tourism jobs,1930.0,954.0,50000.0,50000.0,0.0,0.4285714285714286,0.8260869565217391,0.875,0.41510234813439817,0.7362478106416852,0.7642977396044841,13.0
rwa,rwa,1753.0,14.0,463231.0,463231.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
partner / associate attorney,partner / *associate attorney,7.0,11.0,374362.0,374362.0,1.0,0.0714285714285714,0.07692307692307687,0.1724137931034483,0.006514727329596015,0.04604094491017141,0.09417837268432339,1.0
nd,tx,1171.0,67079.0,943111.0,943111.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
bulgaria,austria,77.0,3057.0,150930.0,150930.0,0.0,0.5555555555555556,0.8181818181818181,0.9,0.26213521262737816,0.6913933000758161,0.8174258141649446,4.0
indiana,washington,7385.0,7680.0,403984.0,403984.0,0.0,0.7,0.9285714285714286,1.0,0.35948738477965136,0.8639172365120457,1.0,8.0
24th,conc,92710.0,71328.0,3313625.0,3313625.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0
lesotho,canada,292.0,394.0,61626.0,61626.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
gaming,games,125.0,168.0,31212.0,31212.0,1.0,0.5714285714285714,0.7142857142857143,0.8333333333333334,0.3675444679663241,0.5527864045000421,0.7113248654051871,3.0
california,florida,7319.0,3085.0,48722.0,48722.0,0.0,0.33333333333333337,0.9285714285714286,1.0,0.19187796435823146,0.8639172365120457,1.0,6.0
party supplies,consumer goods,110.0,613.0,671205.0,671205.0,0.0,0.7058823529411764,0.96,1.0,0.6363636363636364,0.9230769230769231,1.0,13.0
armenia,chile,1.0,1.0,155.0,155.0,0.0,0.7777777777777778,1.0,1.0,0.7018576030000281,1.0,1.0,7.0
total_economy,electricity_gas_steam_and_air_conditioning_supply_d,31783.0,11702.0,320551.0,320551.0,0.0,0.4117647058823529,0.9433962264150944,0.9830508474576272,0.37492369208200604,0.8533528849786467,0.9569269507746052,41.0
ucty,rich,1.0,1.0,46.0,46.0,0.0,0.8571428571428572,1.0,1.0,0.75,1.0,1.0,4.0
cambodia,cruz bay,3.0,4.0,1973.0,1973.0,0.0,0.75,1.0,1.0,0.5527864045000421,1.0,1.0,7.0
hearing aid compatibility of wireline phones,junk faxes,47.0,11991.0,943111.0,943111.0,0.0,0.75,0.9791666666666666,1.0,0.5550896657983184,0.9523809523809523,1.0,39.0
10,"18,19",570.0,12.0,225363.0,225363.0,0.0,0.8,1.0,1.0,0.4654775161751513,1.0,1.0,4.0
less: subsidies on products,plus: taxes on products,3611.0,4542.0,225363.0,225363.0,0.0,0.23529411764705888,0.53125,0.6060606060606061,0.143266834360103,0.3553416287796958,0.43263348538641977,10.0
budgetary_central_government_expense,central_bank_monetary_authorities_foreign_assets,3512.0,9835.0,884244.0,884244.0,0.0,0.34782608695652173,0.7936507936507937,0.855072463768116,0.1595407486101702,0.6438960764216582,0.7296897470493553,37.0
"3,9","4,9",3.0,12.0,258.0,258.0,0.0,0.5,0.6666666666666667,1.0,0.33333333333333326,0.5000000000000001,1.0,1.0
korean grand prix,abu dhabi grand prix,4.0,10.0,997.0,997.0,0.0,0.4,0.5652173913043479,0.625,0.20725270365515036,0.43422105013899626,0.4522774424948338,8.0
includes administrative and support service activities (n) of isic rev. 4 industry classification.,includes other service activities (r+s+t) of isic rev. 4,2.0,1.0,68023.0,68023.0,0.0,0.20833333333333337,0.5476190476190477,0.6285714285714286,0.0671896166596313,0.3037870423006742,0.42890845518371845,53.0
cyprus,south korea,31.0,4.0,150930.0,150930.0,0.0,0.7692307692307692,1.0,1.0,0.6603168897566212,1.0,1.0,10.0
mongolia,philippines,1016.0,1054.0,151623.0,151623.0,0.0,0.7272727272727273,0.9375,1.0,0.6703097633021065,0.8804771390665607,1.0,10.0
vatican city,croatia,1.0,1340.0,515738.0,515738.0,0.0,0.6,0.8666666666666667,0.9285714285714286,0.2546440075000701,0.7538170180413345,0.8585786437626906,10.0
phoenix,alaska,16.0,32.0,2720.0,2720.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
construction_f,electricity_gas_and_water_supply_e,45465.0,44333.0,595971.0,595971.0,0.0,0.5555555555555556,0.9523809523809523,1.0,0.4665349306307356,0.912712843905603,1.0,28.0
cym;col,vgb;hkg;usa,2.0,1.0,24957.0,24957.0,0.0,0.9285714285714286,1.0,1.0,0.827867406835226,1.0,1.0,10.0
"retirement research foundation, usa",phoenix film critics society awards,1.0,1.0,331.0,331.0,0.0,0.33333333333333337,0.9166666666666666,1.0,0.23295667347928817,0.8412231627925111,1.0,30.0
orcia,côtes du lot,18.0,16.0,150930.0,150930.0,0.0,0.8461538461538461,1.0,1.0,0.7763932022500211,1.0,1.0,12.0
sefca award,ofcs award,1.0,4.0,331.0,331.0,0.0,0.19999999999999996,0.5384615384615384,0.6923076923076923,0.08981794538179355,0.3675444679663241,0.5285954792089684,3.0
ak,alaska,53.0,56.0,374362.0,374362.0,1.0,0.5,1.0,1.0,0.18350341907227408,1.0,1.0,4.0
tennessee,mississippi,375.0,217.0,21112.0,21112.0,0.0,0.8571428571428572,0.9285714285714286,1.0,0.7369616203114283,0.8232233047033631,1.0,9.0
16/11/2012,18/01/2013,45.0,45.0,8190.0,8190.0,0.0,0.4285714285714286,0.6923076923076923,0.7692307692307692,0.12294198069297069,0.49748109237039395,0.625,3.0
production supervisors and general foremen,staff officers,183.0,9.0,41544.0,41544.0,0.0,0.4444444444444444,0.9583333333333334,1.0,0.44493032381891173,0.8870134634267935,1.0,37.0
wholesale_retail_trade_repair_of_motor_vehicles_motorcycles_and_personal_and_households_goods_hotels_and_restaurants,equals_gross_domestic_product,10870.0,12787.0,225363.0,225363.0,0.0,0.31818181818181823,0.8977272727272727,0.9743589743589743,0.12957915616890459,0.7545229865274015,0.9551889285051779,98.0
founder / ceo / cto,level 1 developer (junior),323.0,4535.0,25090.0,25090.0,0.0,0.631578947368421,0.8787878787878788,0.9722222222222222,0.37094339737800575,0.8533528849786467,0.9587606950578839,21.0
publishing,cable & satellite,5.0,4.0,505.0,505.0,0.0,0.7333333333333334,0.9090909090909091,1.0,0.6584349744680134,0.8428651597363228,1.0,13.0
eastern victoria,eastern metropolitan,228.0,4377.0,34857.0,34857.0,0.0,0.3571428571428571,0.7407407407407407,0.7692307692307692,0.1317568578755407,0.5853557855686353,0.6220355269907727,9.0
oregon,maine,24.0,24.0,1224.0,1224.0,0.0,0.75,1.0,1.0,0.683772233983162,1.0,1.0,6.0
investmentreturn_25yr,administeringgovt,1.0,1.0,280.0,280.0,0.0,0.5294117647058824,0.9393939393939394,1.0,0.3356361611700802,0.841886116991581,1.0,17.0
louisiana,mississippi,728.0,278.0,48722.0,48722.0,0.0,0.7777777777777778,0.8461538461538461,1.0,0.4528470968949361,0.6464466094067263,1.0,8.0
irl,lac,1.0,1.0,269.0,269.0,0.0,0.8,1.0,1.0,0.6666666666666666,1.0,1.0,3.0
guyana,marshall islands,336.0,225.0,215337.0,215337.0,0.0,0.8461538461538461,0.9473684210526316,1.0,0.5755626561864173,0.8845299461620748,1.0,14.0
showmanship award,golden eagle,1.0,2.0,331.0,331.0,0.0,0.6666666666666667,1.0,1.0,0.7228673461372864,1.0,1.0,14.0
europe and central asia,djibouti,139.0,534.0,151623.0,151623.0,0.0,0.6875,1.0,1.0,0.7343155343379715,1.0,1.0,21.0
nok,aud,114.0,1880.0,108129.0,108129.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
gb,us,8758.0,92033.0,108129.0,108129.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
suona,movement director,46.0,6.0,806179.0,806179.0,0.0,0.8571428571428572,1.0,1.0,0.7590342013292504,1.0,1.0,16.0
apricot,blue cream,1.0,21.0,29421.0,29421.0,0.0,0.7692307692307692,1.0,1.0,0.6726731646460113,1.0,1.0,9.0
jor,qat,45.0,72.0,59228.0,59228.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
i-formula,i-abbreviation,430.0,70.0,662207.0,662207.0,0.0,0.6428571428571428,0.95,1.0,0.45566894604818264,0.901941932430908,1.0,10.0
caught and bowled,lbw,211.0,455.0,150460.0,150460.0,0.0,0.7857142857142857,1.0,1.0,0.6388424407426923,1.0,1.0,15.0
iraq,micronesia (federated states of),46.0,46.0,9234.0,9234.0,0.0,0.8125,0.9655172413793104,1.0,0.6225852937879656,0.9075499672957952,1.0,29.0
new mexico,wisconsin,7680.0,7779.0,403984.0,403984.0,0.0,0.5,0.9375,1.0,0.47825080525004904,0.882148869802242,1.0,9.0
642,620,1226.0,814.0,70964.0,70964.0,0.0,0.5,1.0,1.0,0.33333333333333326,1.0,1.0,2.0
duii,robbery,1798.0,900.0,61281.0,61281.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
cmas,software license program,3514.0,1949.0,346018.0,346018.0,0.0,0.75,1.0,1.0,0.5477329831333546,1.0,1.0,22.0
nashville-davidson,austin,16.0,16.0,2720.0,2720.0,0.0,0.6923076923076923,1.0,1.0,0.42264973081037416,1.0,1.0,15.0
chianti colli aretini,moscadello di montalcino,3.0,6.0,129971.0,129971.0,0.0,0.3571428571428571,0.8888888888888888,1.0,0.2841324792410065,0.7958758547680684,1.0,18.0
"other, non-hispanic",overall,38161.0,63215.0,403984.0,403984.0,0.0,0.75,0.9565217391304348,1.0,0.7006578299553752,0.9037749551350623,1.0,15.0
pakistan,romania,414.0,414.0,80583.0,80583.0,0.0,0.7,0.9166666666666666,1.0,0.3675444679663241,0.8456966500379081,1.0,7.0
england,ukraine,27.0,4.0,4572.0,4572.0,0.0,0.7,1.0,1.0,0.49604736932103044,1.0,1.0,6.0
hotels and lodgingrestaurant/food servicesother/not classified,hotels and lodging restaurant/food services other/not classified,1.0,1.0,22000.0,22000.0,1.0,0.0,0.08771929824561409,0.1515151515151515,0.006725915674124283,0.037666243229724006,0.08184382990246586,2.0
storage shed,social care facility,113.0,43.0,198900.0,198900.0,0.0,0.5333333333333333,0.9642857142857143,1.0,0.5370899501137243,0.9342048305040231,1.0,16.0
testing laboratories,offices of mental health practitioners (except physicians),19.0,9.0,374362.0,374362.0,0.0,0.5238095238095238,0.953125,1.0,0.20499017120195095,0.8762694589640125,1.0,46.0
household_final_consumption_expenditure,exports_of_services,14063.0,9155.0,188939.0,188939.0,0.0,0.42105263157894735,0.9411764705882353,0.9811320754716981,0.29407727170256204,0.8908910548820038,0.960127388858555,33.0
mendoza,fortaleza,6.0,8.0,4572.0,4572.0,0.0,0.6363636363636364,0.9230769230769231,1.0,0.43019711770181024,0.8556624327025936,1.0,7.0
michigan,tennessee,24.0,24.0,1224.0,1224.0,0.0,0.9,1.0,1.0,0.8735088935932649,1.0,1.0,9.0
transportation,fruits & vegetables,4121.0,16610.0,671205.0,671205.0,0.0,0.7058823529411764,0.9666666666666667,1.0,0.558751248353615,0.9346279549539387,1.0,15.0
hazelwood,beaverton - west slope,4411.0,3.0,82958.0,82958.0,0.0,0.7058823529411764,1.0,1.0,0.5109903530781743,1.0,1.0,18.0
honduras,gabon,368.0,368.0,72485.0,72485.0,0.0,0.7,0.9,1.0,0.5256583509747431,0.8110177634953863,1.0,8.0
3,hp3,6.0,5.0,64618.0,64618.0,0.0,0.6666666666666667,1.0,1.0,0.42264973081037416,1.0,1.0,2.0
coke_oven_coke,peat_products,11846.0,1707.0,1189482.0,1189482.0,0.0,0.7142857142857143,1.0,1.0,0.571253537143728,1.0,1.0,12.0
951,w20,1751.0,7.0,82958.0,82958.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
municipal theatre,municipal auditorium,2.0,30.0,21607.0,21607.0,1.0,0.2666666666666667,0.6538461538461539,0.6799999999999999,0.2284832501895404,0.4838145987912361,0.5131355044398523,8.0
finance,it,9224.0,52617.0,374362.0,374362.0,0.0,0.8571428571428572,1.0,1.0,0.7642977396044842,1.0,1.0,6.0
"equipment, agricultural","equipment, educational",1141.0,3069.0,151623.0,151623.0,0.0,0.23529411764705888,0.65625,0.71875,0.13861919370516196,0.488233684280841,0.5608449671731601,9.0
quito uberx,puebla uberblack,3.0,3.0,90287.0,90287.0,0.0,0.6666666666666667,0.7894736842105263,0.8421052631578947,0.4429933481039833,0.7098094999559954,0.75,10.0
moorabool shire council,glen eira city council,7.0,2006.0,34857.0,34857.0,0.0,0.4117647058823529,0.7096774193548387,0.8285714285714285,0.29115514135029064,0.5509268804897507,0.7072299781154401,13.0
fiji,jordan,2.0,92.0,374362.0,374362.0,0.0,0.875,1.0,1.0,0.8333333333333333,1.0,1.0,6.0
trujillo alto,trujillo altl,8.0,1.0,1351.0,1351.0,1.0,0.0,0.15384615384615385,0.16666666666666663,0.0369131753138463,0.08333333333333315,0.09090909090909094,1.0
"1,11",19,1.0,33.0,100048.0,100048.0,0.0,0.6666666666666667,1.0,1.0,0.3291796067500631,1.0,1.0,3.0
collins,collings,124.0,10.0,34857.0,34857.0,1.0,0.1428571428571429,0.375,0.4285714285714286,0.05131670194948623,0.22848325018954052,0.26970325665977857,1.0
i-family,i-formula,1403.0,595.0,667075.0,667075.0,0.0,0.4,0.8461538461538461,0.9166666666666666,0.26213521262737816,0.7327387580875757,0.8456966500379081,4.0
other operational services,governance services,975.0,212.0,151623.0,151623.0,0.0,0.33333333333333337,0.7,0.7941176470588236,0.17336021549085046,0.4256203141993873,0.653448359958164,13.0
orh4_1,dia2_2,1724.0,1625.0,403984.0,403984.0,0.0,0.9,1.0,1.0,0.8556624327025936,1.0,1.0,5.0
00851-0235,00804-0308,1.0,1.0,1973.0,1973.0,0.0,0.5,0.7857142857142857,0.9333333333333333,0.20833333333333337,0.5979848738963152,0.875,5.0
tunisian dinar,tunisian dinar,851.0,921.0,227092.0,227092.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,w30,14.0,17.0,64618.0,64618.0,0.0,0.75,1.0,1.0,0.5917517095361371,1.0,1.0,2.0
brown & black,brown/black,78.0,133.0,82545.0,82545.0,1.0,0.25,0.4285714285714286,0.5714285714285714,0.19279264720442502,0.26970325665977857,0.39697731084447274,3.0
runaway,fraud,1436.0,2008.0,61497.0,61497.0,0.0,0.625,1.0,1.0,0.40371520600005606,1.0,1.0,6.0
grey/white,grey /white,145.0,189.0,82545.0,82545.0,1.0,0.09999999999999998,0.2727272727272727,0.4545454545454546,0.03923107716947705,0.1567259572884322,0.29289321881345254,1.0
splice_acceptor_variant&coding_sequence_variant&intron_variant,frameshift_variant&stop_lost,8.0,3.0,65188.0,65188.0,0.0,0.38095238095238093,0.8448275862068966,0.8923076923076922,0.2222862289521811,0.5779651405067003,0.6077677297236319,45.0
motoring automotive jobs,energy jobs,1578.0,650.0,50000.0,50000.0,0.0,0.4375,0.8461538461538461,0.8888888888888888,0.444063012504174,0.7651119121941186,0.7958758547680684,17.0
"installation, maintenance, and repair workers, all other*","installation, maintenance, and repair workers, all other",1.0,4.0,374362.0,374362.0,1.0,0.052631578947368474,0.021276595744680882,0.018867924528301883,0.0020100522836055124,0.006600732201217263,0.008510793070531153,1.0
tan/silver,silver/tan,6.0,5.0,82545.0,82545.0,1.0,0.0,0.36363636363636365,0.5454545454545454,2.220446049250313e-16,0.2222222222222222,0.3750000000000001,8.0
"8,7","4,7",1.0,17.0,258.0,258.0,0.0,0.5,0.6666666666666667,1.0,0.33333333333333326,0.5000000000000001,1.0,1.0
640,912,1.0,993.0,73590.0,73590.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
ohio,oh,1335.0,2208.0,374362.0,374362.0,1.0,0.33333333333333337,0.6666666666666667,1.0,0.1339745962155613,0.42264973081037416,1.0,2.0
puerto rico,pr,27.0,48.0,374362.0,374362.0,1.0,0.7777777777777778,1.0,1.0,0.4522774424948339,1.0,1.0,9.0
sc,ri,294.0,60.0,21112.0,21112.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
asthma,oral health,31958.0,7593.0,403984.0,403984.0,0.0,0.7,0.9230769230769231,1.0,0.39975495200121913,0.8709005551264195,1.0,8.0
united arab emirates,moldova,525.0,1.0,59228.0,59228.0,0.0,0.8,1.0,1.0,0.736476861652635,1.0,1.0,18.0
b.5*n,b.5*g,8913.0,11754.0,215337.0,215337.0,0.0,0.33333333333333337,0.4,0.5,0.20000000000000018,0.25,0.33333333333333326,1.0
580,4,921.0,1.0,64618.0,64618.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
"public administration and defence, education, human health and social work activities",financial and insurance activities,2849.0,3089.0,68023.0,68023.0,0.0,0.36363636363636365,0.7297297297297297,0.8260869565217391,0.09575917575031934,0.40329185856014493,0.6656877120380513,59.0
7,czech republic,7.0,675.0,61626.0,61626.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0
myanmar (burma),benin,1870.0,497.0,671205.0,671205.0,0.0,0.8333333333333334,1.0,1.0,0.7894412780969211,1.0,1.0,14.0
other_depository_corporations_deposit_money_banks_liabilities_included_in_definition_of_money,other_financial_corporations_other_banking_nonbank_financial_institutions_reserves,9773.0,2098.0,884244.0,884244.0,0.0,0.2272727272727273,0.6329113924050633,0.8189655172413793,0.09959286819343649,0.46061022611160796,0.6928799536203378,54.0
00831-1005,96921-6443,1.0,1.0,1973.0,1973.0,0.0,0.7,0.9375,1.0,0.7958758547680684,0.8994962184740788,1.0,8.0
mining and oil and gas services,sports and recreational equipment and supplies and accessories,1051.0,1261.0,346018.0,346018.0,0.0,0.33333333333333337,0.8548387096774194,0.9459459459459459,0.14672093252728213,0.4753686101288874,0.6453396383503853,44.0
executive director- agent,executive director (agent),1.0,1.0,374362.0,374362.0,1.0,0.17647058823529416,0.2592592592592593,0.3214285714285714,0.025175664093419203,0.13192094048914327,0.19130629577918867,3.0
schnauzer (miniature),schnauzer - miniature,66.0,85.0,82545.0,82545.0,1.0,0.1875,0.26086956521739135,0.34782608695652173,0.05841618186160058,0.15000000000000013,0.21052631578947378,3.0
uah,cny,963.0,125.0,671205.0,671205.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
burglary,rape,4029.0,205.0,61779.0,61779.0,0.0,0.7777777777777778,1.0,1.0,0.5256583509747431,1.0,1.0,6.0
end,layer 3 up,109.0,210.0,1521.0,1521.0,0.0,0.9090909090909091,1.0,1.0,0.8333333333333333,1.0,1.0,9.0
equals_saving_net,plus_property_income_from_and_to_the_rest_of_the_world_net,8205.0,5362.0,215337.0,215337.0,0.0,0.5909090909090908,0.9152542372881356,0.9696969696969697,0.3798415387605776,0.859364012384247,0.9344174164216047,50.0
indonesia,equatorial guinea,414.0,403.0,81106.0,81106.0,0.0,0.6428571428571428,0.8571428571428572,1.0,0.38196855685047426,0.7348349570550448,1.0,14.0
kenya,palestine,410.0,79.0,374362.0,374362.0,0.0,0.7,1.0,1.0,0.4606401100294063,1.0,1.0,8.0
src,ifc,1546.0,1713.0,610676.0,610676.0,0.0,0.8,1.0,1.0,0.6666666666666666,1.0,1.0,2.0
cn,ls,5324.0,633.0,151623.0,151623.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
iowa,new york,13.0,31.0,910.0,910.0,0.0,0.8,1.0,1.0,0.6464466094067263,1.0,1.0,7.0
trepat,baco noir,10.0,16.0,129971.0,129971.0,0.0,0.8181818181818181,1.0,1.0,0.7867992836443896,1.0,1.0,9.0
y,a,47159.0,65873.0,374362.0,374362.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"6,8",28,48.0,379.0,595971.0,595971.0,0.0,0.75,1.0,1.0,0.5917517095361371,1.0,1.0,2.0
multiparty signed/agreed,status unclear,1401.0,7.0,1518.0,1518.0,0.0,0.47058823529411764,0.9705882352941176,1.0,0.342048305040231,0.944529980377477,1.0,17.0
961,300,1204.0,5.0,82958.0,82958.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
costa rica,belarus,368.0,208.0,72485.0,72485.0,0.0,0.75,1.0,1.0,0.5959389821791157,1.0,1.0,8.0
e columbia,pearl,337.0,1107.0,70964.0,70964.0,0.0,0.75,1.0,1.0,0.5757359312880715,1.0,1.0,9.0
country uses the 1993 system of national accounts methodology.,country uses the 1968 system of national accounts methodology.,125.0,36.0,263.0,263.0,0.0,0.125,0.10526315789473684,0.1311475409836066,0.00754010349996681,0.04000000000000015,0.060606060606060774,2.0
ok,oklahoma,192.0,105.0,374362.0,374362.0,1.0,0.6666666666666667,0.8571428571428572,1.0,0.38762756430420553,0.6220355269907728,1.0,6.0
nevada,north carolina,522.0,1362.0,48722.0,48722.0,0.0,0.8461538461538461,1.0,1.0,0.5477329831333546,1.0,1.0,11.0
somalia,equatorial guinea,368.0,368.0,73645.0,73645.0,0.0,0.7142857142857143,0.9,1.0,0.381015539409827,0.7958758547680684,1.0,12.0
952,116,1297.0,1.0,59853.0,59853.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
pakistan,marshall islands,15.0,14.0,59228.0,59228.0,0.0,0.6923076923076923,0.9,1.0,0.4034412409986956,0.8048199854102934,1.0,11.0
commhstliab,ageadjrate,106.0,31311.0,403984.0,403984.0,0.0,0.8666666666666667,1.0,1.0,0.7385118198157545,1.0,1.0,11.0
wilkes,gresham - centennial east,494.0,14.0,61497.0,61497.0,0.0,0.75,0.962962962962963,1.0,0.5748047972378127,0.9122941980692971,1.0,21.0
pakistan,malawi,781.0,176.0,215337.0,215337.0,0.0,0.8,1.0,1.0,0.44098300562505255,1.0,1.0,7.0
recycling - paper,yard trimming - x-mas trees,32162.0,13.0,564403.0,564403.0,0.0,0.47058823529411764,0.8235294117647058,0.8857142857142857,0.3453463292920229,0.726138721247417,0.8012384020000187,18.0
zimbabwe,bhutan,414.0,414.0,80583.0,80583.0,0.0,0.8181818181818181,1.0,1.0,0.6127016653792583,1.0,1.0,7.0
public_administration_and_defence_compulsory_social_security,financial_and_insurance_activities,1180.0,3096.0,68023.0,68023.0,0.0,0.3157894736842105,0.7575757575757576,0.9012345679012346,0.15135398688794155,0.5723141209039608,0.819849060355582,46.0
caught,run out,4373.0,755.0,150460.0,150460.0,0.0,0.8,1.0,1.0,0.5917517095361369,1.0,1.0,6.0
sri lanka,venezuela (bolivarian republic of),46.0,46.0,9234.0,9234.0,0.0,0.6842105263157895,0.9189189189189189,1.0,0.3673691996985745,0.820715708599841,1.0,30.0
frameshift_variant&stop_lost,splice_acceptor_variant&coding_sequence_variant&intron_variant,3.0,8.0,65188.0,65188.0,0.0,0.38095238095238093,0.8448275862068966,0.8923076923076922,0.2222862289521811,0.5779651405067003,0.6077677297236319,45.0
markham,boise,97.0,476.0,73590.0,73590.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
sm,ko,3.0,861.0,85881.0,85881.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
partner/lead engagement attorney,partner/lead engagement attorney,9.0,59.0,374362.0,374362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
abu dhabi,cuttack,7.0,7.0,636.0,636.0,0.0,0.8,1.0,1.0,0.7491273969978727,1.0,1.0,7.0
mozambique,armenia/azerbaijan/nagorno-karabakh,13.0,13.0,1518.0,1518.0,0.0,0.5882352941176471,1.0,1.0,0.5171954504147325,1.0,1.0,31.0
ut,nv,9630.0,9234.0,768922.0,768922.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
"general services, department of","controller, state",10813.0,905.0,346018.0,346018.0,0.0,0.38888888888888884,0.9,1.0,0.2217103578839753,0.785626768571864,1.0,21.0
"vocational education teachers, postsecondary",vocational education teachers postsecondary,31.0,5.0,374362.0,374362.0,1.0,0.05555555555555558,0.07894736842105265,0.125,0.003478271408216882,0.026510552568415613,0.0504566081209219,1.0
gay,sjw,446.0,164.0,610676.0,610676.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
greece,yemen arab republic [former],3446.0,162.0,191325.0,191325.0,0.0,0.8333333333333334,0.9666666666666667,1.0,0.38656533898602263,0.91695452014626,1.0,24.0
chicago-ethereum-meetup,new-york-professional-network,12.0,1.0,5807.0,5807.0,0.0,0.6,0.9777777777777777,1.0,0.47191549971939184,0.9299859957985995,1.0,25.0
gambia,turkmenistan,5.0,5.0,515738.0,515738.0,0.0,0.75,1.0,1.0,0.6464466094067263,1.0,1.0,9.0
queen elisabeth hall,queen elizabeth theatre,1.0,1.0,21607.0,21607.0,1.0,0.2142857142857143,0.5185185185185186,0.6071428571428572,0.12114982939205021,0.3443899318928142,0.43422105013899626,6.0
oklahoma,ok,502.0,491.0,374362.0,374362.0,1.0,0.6666666666666667,0.8571428571428572,1.0,0.38762756430420553,0.6220355269907728,1.0,6.0
director,director,56.0,30.0,374362.0,374362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lao people's democratic republic,benin,368.0,368.0,73645.0,73645.0,0.0,0.8235294117647058,1.0,1.0,0.7041960108450193,1.0,1.0,30.0
muzla,pfalz,1.0,187.0,129971.0,129971.0,0.0,0.5714285714285714,1.0,1.0,0.40000000000000013,1.0,1.0,4.0
glen,powl,1.0,1.0,46.0,46.0,0.0,0.8571428571428572,1.0,1.0,0.75,1.0,1.0,4.0
alternative carriers,trading companies & distributors,1.0,1.0,505.0,505.0,0.0,0.5263157894736843,0.9069767441860466,1.0,0.27150720361422587,0.8524577772873365,1.0,24.0
discrepancy between components and total as one or more components have not been revised.,all data for gdp and its components refer to provisional data for this year.,1.0,1.0,68023.0,68023.0,0.0,0.18181818181818177,0.7078651685393258,0.847457627118644,0.13558292000559657,0.4975668956067445,0.6980594575614412,65.0
niger,benin,3.0,5.0,374362.0,374362.0,0.0,0.5,0.8571428571428572,1.0,0.3238765962171869,0.75,1.0,5.0
"includes professional, scientific and technical activities (m), and administrative and support service activities (n) of isic rev. 4 industry classification.","excludes education, human health and social work activities",1.0,1.0,68023.0,68023.0,0.0,0.37037037037037035,0.7627118644067796,0.8571428571428572,0.0933844512130717,0.40774415731086644,0.6168799410128504,116.0
"sales and related workers, all other","sales and related workers, all other*",2.0,2.0,374362.0,374362.0,1.0,0.06666666666666665,0.03125,0.02857142857142858,0.004008032160901398,0.011428946775838722,0.014389239390837805,1.0
lc,lb,29.0,8.0,24957.0,24957.0,0.0,0.6666666666666667,1.0,1.0,0.5000000000000001,1.0,1.0,1.0
alabama,utah,7354.0,7575.0,403984.0,403984.0,0.0,0.8571428571428572,1.0,1.0,0.5411685322588765,1.0,1.0,6.0
wyoming,ohio,5.0,36.0,910.0,910.0,0.0,0.75,1.0,1.0,0.5370899501137243,1.0,1.0,5.0
beaujolais,prosecco di valdobbiadene,91.0,218.0,150930.0,150930.0,0.0,0.5625,1.0,1.0,0.36555873142548456,1.0,1.0,21.0
bi-weekly,hour,1.0,1651.0,374362.0,374362.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0
