w1,w2,count1,count2,total1,total2,isDuplicate,jaccard_1,jaccard_2,jaccard_3,cosine_1,cosine_2,cosine_3,w_levenshtein
illinois,vermont,444.0,10.0,10621.0,10621.0,0.0,0.8,1.0,1.0,0.8110177634953863,1.0,1.0,7.0
"direct life, health, and medical insurance carriers",jewelers' material and lapidary work manufacturing,1.0,1.0,374362.0,374362.0,0.0,0.41666666666666663,0.7972972972972973,0.945054945054945,0.11392207872913163,0.6302390450009521,0.8989847455447789,38.0
send,av,121.0,710.0,610676.0,610676.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0
ga,ut,64.0,32.0,2720.0,2720.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
sd,in,1463.0,14929.0,943111.0,943111.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
new sheqel,new sheqel,1009.0,1240.0,227092.0,227092.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cowan miller and lederman,cowan miller & lederman,1.0,5.0,374362.0,374362.0,1.0,0.07692307692307687,0.2272727272727273,0.3076923076923077,0.030577909079501864,0.09251478702696991,0.18097164065207771,3.0
carnegie chamber music hall at carnegie hall,carnegie hall,1.0,6029.0,21607.0,21607.0,1.0,0.33333333333333337,0.5862068965517242,0.65625,0.07288235718275171,0.15532827700064245,0.19586843987914226,31.0
ne,dc,226.0,31.0,21112.0,21112.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
5677,5677,12.0,11.0,374362.0,374362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6033,6033,1.0,3.0,374362.0,374362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forestry and logging (02),"wholesale and retail trade, transportation and storage, accommodation and food service activities (g+h+i)",5418.0,6631.0,320551.0,320551.0,0.0,0.42307692307692313,0.8674698795180723,0.9716981132075472,0.23912355238432315,0.6302279194074267,0.8430683385461148,88.0
mh,marshall islands,2.0,1.0,374362.0,374362.0,1.0,0.8,1.0,1.0,0.757464374963667,1.0,1.0,14.0
depreciation,other contributions,1.0,1.0,280.0,280.0,0.0,0.5333333333333333,0.88,0.92,0.3013043039522315,0.7303200550147031,0.8466070022305259,12.0
hldtot,t104qe,1.0,2.0,11106.0,11106.0,0.0,0.9,1.0,1.0,0.7113248654051871,1.0,1.0,6.0
g,e,21673.0,4278.0,89830.0,89830.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
markham,concordia,50.0,601.0,59853.0,59853.0,0.0,0.8,1.0,1.0,0.7491273969978727,1.0,1.0,8.0
mcar,pitt,88353.0,72983.0,3313625.0,3313625.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0
ukr,pan,134.0,130.0,21477.0,21477.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
timor-leste,solomon islands,234.0,403.0,80583.0,80583.0,0.0,0.6153846153846154,0.9565217391304348,1.0,0.5362611042398318,0.9154845745271484,1.0,12.0
former yugoslavia,gabon,168.0,368.0,73645.0,73645.0,0.0,0.8125,1.0,1.0,0.5337475958798431,1.0,1.0,15.0
delaware,de,831.0,868.0,374362.0,374362.0,1.0,0.6666666666666667,0.8571428571428572,1.0,0.38762756430420553,0.6220355269907728,1.0,6.0
crave,worm,635.0,367.0,610676.0,610676.0,0.0,0.875,1.0,1.0,0.7763932022500211,1.0,1.0,5.0
424,424,1.0,1.0,374362.0,374362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ovc5_0,art1_1,6135.0,4404.0,403984.0,403984.0,0.0,0.9,1.0,1.0,0.8556624327025936,1.0,1.0,5.0
2012,2012,4.0,7.0,374362.0,374362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kenya,tanzania - mainland,829.0,1185.0,215337.0,215337.0,0.0,0.8461538461538461,1.0,1.0,0.45727957976002553,1.0,1.0,17.0
mntp,cj,56.0,634.0,610676.0,610676.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0
medellín,panamá uberx,1586.0,273.0,90287.0,90287.0,0.0,0.7857142857142857,1.0,1.0,0.6913933000758161,1.0,1.0,11.0
legal counsel,legal counsel,5.0,21.0,374362.0,374362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dubl,woak,1.0,1.0,46.0,46.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0
wall or painted sign,grade or quarry or fill or excavate,511.0,91.0,198900.0,198900.0,0.0,0.5238095238095238,0.8536585365853658,0.9069767441860466,0.2672333180274622,0.6182291422145334,0.7189086524294774,27.0
croatia,italy,7.0,101.0,374362.0,374362.0,0.0,0.625,1.0,1.0,0.40371520600005606,1.0,1.0,6.0
water,bug,112.0,69.0,800.0,800.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0
"equipment, mechanical","works, infrastructure",887.0,11566.0,151623.0,151623.0,0.0,0.55,0.9736842105263158,1.0,0.552476592481242,0.9523268705377204,1.0,21.0
far southwest,brentwd-darlngt,94.0,889.0,61779.0,61779.0,0.0,0.7058823529411764,0.96,1.0,0.5448504363182437,0.9228483250189541,1.0,14.0
washington,wa,8820.0,8293.0,374362.0,374362.0,1.0,0.7777777777777778,0.8888888888888888,1.0,0.5917517095361371,0.6666666666666667,1.0,8.0
216,216,10.0,4.0,374362.0,374362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
peat_products,uranium,1707.0,684.0,1189482.0,1189482.0,0.0,0.7857142857142857,1.0,1.0,0.6766191666182226,1.0,1.0,11.0
yen,yen,606.0,420.0,48269.0,48269.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
new hampshire,ohio,4.0,36.0,910.0,910.0,0.0,0.8333333333333334,0.9285714285714286,1.0,0.7029557371069977,0.8333333333333333,1.0,11.0
630,201,467.0,3.0,61281.0,61281.0,0.0,0.8,1.0,1.0,0.6666666666666666,1.0,1.0,3.0
flying,water,95.0,17.0,801.0,801.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0
tanzania,ethiopia,15.0,3.0,59228.0,59228.0,0.0,0.6666666666666667,0.9166666666666666,1.0,0.5256583509747431,0.8740118423302576,1.0,6.0
panamá uberx,medellín,273.0,1586.0,90287.0,90287.0,0.0,0.7857142857142857,1.0,1.0,0.6913933000758161,1.0,1.0,11.0
samoa,san marino,368.0,414.0,81106.0,81106.0,0.0,0.5,0.9166666666666666,1.0,0.2928932188134524,0.8333333333333334,1.0,7.0
00950-0237,00745-0000,1.0,2.0,1351.0,1351.0,0.0,0.5,0.8461538461538461,1.0,0.08983018567462331,0.636303516273346,1.0,6.0
b-no class,i-abbreviation,32.0,70.0,662207.0,662207.0,0.0,0.6428571428571428,1.0,1.0,0.5875210443078472,1.0,1.0,12.0
htg,mwk,3384.0,1319.0,671205.0,671205.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
pr,mh,1351.0,2.0,3324.0,3324.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
"sr. associate, attorney at law","senior associate, attorney at law",43.0,28.0,374362.0,374362.0,1.0,0.06666666666666665,0.2666666666666667,0.2727272727272727,0.02359166108580657,0.10196396683591724,0.14188366967896693,5.0
euro,euro,11818.0,432.0,61626.0,61626.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q30learncodeyoutube,q28lovejulia,1.0,2.0,452.0,452.0,0.0,0.7,1.0,1.0,0.4540791663159883,1.0,1.0,14.0
yrvac,e_gov,5.0,34.0,11106.0,11106.0,0.0,0.8888888888888888,1.0,1.0,0.8,1.0,1.0,5.0
518,518,2.0,1.0,374362.0,374362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
louisiana,south dakota,96.0,16.0,2720.0,2720.0,0.0,0.6666666666666667,0.9444444444444444,1.0,0.4770236396315092,0.8933996418221948,1.0,8.0
abu dhabi,rajkot,7.0,10.0,636.0,636.0,0.0,0.9166666666666666,1.0,1.0,0.7735445931710808,1.0,1.0,9.0
"expenditure survey/budget survey (es/bs), 2009/10","labor force survey (lfs), 2013",3.0,1.0,263.0,263.0,0.0,0.5172413793103448,0.7407407407407407,0.7931034482758621,0.3144588782659121,0.535734427300349,0.574467751826505,29.0
21538,21538,2.0,7.0,374362.0,374362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"expenditure survey/budget survey (es/bs), 2008/09","living standards measurement study survey (lsms), 2010/11",2.0,1.0,263.0,263.0,0.0,0.33333333333333337,0.7285714285714286,0.8414634146341463,0.20285807993825367,0.4777670321329065,0.6551211497496764,33.0
kenya,30,1650.0,1.0,320551.0,320551.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0
global environment project,montreal protocol,5121.0,82.0,151623.0,151623.0,0.0,0.3125,0.78125,0.9166666666666666,0.15614698431070828,0.6286093236458963,0.841886116991581,18.0
2209,2209,4.0,2.0,374362.0,374362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vi,sc,5551.0,7779.0,403984.0,403984.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
refinery_feedstocks,lubricants,5696.0,21374.0,1189482.0,1189482.0,0.0,0.6470588235294117,1.0,1.0,0.5840998040719709,1.0,1.0,16.0
jamaica,trinidad and tobago,236.0,118.0,374362.0,374362.0,0.0,0.8461538461538461,1.0,1.0,0.523537109993369,1.0,1.0,16.0
new mexico,kentucky,7680.0,7779.0,403984.0,403984.0,0.0,0.7692307692307692,1.0,1.0,0.6348516283298893,1.0,1.0,9.0
brentwd-darlngt,far southwest,889.0,94.0,61779.0,61779.0,0.0,0.7058823529411764,0.96,1.0,0.5448504363182437,0.9228483250189541,1.0,14.0
madagascar,russian federation,368.0,234.0,81106.0,81106.0,0.0,0.7333333333333334,1.0,1.0,0.4939756862950101,1.0,1.0,15.0
1,1,65.0,83.0,374362.0,374362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mg,pl,9.0,989.0,2483304.0,2483304.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
1151,1151,2.0,3.0,374362.0,374362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maryland,md,3391.0,2508.0,374362.0,374362.0,1.0,0.7142857142857143,1.0,1.0,0.5527864045000421,1.0,1.0,6.0
wholesale_retail_trade_repair_of_motor_vehicles_motorcycles_and_personal_and_household_goods,agriculture_hunting_and_related_service_activities,6023.0,3111.0,223379.0,223379.0,0.0,0.2857142857142857,0.8695652173913043,0.9666666666666667,0.22765336353727395,0.6899626509661683,0.894590744661054,71.0
european grand prix,san marino grand prix,23.0,26.0,997.0,997.0,0.0,0.2857142857142857,0.5416666666666667,0.6153846153846154,0.13705107273730854,0.31534680311854235,0.4435851159253429,9.0
palace of arts  (bela bartók national concert hall),palace of arts (bela bartók national concert hall),2.0,1.0,21607.0,21607.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,1.0
ghana,lesotho,300.0,292.0,61626.0,61626.0,0.0,0.8888888888888888,1.0,1.0,0.8740118423302576,1.0,1.0,7.0
35429,35429,1.0,3.0,374362.0,374362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030,2030,1.0,1.0,374362.0,374362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
media digital creative jobs,customer service jobs,915.0,1548.0,50000.0,50000.0,0.0,0.2941176470588235,0.8421052631578947,0.9,0.32013595921359517,0.7582531107923859,0.8164674129035506,18.0
r2x1,r2w2,33.0,33.0,2117.0,2117.0,0.0,0.6,0.8,1.0,0.3876275643042054,0.6666666666666666,1.0,2.0
poland,sweden,2.0,2.0,20.0,20.0,0.0,0.7777777777777778,1.0,1.0,0.7113248654051871,1.0,1.0,6.0
mill park,hillsdale,964.0,312.0,64618.0,64618.0,0.0,0.75,0.8571428571428572,0.9230769230769231,0.37720084467078163,0.75,0.8571428571428572,5.0
brush,mulch,31694.0,1344.0,564403.0,564403.0,0.0,0.75,1.0,1.0,0.6000000000000001,1.0,1.0,4.0
unionville,centerville,2.0,3.0,24591.0,24591.0,0.0,0.5,0.7333333333333334,0.7857142857142857,0.3117527983883148,0.5783629786442162,0.6464466094067263,5.0
engineering jobs,it jobs,1858.0,1890.0,50000.0,50000.0,0.0,0.4545454545454546,0.7333333333333334,0.8125,0.5322928266532574,0.6253656753673225,0.641431417199682,10.0
oregon,new jersey,16.0,48.0,2720.0,2720.0,0.0,0.7,1.0,1.0,0.5580582617584078,1.0,1.0,9.0
accommodation and food service activities,"agriculture, forestry and fishing",1311.0,2747.0,61626.0,61626.0,0.0,0.4,0.8545454545454545,0.9230769230769231,0.2855145134507555,0.7550105282469444,0.8562006728642373,31.0
t094qe,d222,2.0,52.0,11106.0,11106.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0
406,406,6.0,9.0,374362.0,374362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
971,641,1735.0,772.0,61779.0,61779.0,0.0,0.8,1.0,1.0,0.6666666666666666,1.0,1.0,2.0
% in us bonds,year plan closed,1.0,1.0,280.0,280.0,0.0,0.6875,0.9615384615384616,1.0,0.4892460815447508,0.925464400750007,1.0,13.0
6179,6179,2.0,1.0,374362.0,374362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,101,535.0,380.0,374362.0,374362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arg,tza,1.0,1.0,269.0,269.0,0.0,0.8,1.0,1.0,0.6666666666666666,1.0,1.0,3.0
2600,2600,91.0,87.0,374362.0,374362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vermont,vt,42.0,53.0,374362.0,374362.0,1.0,0.7142857142857143,1.0,1.0,0.4654775161751513,1.0,1.0,5.0
france,cayman islands,1.0,79.0,2031.0,2031.0,0.0,0.7692307692307692,0.9375,1.0,0.4999999999999999,0.7690598923241497,1.0,12.0
q25langpascal,q26framelearnangularjs,3.0,2.0,452.0,452.0,0.0,0.5882352941176471,0.8571428571428572,0.9666666666666667,0.2921616027034344,0.7592282938284616,0.9325800137536758,16.0
uruguay,colombia,24.0,13.0,4572.0,4572.0,0.0,0.9090909090909091,1.0,1.0,0.9122941980692971,1.0,1.0,8.0
yard trimmings-storm cleanup,out of cycle brush,217.0,17.0,564403.0,564403.0,0.0,0.5238095238095238,0.926829268292683,0.975609756097561,0.4429933481039833,0.8599719915971991,0.950970966215454,25.0
i-no class,i-systematic,2.0,2119.0,662207.0,662207.0,0.0,0.6153846153846154,0.9473684210526316,1.0,0.3876275643042054,0.8994962184740788,1.0,9.0
tf_binding_site_variant,splice_acceptor_variant,2.0,401.0,65188.0,65188.0,0.0,0.47058823529411764,0.7647058823529411,0.8333333333333334,0.31160489955742254,0.6666666666666666,0.7142857142857143,14.0
offmar,tot4qe,5.0,2.0,11106.0,11106.0,0.0,0.8888888888888888,1.0,1.0,0.875,1.0,1.0,6.0
mexican new peso,mexican new peso,2257.0,795.0,227092.0,227092.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poli theater,poli's theatre,1.0,1.0,21607.0,21607.0,1.0,0.16666666666666663,0.5,0.625,0.05719095841793653,0.33100639199432735,0.4522774424948339,4.0
piq,but,1.0,1.0,842.0,842.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
slovenia,belize,208.0,368.0,73646.0,73646.0,0.0,0.7,1.0,1.0,0.5000000000000001,1.0,1.0,7.0
mcclain county,carver county,1.0,1.0,910.0,910.0,0.0,0.4285714285714286,0.6842105263157895,0.7222222222222222,0.27607723400697315,0.5196155385847385,0.5648058601107554,6.0
canada,paraguay,1.0,11.0,4572.0,4572.0,0.0,0.8888888888888888,1.0,1.0,0.3056349251705863,1.0,1.0,5.0
tanzania - mainland,kenya,1185.0,829.0,215337.0,215337.0,0.0,0.8461538461538461,1.0,1.0,0.45727957976002553,1.0,1.0,17.0
brazilian grand prix,korean grand prix,46.0,4.0,997.0,997.0,0.0,0.4,0.47619047619047616,0.5,0.14039761740812073,0.26279021922551415,0.330561318604797,7.0
zorkas-digitalists,were-serious,12.0,1.0,5807.0,5807.0,0.0,0.6666666666666667,1.0,1.0,0.5246729243173651,1.0,1.0,14.0
energy and utilities; engineering services,energy and utilities engineering services,2.0,1.0,22000.0,22000.0,1.0,0.0625,0.08823529411764708,0.11904761904761907,0.0027816465565606574,0.02560543456931519,0.06321608544760848,1.0
italy,south africa,699.0,376.0,374362.0,374362.0,0.0,0.7692307692307692,1.0,1.0,0.5219085562662426,1.0,1.0,10.0
rhode island,north dakota,49.0,17.0,10621.0,10621.0,0.0,0.46153846153846156,1.0,1.0,0.37005921165128797,1.0,1.0,11.0
indonesia,oman,8036.0,3587.0,1189482.0,1189482.0,0.0,0.625,1.0,1.0,0.44529980377477085,1.0,1.0,8.0
metropolitan theatre,metropolitan hall,3.0,1.0,21607.0,21607.0,1.0,0.0,0.4545454545454546,0.5,0.16016123356621847,0.29079185673302477,0.330561318604797,5.0
marshall park,woodstock,30.0,691.0,80256.0,80256.0,0.0,0.8571428571428572,1.0,1.0,0.8923236195883669,1.0,1.0,12.0
"san antonio, tx 78205","san antonio, tx",3.0,2.0,22000.0,22000.0,1.0,0.3571428571428571,0.3157894736842105,0.3157894736842105,0.07821339815241846,0.14719713457755834,0.17282980813148896,6.0
argentine peso,argentine peso,376.0,504.0,227092.0,227092.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tajikistan,new zealand,21.0,106.0,374362.0,374362.0,0.0,0.8461538461538461,0.9411764705882353,1.0,0.6361965624455006,0.9046537410754407,1.0,9.0
148,148,5.0,2.0,374362.0,374362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
co,ri,22798.0,2547.0,943111.0,943111.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
124,002v,73.0,7.0,198900.0,198900.0,0.0,0.8,1.0,1.0,0.7642977396044841,1.0,1.0,3.0
arnold creek,sabin,29.0,248.0,61281.0,61281.0,0.0,0.8461538461538461,1.0,1.0,0.7763932022500211,1.0,1.0,12.0
anakie,anakie,144.0,14.0,158026.0,158026.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
worm,crave,367.0,635.0,610676.0,610676.0,0.0,0.875,1.0,1.0,0.7763932022500211,1.0,1.0,5.0
121,121,29.0,16.0,374362.0,374362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
palo alto,blacklick,2.0,1.0,24591.0,24591.0,0.0,0.8,1.0,1.0,0.6000000000000001,1.0,1.0,8.0
wdub,plza,50656.0,64459.0,3313625.0,3313625.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0
central valley,california other,1062.0,2663.0,129971.0,129971.0,0.0,0.4285714285714286,0.9615384615384616,1.0,0.3749999999999999,0.8666666666666667,1.0,13.0
ny,nc,7778.0,7779.0,403984.0,403984.0,0.0,0.6666666666666667,1.0,1.0,0.5000000000000001,1.0,1.0,1.0
advertising,electronic manufacturing services,2.0,1.0,505.0,505.0,0.0,0.47058823529411764,0.9189189189189189,0.9743589743589743,0.27801179488457584,0.841886116991581,0.9401315659910751,28.0
norway,botswana,368.0,368.0,72485.0,72485.0,0.0,0.5555555555555556,0.9090909090909091,1.0,0.3545027756320971,0.8309691490542968,1.0,5.0
sc,ok,11538.0,10002.0,943111.0,943111.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
1007,1007,2.0,1.0,374362.0,374362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sd,south dakota,143.0,180.0,374362.0,374362.0,1.0,0.7777777777777778,1.0,1.0,0.6666666666666667,1.0,1.0,10.0
123,123,120.0,146.0,374362.0,374362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vi,sq,80.0,52.0,85881.0,85881.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
cyprus,mexico,8.0,677.0,374362.0,374362.0,0.0,0.9090909090909091,1.0,1.0,0.8333333333333333,1.0,1.0,6.0
1999 dem euro / euro,1999 dem euro / euro,884.0,1958.0,227092.0,227092.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pataca,pataca,391.0,758.0,227092.0,227092.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,214,15.0,5.0,374362.0,374362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
solomon islands,papua new guinea,1.0,1.0,269.0,269.0,0.0,0.7142857142857143,1.0,1.0,0.6824996824995238,1.0,1.0,14.0
vin de pays des cévennes,chaume,6.0,2.0,150930.0,150930.0,0.0,0.8,1.0,1.0,0.6938137821521027,1.0,1.0,22.0
south carolina,sc,1397.0,1452.0,374362.0,374362.0,1.0,0.8333333333333334,1.0,1.0,0.6666666666666667,1.0,1.0,12.0
9413,9413,2.0,1.0,374362.0,374362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
malawi,south sudan,1320.0,160.0,671205.0,671205.0,0.0,0.9230769230769231,1.0,1.0,0.8174258141649446,1.0,1.0,11.0
san marino grand prix,european grand prix,26.0,23.0,997.0,997.0,0.0,0.2857142857142857,0.5416666666666667,0.6153846153846154,0.13705107273730854,0.31534680311854235,0.4435851159253429,9.0
ghana,hungary,408.0,414.0,81106.0,81106.0,0.0,0.4285714285714286,1.0,1.0,0.2857142857142858,1.0,1.0,5.0
203,203,81.0,118.0,374362.0,374362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gresham - downtown,gresham - north central,5.0,13.0,73590.0,73590.0,0.0,0.25,0.6296296296296297,0.7142857142857143,0.21064778262367367,0.5347578948007645,0.5885244001010882,10.0
michigan,idaho,1638.0,159.0,48722.0,48722.0,0.0,0.6666666666666667,1.0,1.0,0.4343145750507621,1.0,1.0,7.0
arena pantanal,idrottsparken,4.0,3.0,4572.0,4572.0,0.0,0.5384615384615384,0.85,1.0,0.4631245078068408,0.7899579873957985,1.0,11.0
cressy,cressy,10.0,61.0,158026.0,158026.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bi-weekly,bi,20.0,9.0,374362.0,374362.0,1.0,0.75,0.875,1.0,0.5735985672887791,0.6464466094067263,1.0,7.0
289,826,22.0,1.0,10001.0,10001.0,0.0,0.5,1.0,1.0,0.33333333333333326,1.0,1.0,3.0
it,fr,1127.0,1255.0,63465.0,63465.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
241,241,4.0,9.0,374362.0,374362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
doctorate,master's,12243.0,103662.0,374362.0,374362.0,0.0,0.6,0.9285714285714286,1.0,0.5614709903464854,0.8663693790437879,1.0,7.0
domestic longhair/rex,domestic mediumhair/siamese,2.0,3.0,29421.0,29421.0,0.0,0.2777777777777778,0.6129032258064516,0.696969696969697,0.2175761652682393,0.4247762583644722,0.5143381357428174,12.0
other_community_social_and_personal_services,equals_value_added_gross_in_basic_prices,4964.0,12511.0,225363.0,225363.0,0.0,0.33333333333333337,0.8939393939393939,0.974025974025974,0.1333095554915339,0.7828054114883328,0.9510884011955482,35.0
photographic and related workers,production and operations managers in construction,2.0,5.0,41544.0,41544.0,0.0,0.3157894736842105,0.8571428571428572,0.9402985074626866,0.20052492158760438,0.8006578965194938,0.9101066850049011,37.0
venezuela (bolivarian republic of),new caledonia,368.0,368.0,73646.0,73646.0,0.0,0.5789473684210527,0.9523809523809523,1.0,0.23995811209279028,0.9024099927051467,1.0,28.0
new jersey,nj,2772.0,5121.0,374362.0,374362.0,1.0,0.75,1.0,1.0,0.6464466094067263,1.0,1.0,8.0
mayaquez,mayaguez,1.0,56.0,1351.0,1351.0,1.0,0.25,0.4444444444444444,0.6666666666666667,0.1000000000000002,0.2857142857142858,0.4999999999999999,1.0
hr manager,human resources manager,2.0,3.0,374362.0,374362.0,1.0,0.33333333333333337,0.6666666666666667,0.7272727272727273,0.13924663315011232,0.43305329048615915,0.48395315345786005,13.0
mexico,belgium,16.0,18.0,4572.0,4572.0,0.0,0.7,1.0,1.0,0.5370899501137243,1.0,1.0,5.0
all,pcoin,404.0,116.0,610676.0,610676.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0
it services,non-it services,11516.0,68372.0,346018.0,346018.0,0.0,0.2727272727272727,0.2857142857142857,0.3076923076923077,0.1402730463789047,0.15484574527148343,0.16794970566215628,4.0
6201,6201,5.0,1.0,374362.0,374362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lausanne,busan,5.0,3.0,4572.0,4572.0,0.0,0.4285714285714286,0.625,0.7142857142857143,0.2254033307585166,0.43305329048615915,0.5285954792089682,4.0
north carolina,alaska,1362.0,62.0,48722.0,48722.0,0.0,0.8333333333333334,1.0,1.0,0.5691797815723354,1.0,1.0,12.0
layer 2 down,layer 1 down,204.0,232.0,1668.0,1668.0,0.0,0.16666666666666663,0.3076923076923077,0.46153846153846156,0.0714285714285714,0.18181818181818177,0.30000000000000016,1.0
911,923,728.0,797.0,61497.0,61497.0,0.0,0.75,1.0,1.0,0.7418011102528389,1.0,1.0,2.0
201,201,91.0,149.0,374362.0,374362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r06,s04,6.0,18.0,1420.0,1420.0,0.0,0.8,1.0,1.0,0.6666666666666666,1.0,1.0,2.0
asian,white,253.0,3401.0,466566.0,466566.0,0.0,0.875,1.0,1.0,0.8309691490542968,1.0,1.0,4.0
franschhoek,codru region,23.0,2.0,129971.0,129971.0,0.0,0.6666666666666667,1.0,1.0,0.5146373283029244,1.0,1.0,11.0
bmu,ago,3668.0,20.0,59228.0,59228.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
941,931,2217.0,695.0,61281.0,61281.0,0.0,0.5,1.0,1.0,0.33333333333333326,1.0,1.0,1.0
counsel,counsel,26.0,292.0,374362.0,374362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8410,8410,8.0,7.0,374362.0,374362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ly,sg,1.0,2.0,161.0,161.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
540,540,1.0,9.0,374362.0,374362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
670,hp1,954.0,1.0,61281.0,61281.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
wired,wireless (cell phone/other mobile device),203162.0,368110.0,943111.0,943111.0,0.0,0.75,0.9210526315789473,0.95,0.43506731713396796,0.7788370657676543,0.8150999345915902,36.0
computer softwarecomputer/it services,"computer software, computer/it services",16.0,22.0,22000.0,22000.0,1.0,0.05882352941176472,0.1333333333333333,0.18181818181818177,0.008572845765273063,0.03493919127755496,0.062296483227820665,2.0
7103,7103,1.0,2.0,374362.0,374362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cmr,cog,1519.0,1519.0,401016.0,401016.0,0.0,0.8,1.0,1.0,0.6666666666666666,1.0,1.0,2.0
payne county,strafford county,1.0,1.0,910.0,910.0,0.0,0.4285714285714286,0.7,0.736842105263158,0.3876275643042054,0.5329006335030863,0.5774228726357418,8.0
ohio,oh,3518.0,2663.0,374362.0,374362.0,1.0,0.33333333333333337,0.6666666666666667,1.0,0.1339745962155613,0.42264973081037416,1.0,2.0
474,505,23.0,15.0,10001.0,10001.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
30,931,11.0,1036.0,82958.0,82958.0,0.0,0.75,1.0,1.0,0.5917517095361371,1.0,1.0,2.0
chad,lebanon,368.0,368.0,73646.0,73646.0,0.0,0.8888888888888888,1.0,1.0,0.8333333333333334,1.0,1.0,6.0
