,w1,w2,count1,count2,total1,total2,isDuplicate
2167,Illinois,University of California,64.0,16.0,2720.0,2720.0,0.0
2168,FM,TD,8.0,248.0,151623.0,151623.0,0.0
2169,NGA;USA,CHE,1.0,5.0,2031.0,2031.0,0.0
2170,80,586,12.0,13.0,10001.0,10001.0,0.0
2171,OR,NM,14599.0,5551.0,943111.0,943111.0,0.0
2172,Smoothed 5-year,Market,4.0,2.0,2720.0,2720.0,0.0
2173,Saint Vincent and the Grenadines,Ghana,16.0,4374.0,671205.0,671205.0,0.0
2174,Utah,Mississippi,32.0,16.0,2720.0,2720.0,0.0
2175,BAFTA/LA Britannia Awards,Blue Ribbon Awards,1.0,3.0,331.0,331.0,0.0
2176,Thursday,Tuesday,3618.0,4473.0,29421.0,29421.0,0.0
2177,Jamaica,Bhutan,14.0,19.0,2772.0,2772.0,0.0
2178,Arkansas,Wisconsin,254.0,463.0,21112.0,21112.0,0.0
2179,fence/retaining wall,day care home gt 12,9.0,53.0,198900.0,198900.0,0.0
2180,NV,AL,7779.0,7354.0,403984.0,403984.0,0.0
2181,IRVINGTON,ASHCREEK,579.0,90.0,61779.0,61779.0,0.0
2182,Indiana,North Dakota,209.0,17.0,10621.0,10621.0,0.0
2183,Mauritius,Denmark,368.0,368.0,73646.0,73646.0,0.0
2184,Z13,X16a,32.0,5.0,2150.0,2150.0,0.0
2185,E_104,E_TCL,52.0,52.0,11106.0,11106.0,0.0
2186,5,"4,5",378.0,1.0,100048.0,100048.0,0.0
2187,Sports & Recreation,Book Clubs,26.0,11.0,602.0,602.0,0.0
2188,AUSTRALIA,ANTIGUA AND BARBUDA,1612.0,13.0,374362.0,374362.0,0.0
2189,Other specialized managers,Nutritionists-dietitians,6.0,2.0,41544.0,41544.0,0.0
2190,Weekender,24-Hour Kiosk (Austin B-cycle),24614.0,108672.0,649231.0,649231.0,0.0
2191,Ivory Coast,Equatorial Guinea,1804.0,46.0,165808.0,165808.0,0.0
2192,Household consumption expenditure (including Non-profit institutions serving households),General government final consumption expenditure,9188.0,9188.0,81106.0,81106.0,0.0
2193,Yugoslavia,Haiti,17.0,1.0,4572.0,4572.0,0.0
2194,TAFUNA,FPO,1.0,33.0,1973.0,1973.0,0.0
2195,Oregon,Illinois,254.0,940.0,21112.0,21112.0,0.0
2196,HILLSIDE,HUMBOLDT,57.0,836.0,73590.0,73590.0,0.0
2197,Haiti,Guatemala,368.0,368.0,72485.0,72485.0,0.0
2198,Belgium,10,797.0,3.0,61626.0,61626.0,0.0
2199,30,20,10.0,9.0,61497.0,61497.0,0.0
2200,Tshwane/Pretoria,Berlin,6.0,6.0,4572.0,4572.0,0.0
2201,Montrose County,Prince George County,1.0,1.0,910.0,910.0,0.0
2202,Abu Dhabi,Cuttack,7.0,7.0,636.0,636.0,0.0
2203,YARD TRIMMING - X-MAS TREES,RECYCLING - PAPER,13.0,32162.0,564403.0,564403.0,0.0
2204,35,27,10.0,8.0,191325.0,191325.0,0.0
2205,Smoke-Free Air Act / Initial Inspection,Cycle Inspection / Reopening Inspection,4107.0,3221.0,399918.0,399918.0,0.0
2206,WDUB,MONT,50656.0,103262.0,3313625.0,3313625.0,0.0
2207,natural_gas_liquids,industrial_waste,8579.0,8559.0,1189482.0,1189482.0,0.0
2208,Apache/2.2.22 (Debian),openresty/1.11.2.2,12.0,1.0,1781.0,1781.0,0.0
2209,Local_11,Local_08,2.0,27.0,425.0,425.0,0.0
2210,Fleet,A single firm services a geographic region,14148.0,328.0,346018.0,346018.0,0.0
2211,Comoros,Mongolia,54.0,756.0,151623.0,151623.0,0.0
2212,Education,Plus: Taxes on products,1081.0,2537.0,68023.0,68023.0,0.0
2213,Value Added refers to GDP.,Includes Private households with employed persons.,1.0,2.0,68023.0,68023.0,0.0
2214,IT Telecommunications,NON-IT Services,147.0,68372.0,346018.0,346018.0,0.0
2215,ID,WY,16.0,16.0,2720.0,2720.0,0.0
2216,FHA-insured,FSA/RHS-guaranteed,66754.0,4464.0,466566.0,466566.0,0.0
2217,I-NO CLASS,B-IDENTIFIER,6.0,513.0,571153.0,571153.0,0.0
2218,South Carolina,United States,7779.0,2568.0,403984.0,403984.0,0.0
2219,South Coast,Sonoma,198.0,11258.0,150930.0,150930.0,0.0
2220,Liquor Laws,Sex Offenses,2691.0,501.0,70964.0,70964.0,0.0
2221,BENIN,GREECE,28.0,574.0,374362.0,374362.0,0.0
2222,Mauritius,Paraguay,46.0,46.0,9234.0,9234.0,0.0
2223,DIR,BUE,1.0,1.0,842.0,842.0,0.0
2224,Aruba,Tajikistan,368.0,234.0,79422.0,79422.0,0.0
2225,Mauritania,Ghana,467.0,671.0,165808.0,165808.0,0.0
2226,MONT,WDUB,103262.0,50656.0,3313625.0,3313625.0,0.0
2227,NestNairobi,iBizAfrica,115.0,541.0,24933.0,24933.0,0.0
2228,splice_donor_variant&coding_sequence_variant,frameshift_variant&start_lost,10.0,4.0,65188.0,65188.0,0.0
2229,transport_storage_and_communications,health_and_social_work,10676.0,4693.0,223379.0,223379.0,0.0
2230,Belgian Grand Prix,French Grand Prix,63.0,59.0,997.0,997.0,0.0
2231,The value of financial intermediation services indirectly measured (FISIM) is deducted from gross value added.,2.5,1.0,67826.0,68023.0,68023.0,0.0
2232,South Africa,Colombia,259.0,2247.0,151623.0,151623.0,0.0
2233,New Zealand,French,1.0,12.0,208.0,208.0,0.0
2234,Government,Other,588.0,76.0,1518.0,1518.0,0.0
2235,YouTubeFrontEnd,ATS/5.3.0,42.0,2.0,1781.0,1781.0,0.0
2236,Downtown-Jane-Austen-Meetup-For-Austenites,ChicagoReadBetweentheWines,1.0,3.0,5807.0,5807.0,0.0
2237,a1050000000wf0h,a1050000000slyY,789.0,6.0,4861.0,4861.0,0.0
2238,Mitchell Shire Council,Darebin City Council,20.0,2851.0,34857.0,34857.0,0.0
2239,swimming pool,vacant lot,5.0,1813.0,198900.0,198900.0,0.0
2240,Tajikistan,El Salvador,234.0,405.0,81106.0,81106.0,0.0
2241,Nigeria,Rwanda,203.0,829.0,68023.0,68023.0,0.0
2242,00804-0058,00803-4732,1.0,1.0,1973.0,1973.0,0.0
2243,Wyoming,Connecticut,15.0,106.0,7930.0,7930.0,0.0
2244,Machinery Rental,Personal Products Sales,131.0,3866.0,671205.0,671205.0,0.0
2245,East Coast,Samos,7.0,6.0,129971.0,129971.0,0.0
2246,Marshall Islands,South Sudan,1.0,1.0,269.0,269.0,0.0
2247,Data for this year refers to provisional data.,"Includes Real estate activities, Education, Human health and social work activities",2.0,1.0,68023.0,68023.0,0.0
2248,COLS,PLZA,82197.0,65166.0,3313625.0,3313625.0,0.0
2249,PANAMA,MOZAMBIQUE,33.0,2.0,374362.0,374362.0,0.0
2250,BMU;DEU;CHE;USA,CAN,1.0,4.0,2031.0,2031.0,0.0
2251,ZAF,IND,61.0,296.0,15736.0,15736.0,0.0
2252,Zentralstadion,St. Jakob,5.0,6.0,4572.0,4572.0,0.0
2253,Alicante Bouschet,Bastardo,42.0,7.0,150930.0,150930.0,0.0
2254,"17,38",68,1.0,24.0,223379.0,223379.0,0.0
2255,transport_storage_and_communications,fishing,10828.0,5024.0,225363.0,225363.0,0.0
2256,HAYHURST,SABIN,188.0,228.0,63279.0,63279.0,0.0
2257,Thai,Jewish/Kosher,5525.0,5531.0,399918.0,399918.0,0.0
2258,q22LangProfScala,q22LangProfR,1.0,1.0,452.0,452.0,0.0
2259,LAK,XOF,1481.0,18610.0,671205.0,671205.0,0.0
2260,00801-5028,09067-3152,1.0,1.0,1973.0,1973.0,0.0
2261,Bulgaria,Switzerland,141.0,7.0,129971.0,129971.0,0.0
2262,"5,5","4,3",6.0,12.0,258.0,258.0,0.0
2263,MONT,SSAN,307428.0,154804.0,9971582.0,9971582.0,0.0
2264,690,720,2345.0,1333.0,82958.0,82958.0,0.0
2265,IL,LA,15.0,15.0,626.0,626.0,0.0
2266,Switzerland,Nicaragua,8678.0,15.0,515738.0,515738.0,0.0
2267,WSPR,EMBR,15404.0,104273.0,3313625.0,3313625.0,0.0
2268,WY,GA,4765.0,46147.0,768922.0,768922.0,0.0
2269,Hungary,Armenia,755.0,270.0,68023.0,68023.0,0.0
2270,Brazil,Namibia,284.0,8.0,671205.0,671205.0,0.0
2271,Youth Volunteer's Union,Recycled material activities,378.0,18.0,779092.0,779092.0,0.0
2272,Soviet Union,Bulgaria,13.0,19.0,4572.0,4572.0,0.0
2273,"Independent Living Council, State","Library, California State",37.0,247.0,346018.0,346018.0,0.0
2274,Master's,Other,14000.0,9143.0,374362.0,374362.0,0.0
2275,stop_retained_variant&3_prime_UTR_variant,splice_region_variant&3_prime_UTR_variant,2.0,2.0,65188.0,65188.0,0.0
2276,PRY,TMN,1.0,1.0,269.0,269.0,0.0
2277,United Kingdom,The former Yugoslav Republic of Macedonia,815.0,554.0,61626.0,61626.0,0.0
2278,Arkansas,Georgia,1.0,1.0,52.0,52.0,0.0
2279,872,10,358.0,8.0,70964.0,70964.0,0.0
2280,SEDD; SID,"HRSA, UDS",1866.0,220.0,403984.0,403984.0,0.0
2281,"Integrated household survey (IHS), 2010/11","Living Standards Measurement Study Survey (LSMS), 2012",2.0,4.0,263.0,263.0,0.0
2282,Data for this year refers to semi-final data.,Refers to import duties.,2.0,1.0,68023.0,68023.0,0.0
2283,Spain,Brunei Darussalam,414.0,414.0,81106.0,81106.0,0.0
2284,exports_of_goods,plus_statistical_discrepancy,9268.0,4773.0,188939.0,188939.0,0.0
2285,Colombia,Austria,2300.0,364.0,151623.0,151623.0,0.0
2286,Cyprus,Austria,11.0,3345.0,129971.0,129971.0,0.0
2287,D�Sseldorf,New York/New Jersey,5.0,7.0,4572.0,4572.0,0.0
2288,Drilling Services,"Services,   Small Works",3.0,509.0,151623.0,151623.0,0.0
2289,upstream_gene_variant,protein_altering_variant,82.0,9.0,65188.0,65188.0,0.0
2290,other_depository_corporations_deposit_money_banks_reserves,balance_of_payments_imports,15447.0,19169.0,884244.0,884244.0,0.0
2291,Benin,Indonesia,414.0,414.0,80583.0,80583.0,0.0
2292,"Expenditure survey/budget survey (ES/BS), 2010/11","Integrated household survey (IHS), 2013/14",3.0,2.0,263.0,263.0,0.0
2293,801,139,1.0,12.0,10001.0,10001.0,0.0
2294,WEH,GUT,1.0,1.0,842.0,842.0,0.0
2295,Western Balkans,Central Asia,156.0,276.0,151623.0,151623.0,0.0
2296,Bulgaria,Cuba,368.0,368.0,72485.0,72485.0,0.0
2297,Layer 1 Up,Layer 1 Down,195.0,93.0,565.0,565.0,0.0
2298,Disposal,Adoption,307.0,33112.0,78256.0,78256.0,0.0
2299,Germany,Mauritania,7941.0,8.0,515738.0,515738.0,0.0
2300,Monday,Wednesday,3944.0,3833.0,29421.0,29421.0,0.0
2301,Trespass,Kidnap,3972.0,45.0,73590.0,73590.0,0.0
2302,PHIL,FTVL,198732.0,261684.0,9971582.0,9971582.0,0.0
2303,Baltimore,Kentucky,16.0,48.0,2720.0,2720.0,0.0
2304,Georgia,British Virgin Islands,26.0,46.0,9234.0,9234.0,0.0
2305,Warsaw,Madrid,2352.0,9543.0,125527.0,125527.0,0.0
2306,Utah,New Mexico,966.0,2042.0,359836.0,359836.0,0.0
2307,712,W31,1294.0,2.0,80256.0,80256.0,0.0
2308,filling/service stn,roofing materials,218.0,1.0,198900.0,198900.0,0.0
2309,Mtsvane,Garnacha Blanca,5.0,38.0,129971.0,129971.0,0.0
2310,Palau,Australia,368.0,368.0,73646.0,73646.0,0.0
2311,ROSE CITY PARK,SUNDERLAND,679.0,154.0,73590.0,73590.0,0.0
2312,VERNON,FOSTER-POWELL,411.0,1077.0,80256.0,80256.0,0.0
2313,CA-DVBE CA-SBE SB SDVOSB,CA-DVBE CA-SB CA-SBE SB,1.0,267.0,346018.0,346018.0,0.0
2314,SENEGAL,YEMEN,68.0,20.0,374362.0,374362.0,0.0
2315,California,Texas,1699.0,1440.0,21112.0,21112.0,0.0
2316,Personal Expenses,Tailoring,6656.0,9657.0,671205.0,671205.0,0.0
2317,China,Singapore,1.0,1.0,269.0,269.0,0.0
2318,AK,CA,7.0,39.0,558.0,558.0,0.0
2319,ACC,PLC,224.0,400.0,610676.0,610676.0,0.0
2320,21,711,2.0,1496.0,61779.0,61779.0,0.0
2321,Latvia,Comoros,916.0,168.0,191325.0,191325.0,0.0
2322,Paraguay,Burkina Faso,414.0,412.0,80583.0,80583.0,0.0
2323,Local30 ($11 plus tax),Local365+Guest Pass,840.0,2567.0,649231.0,649231.0,0.0
2324,wood frame (5),constr type 1,113350.0,28072.0,198900.0,198900.0,0.0
2325,OFCS Award,SEFCA Award,4.0,1.0,331.0,331.0,0.0
2326,690,712,2109.0,1100.0,70964.0,70964.0,0.0
2327,24TH,WOAK,1.0,1.0,46.0,46.0,0.0
2328,NORTHWEST IND,LAURELHURST,141.0,290.0,80256.0,80256.0,0.0
2329,equals_value_added_gross_in_basic_prices,agriculture_hunting_forestry,13291.0,5757.0,223379.0,223379.0,0.0
2330,el,fr,301.0,3344.0,85881.0,85881.0,0.0
2331,black,cream,708.0,47.0,29421.0,29421.0,0.0
2332,R4W1,W06,33.0,33.0,2117.0,2117.0,0.0
2333,R1Z1,R1Y2,33.0,33.0,2117.0,2117.0,0.0
2334,"prints ""Hello, World!"" n times",prints all numbers up to n,24408.0,146.0,25090.0,25090.0,0.0
2335,RI,SC,60.0,294.0,21112.0,21112.0,0.0
2336,Namibia,Jordan,414.0,410.0,81106.0,81106.0,0.0
2337,"Congo, Democratic Republic of the",Madagascar,11.0,22.0,2772.0,2772.0,0.0
2338,Illinois,Minnesota,24.0,24.0,1224.0,1224.0,0.0
2339,GRESHAM - SOUTHWEST GRESH,SABIN,1.0,329.0,73590.0,73590.0,0.0
2340,Mississippi,Utah,16.0,32.0,2720.0,2720.0,0.0
2341,Connecticut,South Dakota,1.0,1.0,52.0,52.0,0.0
2342,CA,NJ,4574.0,11.0,16330.0,16330.0,0.0
2343,"6,52","2,30",1.0,6.0,223379.0,223379.0,0.0
2344,Accommodation and food service activities,"Professional, scientific, technical, administrative and support service activities",1308.0,2802.0,68023.0,68023.0,0.0
2345,KUB,WEB,1.0,1.0,842.0,842.0,0.0
2346,Portugal,Madagascar,46.0,46.0,9234.0,9234.0,0.0
2347,Agricultural Inputs,Miscellaneous,578.0,3933.0,151623.0,151623.0,0.0
2348,Swaziland,Armenia,1519.0,1519.0,401016.0,401016.0,0.0
2349,Special Financing,Montreal Protocol,1328.0,82.0,151623.0,151623.0,0.0
2350,E_MPCIM,VS,66.0,174.0,11106.0,11106.0,0.0
2351,HTML,VIDEO,3101.0,11.0,3122.0,3122.0,0.0
2352,Maintenance Facility,Clubhouse,94.0,674.0,5494.0,5494.0,0.0
2353,Mississippi,South Dakota,1.0,1.0,52.0,52.0,0.0
2354,18/01/2013,16/11/2012,45.0,45.0,8190.0,8190.0,0.0
2355,Maryland,Rhode Island,371.0,60.0,21112.0,21112.0,0.0
2356,Air Freight & Logistics,Multi-Sector Holdings,4.0,3.0,505.0,505.0,0.0
2357,TD,FM,248.0,8.0,151623.0,151623.0,0.0
2358,SYLVAN-HIGHLNDS,BUCKMAN-WEST,75.0,1090.0,61281.0,61281.0,0.0
2359,FSM,ABW,1.0,1.0,269.0,269.0,0.0
2360,Mongolia,Turks and Caicos Islands,46.0,46.0,9234.0,9234.0,0.0
2361,Telecommunications Equipment,Multi-line Insurance,2.0,2.0,505.0,505.0,0.0
2362,Ghana,Gabon,10.0,10.0,2772.0,2772.0,0.0
2363,Number,Crude Rate,32419.0,31311.0,403984.0,403984.0,0.0
2364,SWZ,LTU,117.0,140.0,21477.0,21477.0,0.0
2365,National Immunization Survey,ASHW,220.0,216.0,403984.0,403984.0,0.0
2366,Birmingham,Detroit,16.0,32.0,2720.0,2720.0,0.0
2367,Syrian Arab Republic,St. Lucia,10.0,352.0,151623.0,151623.0,0.0
2368,NOK,HKD,189.0,82.0,63465.0,63465.0,0.0
2369,Age-adjusted Prevalence,Yes/No,128577.0,918.0,403984.0,403984.0,0.0
2370,Masonry Contractors,"Dry, Condensed, and Evaporated Dairy Product Manufacturing",7.0,5.0,374362.0,374362.0,0.0
2371,Argentina,Bulgaria,368.0,368.0,73646.0,73646.0,0.0
2372,890,570,546.0,843.0,61281.0,61281.0,0.0
2373,ID,KH,6214.0,34836.0,671205.0,671205.0,0.0
2374,Florist,Wholesale,65.0,357.0,671205.0,671205.0,0.0
2375,Equals: GROSS DOMESTIC PRODUCT,Administrative and support service activities,4610.0,860.0,68023.0,68023.0,0.0
2376,Dinwiddie County,Cabell County,1.0,1.0,910.0,910.0,0.0
2377,R1X5,R1Y2,33.0,33.0,2117.0,2117.0,0.0
2378,Y14,Z14,33.0,33.0,2117.0,2117.0,0.0
2379,WDUB,UCTY,52651.0,63649.0,3313625.0,3313625.0,0.0
2380,Turkey,Sweden,1.0,2.0,20.0,20.0,0.0
2381,NPAW15_0,OVC6_1,110.0,4350.0,403984.0,403984.0,0.0
2382,RUS,BHR,1.0,1.0,2031.0,2031.0,0.0
2383,ar,it,320.0,1672.0,85881.0,85881.0,0.0
2384,DWRW,HILLSIDE,1.0,59.0,61497.0,61497.0,0.0
2385,MADISON SOUTH,ASHCREEK,932.0,99.0,73590.0,73590.0,0.0
2386,Motor Vehicle Theft,Weapons,3363.0,379.0,61779.0,61779.0,0.0
2387,A,N,147122.0,255.0,374362.0,374362.0,0.0
2388,Washington,Florida,64.0,16.0,2720.0,2720.0,0.0
2389,Ventoux,Terre Siciliane,3.0,85.0,150930.0,150930.0,0.0
2390,DIA4_0,NPAW11_2,1332.0,1740.0,403984.0,403984.0,0.0
2391,142,570,1.0,914.0,63279.0,63279.0,0.0
2392,BURKINA FASO,QATAR,5.0,18.0,374362.0,374362.0,0.0
2393,MNC,MANNA,1131.0,964.0,610676.0,610676.0,0.0
2394,End,Layer 3 Up,109.0,210.0,1521.0,1521.0,0.0
2395,Best First Film,LAFCA Award,1.0,2.0,331.0,331.0,0.0
2396,Iraq,Honduras,412.0,414.0,79422.0,79422.0,0.0
2397,Ice,Normal,24.0,98.0,800.0,800.0,0.0
2398,NY,RI,105527.0,8113.0,240579.0,240579.0,0.0
2399,Cuba,Liechtenstein,413.0,414.0,81106.0,81106.0,0.0
2400,2,560,1.0,1082.0,82958.0,82958.0,0.0
2401,Early-demographic dividend,Tuvalu,1.0,1.0,269.0,269.0,0.0
2402,Construction,"Crop and animal production, hunting and related service activities",2751.0,894.0,61626.0,61626.0,0.0
2403,HND,CRI,166.0,147.0,15736.0,15736.0,0.0
2404,"125,130","8,9",1.0,2.0,595971.0,595971.0,0.0
2405,OVC6_1,NPAW15_0,4350.0,110.0,403984.0,403984.0,0.0
2406,q23FrameSpring,q21CoreCompPerfOpt,1.0,1.0,452.0,452.0,0.0
2407,New Mexico,North Dakota,188.0,121.0,21112.0,21112.0,0.0
2408,Uruguay,Curaçao,40.0,50.0,59228.0,59228.0,0.0
2409,Ohio,California,1.0,1.0,52.0,52.0,0.0
2410,engineering jobs,law jobs,1858.0,1535.0,50000.0,50000.0,0.0
2411,Video Artist,Sing-Along,12.0,2767.0,806179.0,806179.0,0.0
2412,North Carolina,Louisiana,24.0,24.0,1224.0,1224.0,0.0
2413,LEFT COUNCIL AREA,NORMAL MULTIPLE,11.0,251.0,82545.0,82545.0,0.0
2414,California,Arizona,7542.0,7747.0,403984.0,403984.0,0.0
2415,BIF,COP,880.0,21984.0,671205.0,671205.0,0.0
2416,Computers,"Speaker, Male",14.0,5.0,56194.0,56194.0,0.0
2417,Health Services,"Materials, Construction",1691.0,478.0,151623.0,151623.0,0.0
2418,Saxophone Quartet,Viola da Gamba,22.0,182.0,806179.0,806179.0,0.0
2419,Z14a,X05,1.0,33.0,2117.0,2117.0,0.0
2420,570,WL1,796.0,4.0,59853.0,59853.0,0.0
2421,St. Lucia,Syrian Arab Republic,352.0,10.0,151623.0,151623.0,0.0
2422,Wy,Av,3540.0,43219.0,198900.0,198900.0,0.0
2423,5OP,CS,3.0,18.0,24957.0,24957.0,0.0
2424,Accommodation and food service activities,Financial and insurance activities,1311.0,2746.0,61626.0,61626.0,0.0
2425,SEN,MWI,48.0,94.0,15736.0,15736.0,0.0
2426,841,741,430.0,1471.0,80256.0,80256.0,0.0
2427,Aggravated Assault,Sex Offenses,1699.0,479.0,61497.0,61497.0,0.0
2428,New Mexico,Wisconsin,7680.0,7779.0,403984.0,403984.0,0.0
2429,Net Increase/(Decrease) in Fair Value of Investments,Asset Valuation Method,1.0,1.0,280.0,280.0,0.0
2430,International Fantasy Film Award,DGA Award,1.0,11.0,331.0,331.0,0.0
2431,co,he,1.0,129.0,85881.0,85881.0,0.0
2432,Iceland,Nicaragua,19.0,4.0,59228.0,59228.0,0.0
2433,Education (P),Public administration and defence; compulsory social security (O),11772.0,10993.0,320551.0,320551.0,0.0
2434,American Movie Awards,Russian Guild of Film Critics,1.0,1.0,331.0,331.0,0.0
2435,Canadian,South African,2.0,3.0,208.0,208.0,0.0
2436,Dutch,Mexican,3.0,1.0,208.0,208.0,0.0
2437,B-MULTIPLE,B-FORMULA,201.0,4443.0,667075.0,667075.0,0.0
2438,Czech Republic,Sweden,1191.0,1929.0,100048.0,100048.0,0.0
2439,Spain,United States,1191.0,2115.0,100048.0,100048.0,0.0
2440,COU,VIL,1.0,1.0,842.0,842.0,0.0
2441,EASTMORELAND,SUMNER,162.0,249.0,63279.0,63279.0,0.0
2442,Zambia,21,101.0,1.0,48269.0,48269.0,0.0
2443,Galilee,Elqui Valley,271.0,53.0,129971.0,129971.0,0.0
2444,PLZA,HAYW,1.0,1.0,46.0,46.0,0.0
2445,q25LangJulia,q23FramePadrino,3.0,1.0,452.0,452.0,0.0
2446,Nepal,Cambodia,46.0,46.0,9234.0,9234.0,0.0
2447,Sharjah,Bangalore,6.0,66.0,636.0,636.0,0.0
2448,BE,GB,274.0,6900.0,63465.0,63465.0,0.0
2449,OH,MS,7386.0,7533.0,403984.0,403984.0,0.0
2450,Group E,First round,48.0,9.0,4572.0,4572.0,0.0
2451,Local_11,Local_01,2.0,57.0,439.0,439.0,0.0
2452,it,ar,1672.0,320.0,85881.0,85881.0,0.0
2453,Dog,Livestock,44242.0,9.0,78256.0,78256.0,0.0
2454,Sweden,Turkey,2.0,1.0,20.0,20.0,0.0
2455,TN,MA,26.0,26.0,11106.0,11106.0,0.0
2456,NCON,MCAR,1.0,1.0,46.0,46.0,0.0
2457,land_transport_transport_via_pipelines_water_transport_air_transport_supporting_and_auxiliary_transport_activities_activities_of_travel_agencies,plus_taxes_on_products,3356.0,3685.0,223379.0,223379.0,0.0
2458,Apache/2.4.25 (Unix) OpenSSL/1.0.1e-fips mod_bwlimited/1.4,DPS/1.1.8,1.0,1.0,1781.0,1781.0,0.0
2459,RFK Stadium,Giuseppe Meazza,5.0,6.0,4572.0,4572.0,0.0
2460,B-SYSTEMATIC,I-FAMILY,6816.0,1579.0,662207.0,662207.0,0.0
2461,ECA,LAC,1519.0,1519.0,401016.0,401016.0,0.0
2462,Denmark,41,752.0,1.0,48269.0,48269.0,0.0
2463,"Coastal Commission, California","Veterans Affairs, Department of",178.0,5053.0,346018.0,346018.0,0.0
2464,Mongolia,Middle income,1.0,1.0,269.0,269.0,0.0
2465,NCB,Special Category Request (SCR),4439.0,677.0,346018.0,346018.0,0.0
2466,Embezzlement,Stolen Property,186.0,68.0,59853.0,59853.0,0.0
2467,Fairy,Ground,17.0,32.0,800.0,800.0,0.0
2468,CA,OH,15.0,15.0,626.0,626.0,0.0
2469,Apache/2.2.13 (Unix) mod_ssl/2.2.13 OpenSSL/0.9.8e-fips-rhel5 mod_auth_passthrough/2.1 mod_bwlimited/1.4 PHP/5.2.10,Apache/2.4.25 (cPanel) OpenSSL/1.0.1e-fips mod_bwlimited/1.4,2.0,2.0,1781.0,1781.0,0.0
2470,East Asia and the Pacific,Latin America and Caribbean,130.0,221.0,2772.0,2772.0,0.0
2471,Plus: (Other functions),Economic affairs,1440.0,4331.0,48269.0,48269.0,0.0
2472,Texas,Tennessee,128.0,48.0,2720.0,2720.0,0.0
2473,III,II,31.0,40.0,425.0,425.0,0.0
2474,B.9,P.5,7552.0,11559.0,215337.0,215337.0,0.0
2475,CAST,GLEN,151628.0,227448.0,9971582.0,9971582.0,0.0
2476,Trespass,Motor Vehicle Theft,2715.0,3283.0,61281.0,61281.0,0.0
2477,alphacode_club,ActiveSpaces,587.0,1949.0,24933.0,24933.0,0.0
2478,N,A,28.0,2185.0,374362.0,374362.0,0.0
2479,IMN,BRN,1519.0,1519.0,401016.0,401016.0,0.0
2480,ETHIOPIA,IRAQ,81.0,38.0,374362.0,374362.0,0.0
2481,GBP,CAD,6900.0,3275.0,63465.0,63465.0,0.0
2482,a1050000006TkeK,a1050000000wfdB,1.0,94.0,4861.0,4861.0,0.0
2483,The-American-Writers-Museum,I-love-the-New-Yorker-Magazine-in-SF,6.0,12.0,5807.0,5807.0,0.0
2484,San Diego,Texas,16.0,80.0,2720.0,2720.0,0.0
2485,6,"5,1",3.0,16.0,258.0,258.0,0.0
2486,Z10,Y02,33.0,33.0,2150.0,2150.0,0.0
2487,AZERBAIJAN,GUINEA,67.0,6.0,374362.0,374362.0,0.0
2488,charity jobs,admin secretarial pa jobs,939.0,1799.0,50000.0,50000.0,0.0
2489,Includes financial intermediation services indirectly measured (FISIM) of the Total Economy.,Includes Real estate activities (L) of ISIC Rev. 4,1.0,1.0,68023.0,68023.0,0.0
2490,LA,KG,1486.0,5774.0,671205.0,671205.0,0.0
2491,Sudan,Myanmar,8.0,46.0,9237.0,9237.0,0.0
2492,Nigeria,Suriname,368.0,368.0,72485.0,72485.0,0.0
2493,004R,030,4.0,2429.0,198900.0,198900.0,0.0
2494,Steel,Dragon,22.0,18.0,800.0,800.0,0.0
2495,Albania,Vanuatu,924.0,90.0,151623.0,151623.0,0.0
2496,None,Mime,99.0,27.0,56194.0,56194.0,0.0
2497,Indiana,Milwaukee,32.0,16.0,2720.0,2720.0,0.0
2498,GeoGrowth_est,expense_SecuritiesLending,1.0,1.0,280.0,280.0,0.0
2499,Ontario,Berlin,1.0,1.0,73.0,73.0,0.0
2500,00616-9801,00612-9037,1.0,1.0,1351.0,1351.0,0.0
2501,Liberia,Samoa,398.0,368.0,81106.0,81106.0,0.0
2502,Morocco,Russia,1.0,1.0,73.0,73.0,0.0
2503,Closed Captioning over the Internet,Tower,265.0,208.0,943111.0,943111.0,0.0
2504,FALKLAND ISLANDS,SAUDI ARABIA,1.0,1.0,1973.0,1973.0,0.0
2505,IL,GH,3.0,1.0,161.0,161.0,0.0
2506,AL,SD,11626.0,1463.0,943111.0,943111.0,0.0
2507,Kihei,Tennessee Ridge,1.0,3.0,24591.0,24591.0,0.0
2508,Azerbaijan,China,1.0,1.0,73.0,73.0,0.0
2509,BDI,UZB,1519.0,1519.0,401016.0,401016.0,0.0
2510,"6,40","14,68",10.0,10.0,595971.0,595971.0,0.0
2511,Personal Products,Consumer Finance,3.0,6.0,505.0,505.0,0.0
2512,Bahamas,Russia,1.0,1.0,2031.0,2031.0,0.0
2513,ORIN,PITT,138891.0,225405.0,9971582.0,9971582.0,0.0
2514,class,subspecies,13798.0,1096.0,513373.0,513373.0,0.0
2515,"20,21",2,2.0,346.0,100048.0,100048.0,0.0
2516,Somalia,Equatorial Guinea,368.0,368.0,73645.0,73645.0,0.0
2517,PE,6A,1197.0,66.0,151623.0,151623.0,0.0
2518,MW,SO,78.0,78.0,11106.0,11106.0,0.0
2519,United States,Sudan,368.0,64.0,73646.0,73646.0,0.0
2520,Germany,Spain,2452.0,8268.0,150930.0,150930.0,0.0
2521,HUNGARY,BANGLADESH,4454.0,6294.0,884244.0,884244.0,0.0
