,index,w1,w2,count1,count2,total1,total2,isDuplicate
1140,313.0,"Redmond, WA 98052","Redmond, WA",1.0,6.0,22000.0,22000.0,1.0
1141,,HLDFAS,MI,1.0,48.0,11106.0,11106.0,0.0
1142,4064.0,Immigration Shareholder,IMMIGRATION SHAREHOLDER,3.0,1.0,374362.0,374362.0,1.0
1143,,NETHERLANDS ANTILLES,BELARUS,1.0,240.0,374362.0,374362.0,0.0
1144,,bengal,siamese/japanese bobtail,14.0,3.0,29421.0,29421.0,0.0
1145,,006O,697,3.0,2.0,198900.0,198900.0,0.0
1146,,R02,J04,18.0,32.0,1420.0,1420.0,0.0
1147,,Former Ethiopia,Bahrain,192.0,368.0,73646.0,73646.0,0.0
1148,,real_estate_renting_and_business_activities,less_financial_intermediation_services_indirectly_measured_fisim,6167.0,7133.0,223379.0,223379.0,0.0
1149,,buff,seal,4.0,7.0,29421.0,29421.0,0.0
1150,712.0,Blue & Brown,Blue/Brown,5.0,2.0,82545.0,82545.0,1.0
1151,,East Asia and the Pacific,Latin America and Caribbean,130.0,221.0,2772.0,2772.0,0.0
1152,,BOL,GUY,1.0,1.0,269.0,269.0,0.0
1153,,OK,WY,10002.0,1246.0,943111.0,943111.0,0.0
1154,,MR,DZ,382.0,30.0,151623.0,151623.0,0.0
1155,,Singapore,9,2095.0,8.0,191325.0,191325.0,0.0
1156,,560,2,1082.0,1.0,82958.0,82958.0,0.0
1157,,PHIL,SSAN,64097.0,49944.0,3313625.0,3313625.0,0.0
1158,,CA-DVBE CA-MB CA-SB CA-SBE CDVBE MBE MOSB SB SBASDB,CA-DVBE CA-MB CA-SB CA-SBE MBE MOSB SDVOSB,1.0,1.0,346018.0,346018.0,0.0
1159,,16TH,12TH,94780.0,92691.0,3313625.0,3313625.0,0.0
1160,,Group 6,Group 3,12.0,56.0,4572.0,4572.0,0.0
1161,3865.0,cmr,CMR,14.0,1778.0,463231.0,463231.0,1.0
1162,12.0,AK,ALASKA,67.0,44.0,374362.0,374362.0,1.0
1163,,Cambodia,Armenia/Azerbaijan/Russia/(Nagorno-Karabakh),6.0,3.0,1518.0,1518.0,0.0
1164,,HILLSIDE,DOWNTOWN,33.0,7089.0,82958.0,82958.0,0.0
1165,,ART1_1,COPD1_1,4404.0,6135.0,403984.0,403984.0,0.0
1166,,IS,AI,11.0,4.0,151623.0,151623.0,0.0
1167,,25,"14,27",134.0,13.0,225363.0,225363.0,0.0
1168,,Kenya,Oman,1.0,1.0,269.0,269.0,0.0
1169,,Central Valley,New York Other,1062.0,231.0,129971.0,129971.0,0.0
1170,,Jury Award,OFTA Film Award,1.0,6.0,331.0,331.0,0.0
1171,,Includes Accommodation and food service activities.,Includes Information and communication (J) of ISIC Rev. 4,1.0,2.0,68023.0,68023.0,0.0
1172,,other_activities_isic_j_p,construction_isic_f,9234.0,9234.0,73645.0,73645.0,0.0
1173,4509.0,NY,NEW YORK,12586.0,15489.0,374362.0,374362.0,1.0
1174,3864.0,CMR,cmr,1778.0,14.0,463231.0,463231.0,1.0
1175,,Mauritius,Denmark,368.0,368.0,73646.0,73646.0,0.0
1176,4050.0,Immigration Counsel,IMMIGRATION COUNSEL,1423.0,17.0,374362.0,374362.0,1.0
1177,,10,WL2,9.0,2.0,82958.0,82958.0,0.0
1178,,"4,3","5,5",12.0,6.0,258.0,258.0,0.0
1179,,New Jersey,Georgia,526.0,512.0,21112.0,21112.0,0.0
1180,,MM,MK,78.0,853.0,151623.0,151623.0,0.0
1181,,Federally Funded,Nonprofit Organizations,315.0,1345.0,346018.0,346018.0,0.0
1182,,Imola,Austin,1.0,1.0,73.0,73.0,0.0
1183,,"Korea, Rep.",Costa Rica,1.0,1.0,269.0,269.0,0.0
1184,,22,"26,27,28",127.0,19.0,223379.0,223379.0,0.0
1185,4152.0,Partner/Attorney of Record,PASTOR,1.0,1.0,374362.0,374362.0,1.0
1186,4079.0,LAWYER,Lawyer,190.0,1433.0,374362.0,374362.0,1.0
1187,,"Priority survey (PS), 2011","Expenditure survey/budget survey (ES/BS), 2011/12",1.0,2.0,263.0,263.0,0.0
1188,,Irish,Indian,1.0,1.0,208.0,208.0,0.0
1189,,american shorthair,ragdoll,211.0,25.0,29421.0,29421.0,0.0
1190,,New Hampshire,Arkansas,4213.0,6700.0,359836.0,359836.0,0.0
1191,,GRESHAM - KELLY CREEK,KING,2.0,656.0,61497.0,61497.0,0.0
1192,,VU,SC,152.0,10.0,151623.0,151623.0,0.0
1193,,Thailand,13,689.0,2.0,48269.0,48269.0,0.0
1194,,15/10/2010,16/03/2012,45.0,45.0,8190.0,8190.0,0.0
1195,,OrangeFab,ASICampus,208.0,10.0,24933.0,24933.0,0.0
1196,835.0,White/Liver,Liver/White,19.0,98.0,82545.0,82545.0,1.0
1197,,MI,NH,677.0,80.0,21112.0,21112.0,0.0
1198,,TINIAN,MONACO,1.0,1.0,1973.0,1973.0,0.0
1199,,WA,NC,439.0,577.0,21112.0,21112.0,0.0
1200,,912,201,834.0,3.0,61281.0,61281.0,0.0
1201,,Minnesota,Nevada,463.0,152.0,21112.0,21112.0,0.0
1202,,Jose Zorrilla,Orjans Vall,3.0,2.0,4572.0,4572.0,0.0
1203,285.0,"Columbus, OH 43215","Columbus, OH",2.0,3.0,22000.0,22000.0,1.0
1204,,North Dakota,Connecticut,4.0,8.0,910.0,910.0,0.0
1205,,Italy,Hungary,835.0,665.0,61626.0,61626.0,0.0
1206,,OAKL,LAFY,53384.0,48697.0,3313625.0,3313625.0,0.0
1207,,"5,9","4,4",5.0,13.0,258.0,258.0,0.0
1208,,BMU,GIB,3668.0,92.0,59228.0,59228.0,0.0
1209,,CF,CO,1.0,20.0,24957.0,24957.0,0.0
1210,,Y16a,X14,9.0,33.0,2150.0,2150.0,0.0
1211,,"1,13",1,1.0,788.0,191325.0,191325.0,0.0
1212,,Total Contributions,State,1.0,1.0,280.0,280.0,0.0
1213,,RUNNERS,CLAM,166.0,1319.0,610676.0,610676.0,0.0
1214,,Turkey,12,610.0,3.0,61626.0,61626.0,0.0
1215,,680,932,1355.0,1325.0,73590.0,73590.0,0.0
1216,,Tullahoma,Renton,10.0,1.0,24591.0,24591.0,0.0
1217,2780.0,Eisenhower Park,Eisenhower Hall,13.0,1.0,21607.0,21607.0,1.0
1218,411.0,"City Of Industry, CA","City Of Industry, CA 91744",1.0,2.0,22000.0,22000.0,1.0
1219,3165.0,American Pit Bull Terrier,American  Pit Bull Terrier,2.0,5.0,82545.0,82545.0,1.0
1220,,Mauritania,Bahamas,414.0,414.0,80583.0,80583.0,0.0
1221,,Doniphan County,Acadia Parish,1.0,1.0,910.0,910.0,0.0
1222,892.0,Gold/Brown,Gold & Brown,22.0,19.0,82545.0,82545.0,1.0
1223,4419.0,morphol. Examin.; ID tentative,morphol. examin.; ID tentative,1.0,5.0,513373.0,513373.0,1.0
1224,,30,"30,31",20.0,2.0,227092.0,227092.0,0.0
1225,,imports_of_goods_and_services,gross_domestic_product_gdp,9192.0,9234.0,80583.0,80583.0,0.0
1226,,"Integrated household survey (IHS), 2010/11","Living Standards Measurement Study Survey (LSMS), 2012",2.0,4.0,263.0,263.0,0.0
1227,,flame,lynx,1.0,5.0,29421.0,29421.0,0.0
1228,,Armenia,Hungary,270.0,755.0,68023.0,68023.0,0.0
1229,,q28LovePython,q7Level1,2.0,4.0,452.0,452.0,0.0
1230,,Sudan (up to 2011),Thailand,60.0,1139.0,100048.0,100048.0,0.0
1231,,Service Industry Machinery and Equipment and Supplies,Resin and Rosin and Rubber and Foam and Film and Elastomeric Materials,1658.0,504.0,346018.0,346018.0,0.0
1232,,"11,15","1,14",1.0,1.0,227092.0,227092.0,0.0
1233,2894.0,Y,y,16358.0,2260.0,158026.0,158026.0,1.0
1234,,Honduras,Liechtenstein,1158.0,80.0,215337.0,215337.0,0.0
1235,,730,590,1383.0,1245.0,73590.0,73590.0,0.0
1236,,black_liquor,other_coal_products,4154.0,105.0,1189482.0,1189482.0,0.0
1237,,West Bank and Gaza,Canada,1519.0,1519.0,401016.0,401016.0,0.0
1238,,"Lineman, line installers and cable splicers",Administrative secretaries and related associate professionals,41.0,26.0,41544.0,41544.0,0.0
1239,,Myanmar,Sudan,46.0,8.0,9237.0,9237.0,0.0
1240,,Eastern Asia,Western Europe,6.0,21.0,158.0,158.0,0.0
1241,,Oklahoma,Alabama,48.0,32.0,2720.0,2720.0,0.0
1242,,Caesars Palace Grand Prix,British Grand Prix,2.0,69.0,997.0,997.0,0.0
1243,,Palau,Italy,46.0,46.0,9234.0,9234.0,0.0
1244,,Solomon Islands,United Nations/(Bougainville),3.0,1.0,1518.0,1518.0,0.0
1245,,SD,AL,1463.0,11626.0,943111.0,943111.0,0.0
1246,,MS,AK,217.0,106.0,21112.0,21112.0,0.0
1247,,Livestock,Dog,51.0,43076.0,66042.0,66042.0,0.0
1248,,25,W60,2.0,1.0,61497.0,61497.0,0.0
1249,,Sparkling Blend,Garnacha,2153.0,326.0,129971.0,129971.0,0.0
1250,,1ST FLOOR,THEATRE,3.0,4.0,198900.0,198900.0,0.0
1251,,ETHIOPIA,IRAQ,81.0,38.0,374362.0,374362.0,0.0
1252,,Belgium,10,797.0,3.0,61626.0,61626.0,0.0
1253,,CV,5R,266.0,2.0,151623.0,151623.0,0.0
1254,,HAYHURST,SABIN,188.0,228.0,63279.0,63279.0,0.0
1255,,Peter Mokaba Stadium,San Martin,4.0,6.0,4572.0,4572.0,0.0
1256,,ar,it,320.0,1672.0,85881.0,85881.0,0.0
1257,,"Agriculture, forestry and fishing (A)","Water supply; sewerage, waste management and remediation activities (E)",14422.0,10651.0,320551.0,320551.0,0.0
1258,,extract,BIAB,8626.0,12016.0,73861.0,73861.0,0.0
1259,,Haiti,Malawi,122.0,94.0,15736.0,15736.0,0.0
1260,,Y16,R1Y5,33.0,33.0,2117.0,2117.0,0.0
1261,,SBRN,SANL,57350.0,74780.0,3313625.0,3313625.0,0.0
1262,,bizspark,MESTAfrica,1273.0,2184.0,24933.0,24933.0,0.0
1263,85.0,NEW MEXICO,NM,208.0,321.0,374362.0,374362.0,1.0
1264,,St,Rd,138358.0,389.0,198900.0,198900.0,0.0
1265,35.0,GUAM,GU,54.0,152.0,374362.0,374362.0,1.0
1266,,Cass County,Cape Girardeau County,3.0,1.0,910.0,910.0,0.0
1267,,GLO,MAL,1.0,1.0,842.0,842.0,0.0
1268,4012.0,D,D.,1.0,1.0,374362.0,374362.0,1.0
1269,,total_value_added,agriculture_hunting_forestry_fishing_isic_a_b,9234.0,9142.0,73646.0,73646.0,0.0
1270,3962.0,Union Trans./Prof. Services,UNION TRANS./PROF. SERVICES,1.0,1.0,374362.0,374362.0,1.0
1271,,MT TABOR,GRESHAM - NORTH GRESHAM,479.0,6.0,61779.0,61779.0,0.0
1272,3817.0,tza,TZA,14.0,4024.0,463231.0,463231.0,1.0
1273,,Aggravated Assault,"Assault, Simple",2327.0,5117.0,80256.0,80256.0,0.0
1274,,Philippines,Mongolia,1054.0,1016.0,151623.0,151623.0,0.0
1275,,09717-6790,00823-5994,1.0,1.0,1973.0,1973.0,0.0
1276,,Kidnap,Gambling,43.0,7.0,80256.0,80256.0,0.0
1277,4389.0,Cultural Outings,Cultural Activities,1.0,67.0,31212.0,31212.0,1.0
1278,3411.0,Fox Terrier (Wire),Fox Terrier Wire,12.0,22.0,82545.0,82545.0,1.0
1279,,literature/specimen,still image,2.0,46402.0,513373.0,513373.0,0.0
1280,,Mozambique,Nigeria,20.0,97.0,100048.0,100048.0,0.0
1281,4203.0,Danish Krone,Danish krone,318.0,509.0,48269.0,48269.0,1.0
1282,,Philippines,Mexico,17.0,1.0,2772.0,2772.0,0.0
1283,,CA-DVBE CA-SB,MBE SB SDVOSB,1339.0,1.0,346018.0,346018.0,0.0
1284,,agriculture_hunting_forestry,education,5550.0,4698.0,225363.0,225363.0,0.0
1285,,I,V,328.0,9.0,439.0,439.0,0.0
1286,,norwegian forest cat,persian,4.0,29.0,29421.0,29421.0,0.0
1287,4164.0,"PRESIDENT/ ALCCC,INC.","PRESIDENT/ALCCC,INC.",4.0,3.0,374362.0,374362.0,1.0
1288,398.0,"Wilmington, DE","Wilmington, DE 19803",1.0,1.0,22000.0,22000.0,1.0
1289,,SLOVAK REPUBLIC,MALTA,2698.0,5013.0,884244.0,884244.0,0.0
1290,,Chad,Niger,2196.0,2690.0,1189482.0,1189482.0,0.0
1291,,WDUB,12TH,159656.0,273047.0,9971582.0,9971582.0,0.0
1292,,Town,CDP,886.0,1962.0,21112.0,21112.0,0.0
1293,,MultIss,Prin,188.0,107.0,1518.0,1518.0,0.0
1294,,00915-2330,00637-1119,1.0,1.0,1351.0,1351.0,0.0
1295,,upstream_gene_variant,protein_altering_variant,82.0,9.0,65188.0,65188.0,0.0
1296,,Energy,Educational Services,1086.0,9130.0,374362.0,374362.0,0.0
1297,3375.0,Doberman X,Dobermann X,20.0,35.0,82545.0,82545.0,1.0
1298,,UNIVERSITY PARK,HILLSDALE,405.0,413.0,82958.0,82958.0,0.0
1299,,Rw,Tr,5.0,1466.0,198900.0,198900.0,0.0
1300,,CENTENNIAL,GRANT PARK,2142.0,360.0,61779.0,61779.0,0.0
1301,445.0,Re,RE,13.0,15.0,34857.0,34857.0,1.0
1302,,Georgia,Connecticut,64.0,64.0,2720.0,2720.0,0.0
1303,,Egypt,Democratic Republic of Congo,9290.0,12294.0,165808.0,165808.0,0.0
1304,,Excelsior,Mission Bay,3072.0,2287.0,198900.0,198900.0,0.0
1305,,Syrian Arab Republic,Burkina Faso,368.0,368.0,73646.0,73646.0,0.0
1306,,SPECIAL PROJECT BR,BIKE LANE SWEEPING,45.0,3.0,564403.0,564403.0,0.0
1307,,Ranchi,Kanpur,7.0,4.0,636.0,636.0,0.0
1308,,CAN,DIS,11605.0,55.0,403984.0,403984.0,0.0
1309,,642,201,1185.0,1.0,63279.0,63279.0,0.0
1310,,fairy,fire,18.0,52.0,801.0,801.0,0.0
1311,,Employer Type,Securities Lending Fees,1.0,1.0,280.0,280.0,0.0
1312,,Unwanted Calls,Phone,152739.0,568.0,943111.0,943111.0,0.0
1313,,Ventoux,Terre Siciliane,3.0,85.0,150930.0,150930.0,0.0
1314,,Ghana,Russia,8.0,6.0,4572.0,4572.0,0.0
1315,,West Virginia,Oklahoma,63.0,135.0,10621.0,10621.0,0.0
1316,,Yarra City Council,Monash City Council,1186.0,1466.0,34857.0,34857.0,0.0
1317,,Vandalism,Kidnap,6097.0,40.0,82958.0,82958.0,0.0
1318,,Home purchase,Refinancing,192684.0,250046.0,466566.0,466566.0,0.0
1319,,204,362,4.0,3.0,70964.0,70964.0,0.0
1320,,8S,CI,83.0,1300.0,151623.0,151623.0,0.0
1321,,Le Castellet,Monza,1.0,1.0,73.0,73.0,0.0
1322,,00714-0000,00681-8139,1.0,1.0,1351.0,1351.0,0.0
1323,255.0,open,Open,9.0,1459.0,1518.0,1518.0,1.0
1324,3966.0,"Attorney, Mountain States Employers Council",Attorney Mountain States Employers Council,5.0,3.0,374362.0,374362.0,1.0
1325,,08/02/2013,01/03/2013,45.0,45.0,8190.0,8190.0,0.0
1326,4382.0,Crafts,Craft Classes,92.0,1.0,31212.0,31212.0,1.0
1327,,LITHUANIA,JORDAN,93.0,593.0,374362.0,374362.0,0.0
1328,,Greece,El Salvador,46.0,46.0,9237.0,9237.0,0.0
1329,,Aglianico del Taburno,Bullas,12.0,3.0,150930.0,150930.0,0.0
1330,,SSAN,MONT,154804.0,307428.0,9971582.0,9971582.0,0.0
1331,,CRSTN-KENILWTH,MARKHAM,611.0,50.0,59853.0,59853.0,0.0
1332,,511,889,12.0,1.0,10001.0,10001.0,0.0
1333,,Local_02,Local_10,24.0,44.0,425.0,425.0,0.0
1334,,2,961,3.0,1089.0,61281.0,61281.0,0.0
1335,,B-IDENTIFIER,I-TRIVIAL,636.0,1076.0,662207.0,662207.0,0.0
1336,,Salads,Chinese/Cuban,769.0,335.0,399918.0,399918.0,0.0
1337,,National Defense and Public Order and Security and Safety Services,Organizations and Clubs,2168.0,917.0,346018.0,346018.0,0.0
1338,,THA,EGY,1.0,25.0,2772.0,2772.0,0.0
1339,,590,630,862.0,667.0,59853.0,59853.0,0.0
1340,,Nigeria,Sri Lanka,414.0,414.0,81106.0,81106.0,0.0
1341,,KY,NH,48.0,16.0,2720.0,2720.0,0.0
1342,,HLDUST,T13,1.0,54.0,11106.0,11106.0,0.0
1343,,Activity Center,Restroom,150.0,1036.0,5494.0,5494.0,0.0
1344,,Homicide,Runaway,22.0,1839.0,59853.0,59853.0,0.0
1345,,administrative_and_support_service_activities,memorandum_item_fisim_if_distributed_to_uses,898.0,241.0,61626.0,61626.0,0.0
1346,,Michigan,West Virginia,1.0,1.0,52.0,52.0,0.0
1347,,Interagency Agreements,Services are specifically exempt by statute,3261.0,11854.0,346018.0,346018.0,0.0
1348,,ST CROIX,ZAMBIA,13.0,1.0,1973.0,1973.0,0.0
1349,,COMPED,104,4.0,52.0,11106.0,11106.0,0.0
1350,,GA,RI,7354.0,7575.0,403984.0,403984.0,0.0
1351,4412.0,European Culture,European Languages & Culture,19.0,2.0,31212.0,31212.0,1.0
1352,,Chinatown,Hayes Valley,3765.0,5489.0,198900.0,198900.0,0.0
1353,2775.0,Philharmonie,Philharmonic Hall,17.0,1801.0,21607.0,21607.0,1.0
1354,,arts_entertainment_and_recreation,water_supply_sewerage_waste_management_and_remediation_activities,934.0,1009.0,61626.0,61626.0,0.0
1355,,SGP,BMU;CAN;COL,14.0,1.0,24957.0,24957.0,0.0
1356,,UK,Switzerland,4.0,1.0,73.0,73.0,0.0
1357,,PA,LA,25.0,5.0,558.0,558.0,0.0
1358,,MESP,Subsistence Agriculture,125.0,8247.0,779092.0,779092.0,0.0
1359,,Papermaking plant operators,Electronic equipment assemblers,5.0,27.0,41544.0,41544.0,0.0
1360,,ML,SV,6639.0,39875.0,671205.0,671205.0,0.0
1361,,NRU,ROU,1.0,1.0,269.0,269.0,0.0
1362,,830,510,3346.0,1329.0,80256.0,80256.0,0.0
1363,,Germany,France,3.0,2.0,20.0,20.0,0.0
1364,,CM,BF,2230.0,2460.0,671205.0,671205.0,0.0
1365,,NI,MW,11781.0,1320.0,671205.0,671205.0,0.0
1366,,28/01/2011,20/07/2012,45.0,45.0,8190.0,8190.0,0.0
1367,,banking jobs,accountancy qualified jobs,1097.0,1836.0,50000.0,50000.0,0.0
1368,,UG,GE,20601.0,2409.0,671205.0,671205.0,0.0
1369,,IA,HI,26.0,26.0,11106.0,11106.0,0.0
1370,,ELIOT,HILLSDALE,933.0,229.0,61497.0,61497.0,0.0
1371,,RVWDLS,D114,1.0,52.0,11106.0,11106.0,0.0
1372,3567.0,Munsterlander,Musterlander,6.0,8.0,82545.0,82545.0,1.0
1373,,LAC,IRL,1.0,1.0,269.0,269.0,0.0
1374,,20,United States,2.0,4340.0,320551.0,320551.0,0.0
1375,,Annual,Explorer ($8 plus tax),799.0,186.0,649231.0,649231.0,0.0
1376,,LS,CN,633.0,5324.0,151623.0,151623.0,0.0
1377,,Zambia,Ecuador,1.0,1.0,155.0,155.0,0.0
1378,,Bhutan,Jamaica,19.0,14.0,2772.0,2772.0,0.0
1379,,"Includes electricity, gas, steam and air conditioning supply.","Includes Repairs of motor vehicles, motorcycles, and personal and households goods.",1.0,2.0,68023.0,68023.0,0.0
1380,,720,921,882.0,754.0,59853.0,59853.0,0.0
1381,,Sawmill and Woodworking Machinery Manufacturing,Battery Manufacturing,2.0,2.0,374362.0,374362.0,0.0
1382,3459.0,Griffin Bruxellois X,Griffon Bruxellois X,3.0,4.0,82545.0,82545.0,1.0
1383,,CRESTWOOD,BEAVERTON - FIVE OAKS 3C,24.0,1.0,61779.0,61779.0,0.0
1384,,PIEDMONT,REED,827.0,353.0,82958.0,82958.0,0.0
1385,,QAT,JOR,72.0,45.0,59228.0,59228.0,0.0
1386,624.0,MS,MISSISSIPPI,50.0,27.0,374362.0,374362.0,1.0
1387,,Switzerland,"Germany, Federal Republic of",299.0,253.0,48269.0,48269.0,0.0
1388,,Nigeria,Rwanda,203.0,829.0,68023.0,68023.0,0.0
1389,,5,Nigeria,17.0,215.0,61626.0,61626.0,0.0
1390,,Psychic,Electric,57.0,44.0,800.0,800.0,0.0
1391,,Portugal,Zaire,10.0,1.0,4572.0,4572.0,0.0
1392,4376.0,Web Technology,Web & New Technology,852.0,7.0,31212.0,31212.0,1.0
1393,,Germany,Trinidad and Tobago,14.0,2.0,4572.0,4572.0,0.0
1394,,Montreal Protocol,Special Financing,82.0,1328.0,151623.0,151623.0,0.0
1395,2818.0,SH.ANM.CHLD.ZS,sh.ANM.CHLD.ZS,4070.0,1.0,463231.0,463231.0,1.0
1396,,education,housing_and_community_amenities,4606.0,4088.0,48269.0,48269.0,0.0
1397,,mw2109.codfw.wmnet,cloudflare-nginx,1.0,94.0,1781.0,1781.0,0.0
1398,,South Dakota,Connecticut,3886.0,4142.0,359836.0,359836.0,0.0
1399,4443.0,BC,BRITISH COLUMBIA,1.0,3.0,374362.0,374362.0,1.0
1400,3737.0,STAFFORDSHIRE BULL TERRIER CROSS,Staffordshire Bull Terrier Cross,7.0,42.0,82545.0,82545.0,1.0
1401,,Spain,Germany,8268.0,2452.0,150930.0,150930.0,0.0
1402,,KO,NWS,70940.0,19369.0,387427.0,387427.0,0.0
1403,,MEXICO,TUNISIA,8284.0,61.0,374362.0,374362.0,0.0
1404,,BR,US,284.0,6093.0,671205.0,671205.0,0.0
1405,,00802-3463,00822-4223,1.0,1.0,1973.0,1973.0,0.0
1406,,a1050000007QjUH,a1050000000wf0r,7.0,13.0,4861.0,4861.0,0.0
1407,,São Paulo UberX,Barranquilla UberBlack,11.0,88.0,90287.0,90287.0,0.0
1408,,Fair Play,Dogliani,30.0,6.0,150930.0,150930.0,0.0
1409,,MONTENEGRO,BRUNEI,5.0,2.0,374362.0,374362.0,0.0
1410,,Midrand,Montreal,1.0,1.0,73.0,73.0,0.0
1411,,Gram Utthan: Sanitation,Higher Education Murabaha,217.0,246.0,779092.0,779092.0,0.0
1412,,Layer 2 Up,Layer 3 Down,203.0,142.0,1055.0,1055.0,0.0
1413,,Nevada,Rhode Island,32.0,48.0,2720.0,2720.0,0.0
1414,,OP,25,42.0,2.0,70964.0,70964.0,0.0
1415,,public_administration_and_defence_compulsory_social_security_o,human_health_and_social_work_activities_q,11010.0,11528.0,320551.0,320551.0,0.0
1416,,"Yemen, Republic of",Bosnia and Herzegovina,1545.0,2671.0,151623.0,151623.0,0.0
1417,,Fiji,Guernsey,3.0,321.0,59228.0,59228.0,0.0
1418,,LB,LC,8.0,29.0,24957.0,24957.0,0.0
1419,568.0,Tunisian dinar,Tunisian Dinar,921.0,851.0,227092.0,227092.0,1.0
1420,,CHN,TTO,3875.0,35.0,59228.0,59228.0,0.0
1421,,North Carolina,Wyoming,32.0,16.0,2720.0,2720.0,0.0
1422,,construction property jobs,retail jobs,1859.0,1559.0,50000.0,50000.0,0.0
1423,,Australian,Ethiopian,260.0,287.0,399918.0,399918.0,0.0
1424,,Water and Sanitation,SME Financial Inclusion,92.0,32.0,15736.0,15736.0,0.0
1425,,NM,NE,7680.0,7779.0,403984.0,403984.0,0.0
1426,,Zimbabwe,Nicaragua,651.0,844.0,191325.0,191325.0,0.0
1427,,MW,NI,1320.0,11781.0,671205.0,671205.0,0.0
1428,,Armenia,Namibia,26.0,46.0,9234.0,9234.0,0.0
1429,,Côtes de Thongue,Friuli,6.0,14.0,150930.0,150930.0,0.0
1430,,exports_of_goods_and_services,general_government_final_consumption_expenditure,9213.0,9188.0,80583.0,80583.0,0.0
1431,,Tapas,Hotdogs/Pretzels,538.0,144.0,399918.0,399918.0,0.0
1432,,CA-DVBE CA-MB CA-SB CA-SBE CDVBE SB,CA-SB CA-SBE CDVBE DBE MOSB SB,34.0,1.0,346018.0,346018.0,0.0
1433,,HP3,3,5.0,6.0,64618.0,64618.0,0.0
1434,,Ireland,Burkina Faso,1651.0,208.0,100048.0,100048.0,0.0
1435,,TURKMENISTAN,COTE D IVOIRE,6.0,5455.0,884244.0,884244.0,0.0
1436,,Clean Energy,Other,1.0,217.0,4861.0,4861.0,0.0
1437,,en,ja,2264.0,2.0,3122.0,3122.0,0.0
1438,2947.0,euro,Euro,432.0,11818.0,61626.0,61626.0,1.0
1439,,Kiribati,Burundi,1.0,1.0,269.0,269.0,0.0
1440,457.0,William,Williams,27.0,203.0,34857.0,34857.0,1.0
1441,,Cat - Aged over 10 Years,CATEGORY 1,22.0,1894.0,158026.0,158026.0,0.0
1442,362.0,"Omaha, NE","Omaha, NE 68124",2.0,1.0,22000.0,22000.0,1.0
1443,848.0,Blue/Tan,Blue & Tan,51.0,17.0,82545.0,82545.0,1.0
1444,,VEN,BLR,130.0,131.0,21477.0,21477.0,0.0
1445,,Uruguay,England,109.0,74.0,129971.0,129971.0,0.0
1446,,coking_coal,other_liquid_biofuels,6470.0,1617.0,1189482.0,1189482.0,0.0
1447,,Saudi Arabia,Serbia and Montenegro,6.0,1.0,4572.0,4572.0,0.0
1448,,PAK,KAZ,6.0,1.0,2772.0,2772.0,0.0
1449,,Maine,Colorado,6.0,14.0,910.0,910.0,0.0
1450,89.0,OHIO,OH,1776.0,2863.0,374362.0,374362.0,1.0
1451,,Intermission,Intermission-Third,11278.0,1.0,82793.0,82793.0,0.0
1452,,SUNNYSIDE,KENTON,635.0,667.0,61497.0,61497.0,0.0
1453,,OTHER,AFRICA,75.0,39926.0,151623.0,151623.0,0.0
1454,3066.0,IDAHO,ID,264.0,260.0,374362.0,374362.0,1.0
1455,,HAL,SHELL,1085.0,454.0,610676.0,610676.0,0.0
1456,,2,560,1.0,1082.0,82958.0,82958.0,0.0
1457,3853.0,prk,PRK,1.0,672.0,463231.0,463231.0,1.0
1458,,Abandoned Calls,Prerecorded Voice,66116.0,223245.0,943111.0,943111.0,0.0
1459,,Connecticut,Colorado,3.0,68.0,129971.0,129971.0,0.0
1460,,"Integrated household survey (IHS), 2012/13","Integrated household survey (IHS), 1992",2.0,1.0,263.0,263.0,0.0
1461,2851.0,vietnamese-language-cultural,vietnamese-language-culture,1.0,5.0,31212.0,31212.0,1.0
1462,,Beotia,Panciu,1.0,2.0,129971.0,129971.0,0.0
1463,,ASHCREEK,IRVINGTON,90.0,579.0,61779.0,61779.0,0.0
1464,,Pre-permit (Operational) / Initial Inspection,Pre-permit (Operational) / Re-inspection,24702.0,10568.0,399918.0,399918.0,0.0
1465,,931,10,809.0,5.0,64618.0,64618.0,0.0
1466,3599.0,Petit Basset Griffon Vendeen,Petit basset Griffon Vendeen,2.0,3.0,82545.0,82545.0,1.0
1467,,MPCWI,D210,48.0,52.0,11106.0,11106.0,0.0
1468,,Training Services,Policy and Strategy,4846.0,1928.0,151623.0,151623.0,0.0
1469,,IRVINGTON,GLENFAIR,469.0,460.0,61497.0,61497.0,0.0
1470,,RICH,UCTY,1.0,1.0,46.0,46.0,0.0
1471,,Tokaji,Cape Agulhas,46.0,1.0,129971.0,129971.0,0.0
1472,,NC,MO,26.0,26.0,11106.0,11106.0,0.0
1473,,Central Asia,Western Balkans,276.0,156.0,151623.0,151623.0,0.0
1474,384.0,Computer/IT Services Other/Not Classified,Computer/IT ServicesOther/Not Classified,1.0,1.0,22000.0,22000.0,1.0
1475,,College Grove,Rosedale,19.0,1.0,24591.0,24591.0,0.0
1476,3736.0,Staffordshire Bull Terrier Cross,STAFFORDSHIRE BULL TERRIER CROSS,42.0,7.0,82545.0,82545.0,1.0
1477,,SPECIAL EVENTS,STREET CLEANING-SPECIAL PROJECTS,204.0,887.0,564403.0,564403.0,0.0
1478,,WV,VA,26.0,26.0,11106.0,11106.0,0.0
